
  STNR    EAST    NORTH      LON      LAT YEAR                  RR_1
------ ------- -------- -------- -------- -------------------- -----
   180  353846  6798632  12.2719  61.2944 1995                  14.2
   180  353846  6798632  12.2719  61.2944 1996                  17.0
   180  353846  6798632  12.2719  61.2944 1997                  13.2
   180  353846  6798632  12.2719  61.2944 1998                   6.9
   180  353846  6798632  12.2719  61.2944 1999                  10.8
   180  353846  6798632  12.2719  61.2944 2000                  16.0
   180  353846  6798632  12.2719  61.2944 2001                   4.1
   180  353846  6798632  12.2719  61.2944 2003                   8.2
   180  353846  6798632  12.2719  61.2944 2004                  17.6
   180  353846  6798632  12.2719  61.2944 2005                  16.0
   180  353846  6798632  12.2719  61.2944 2006                  10.8
   180  353846  6798632  12.2719  61.2944 2007                  12.5
   180  353846  6798632  12.2719  61.2944 2008                   8.9
   180  353846  6798632  12.2719  61.2944 2009                  10.4
   180  353846  6798632  12.2719  61.2944 2010                   7.8
