
  STNR    EAST    NORTH      LON      LAT YEAR                  RR_1
------ ------- -------- -------- -------- -------------------- -----
 44300  -39759  6551167   5.6505  58.7605 1994                  14.5
 44300  -39759  6551167   5.6505  58.7605 1995                   8.2
 44300  -39759  6551167   5.6505  58.7605 1996                   8.3
 44300  -39759  6551167   5.6505  58.7605 1997                  17.5
 44300  -39759  6551167   5.6505  58.7605 1998                  33.2
 44300  -39759  6551167   5.6505  58.7605 1999                  10.1
 44300  -39759  6551167   5.6505  58.7605 2000                  12.3
 44300  -39759  6551167   5.6505  58.7605 2001                  23.7
 44300  -39759  6551167   5.6505  58.7605 2002                  31.7
 44300  -39759  6551167   5.6505  58.7605 2003                  14.6
 44300  -39759  6551167   5.6505  58.7605 2004                   8.5
 44300  -39759  6551167   5.6505  58.7605 2005                  12.5
 44300  -39759  6551167   5.6505  58.7605 2006                  15.1
 44300  -39759  6551167   5.6505  58.7605 2007                  13.2
 44300  -39759  6551167   5.6505  58.7605 2008                  12.5
 44300  -39759  6551167   5.6505  58.7605 2009                  14.5
 44300  -39759  6551167   5.6505  58.7605 2010                   9.0
 44300  -39759  6551167   5.6505  58.7605 2011                  15.9
 44300  -39759  6551167   5.6505  58.7605 2012                  13.0
