
  STNR    EAST    NORTH      LON      LAT YEAR                  RR_1
------ ------- -------- -------- -------- -------------------- -----
 90400  651477  7731942  18.9057  69.6523 1994                   3.9
 90400  651477  7731942  18.9057  69.6523 1995                   4.6
 90400  651477  7731942  18.9057  69.6523 1996                   4.4
 90400  651477  7731942  18.9057  69.6523 1997                   7.3
 90400  651477  7731942  18.9057  69.6523 1998                   4.9
 90400  651477  7731942  18.9057  69.6523 1999                   8.6
 90400  651477  7731942  18.9057  69.6523 2000                   6.8
 90400  651477  7731942  18.9057  69.6523 2001                   5.6
 90400  651477  7731942  18.9057  69.6523 2002                   6.0
 90400  651477  7731942  18.9057  69.6523 2003                   9.9
 90400  651477  7731942  18.9057  69.6523 2004                   6.9
 90400  651477  7731942  18.9057  69.6523 2005                   6.7
 90400  651477  7731942  18.9057  69.6523 2006                   4.8
 90400  651477  7731942  18.9057  69.6523 2007                   7.9
 90400  651477  7731942  18.9057  69.6523 2008                   5.6
 90400  651477  7731942  18.9057  69.6523 2009                   7.5
 90400  651477  7731942  18.9057  69.6523 2010                  21.7
 90400  651477  7731942  18.9057  69.6523 2011                   8.0
 90400  651477  7731942  18.9057  69.6523 2012                   6.8
