
  STNR    EAST    NORTH      LON      LAT YEAR                  RR_1
------ ------- -------- -------- -------- -------------------- -----
 12550  271629  6744837  10.8055  60.7733 1994                   9.5
 12550  271629  6744837  10.8055  60.7733 1995                  10.5
 12550  271629  6744837  10.8055  60.7733 1996                  19.9
 12550  271629  6744837  10.8055  60.7733 1997                   9.7
 12550  271629  6744837  10.8055  60.7733 1998                   5.9
 12550  271629  6744837  10.8055  60.7733 1999                   6.4
 12550  271629  6744837  10.8055  60.7733 2000                   8.6
 12550  271629  6744837  10.8055  60.7733 2001                  10.8
 12550  271629  6744837  10.8055  60.7733 2002                   4.8
 12550  271629  6744837  10.8055  60.7733 2003                   8.7
 12550  271629  6744837  10.8055  60.7733 2004                  18.8
 12550  271629  6744837  10.8055  60.7733 2005                   8.1
 12550  271629  6744837  10.8055  60.7733 2006                  17.1
 12550  271629  6744837  10.8055  60.7733 2007                  13.9
 12550  271629  6744837  10.8055  60.7733 2008                  17.3
 12550  271629  6744837  10.8055  60.7733 2009                  10.8
 12550  271629  6744837  10.8055  60.7733 2010                  17.4
 12550  271629  6744837  10.8055  60.7733 2011                  13.0
 12550  271629  6744837  10.8055  60.7733 2012                  12.3
