
  STNR    EAST    NORTH      LON      LAT YEAR                  RR_1
------ ------- -------- -------- -------- -------------------- -----
 68230  271467  7038181  10.4228  63.3987 1986                   2.3
 68230  271467  7038181  10.4228  63.3987 1987                   7.7
 68230  271467  7038181  10.4228  63.3987 1988                  18.7
 68230  271467  7038181  10.4228  63.3987 1989                  11.5
 68230  271467  7038181  10.4228  63.3987 1990                  12.4
 68230  271467  7038181  10.4228  63.3987 1991                   8.6
 68230  271467  7038181  10.4228  63.3987 1992                  10.2
 68230  271467  7038181  10.4228  63.3987 1993                   8.6
 68230  271467  7038181  10.4228  63.3987 1994                   7.1
 68230  271467  7038181  10.4228  63.3987 1995                   5.7
 68230  271467  7038181  10.4228  63.3987 1996                   5.4
 68230  271467  7038181  10.4228  63.3987 1997                   8.8
 68230  271467  7038181  10.4228  63.3987 1998                   5.0
 68230  271467  7038181  10.4228  63.3987 1999                   5.9
 68230  271467  7038181  10.4228  63.3987 2000                   4.8
 68230  271467  7038181  10.4228  63.3987 2001                   7.3
 68230  271467  7038181  10.4228  63.3987 2002                  11.5
 68230  271467  7038181  10.4228  63.3987 2003                   9.9
 68230  271467  7038181  10.4228  63.3987 2004                   8.5
 68230  271467  7038181  10.4228  63.3987 2005                   8.9
 68230  271467  7038181  10.4228  63.3987 2006                  10.6
