
  STNR    EAST    NORTH      LON      LAT YEAR                  RR_1
------ ------- -------- -------- -------- -------------------- -----
 12670  256284  6784678  10.4742  61.1208 1969                   5.6
 12670  256284  6784678  10.4742  61.1208 1970                  14.4
 12670  256284  6784678  10.4742  61.1208 1971                   7.2
 12670  256284  6784678  10.4742  61.1208 1972                   8.6
 12670  256284  6784678  10.4742  61.1208 1973                   7.9
 12670  256284  6784678  10.4742  61.1208 1974                   6.6
 12670  256284  6784678  10.4742  61.1208 1975                   6.8
 12670  256284  6784678  10.4742  61.1208 1976                   8.8
 12670  256284  6784678  10.4742  61.1208 1977                   9.8
 12670  256284  6784678  10.4742  61.1208 1978                   7.8
 12670  256284  6784678  10.4742  61.1208 1979                   5.2
 12670  256284  6784678  10.4742  61.1208 1980                  11.2
 12670  256284  6784678  10.4742  61.1208 1981                   5.4
 12670  256284  6784678  10.4742  61.1208 1982                  10.4
 12670  256284  6784678  10.4742  61.1208 1983                   2.6
 12670  256284  6784678  10.4742  61.1208 1984                  10.6
 12670  256284  6784678  10.4742  61.1208 1985                  11.3
 12670  256284  6784678  10.4742  61.1208 1986                  10.4
 12670  256284  6784678  10.4742  61.1208 1987                   7.4
 12670  256284  6784678  10.4742  61.1208 1988                  13.2
 12670  256284  6784678  10.4742  61.1208 1989                   8.4
 12670  256284  6784678  10.4742  61.1208 1990                   7.6
 12670  256284  6784678  10.4742  61.1208 1991                  11.4
