
  STNR    EAST    NORTH      LON      LAT YEAR                  RR_1
------ ------- -------- -------- -------- -------------------- -----
 18270  273036  6654680  10.9333  59.9667 1974                   9.6
 18270  273036  6654680  10.9333  59.9667 1975                  10.0
 18270  273036  6654680  10.9333  59.9667 1976                   7.2
 18270  273036  6654680  10.9333  59.9667 1977                  11.8
 18270  273036  6654680  10.9333  59.9667 1978                  10.0
 18270  273036  6654680  10.9333  59.9667 1979                  14.3
 18270  273036  6654680  10.9333  59.9667 1980                  11.6
 18270  273036  6654680  10.9333  59.9667 1981                  17.5
 18270  273036  6654680  10.9333  59.9667 1982                  12.4
 18270  273036  6654680  10.9333  59.9667 1983                   9.8
 18270  273036  6654680  10.9333  59.9667 1984                  11.7
 18270  273036  6654680  10.9333  59.9667 1985                  14.6
 18270  273036  6654680  10.9333  59.9667 1986                   9.4
 18270  273036  6654680  10.9333  59.9667 1995                   5.6
 18270  273036  6654680  10.9333  59.9667 1996                   4.4
 18270  273036  6654680  10.9333  59.9667 1997                   7.0
 18270  273036  6654680  10.9333  59.9667 1998                   6.0
 18270  273036  6654680  10.9333  59.9667 1999                   3.0
 18270  273036  6654680  10.9333  59.9667 2000                   9.4
 18270  273036  6654680  10.9333  59.9667 2001                  11.0
 18270  273036  6654680  10.9333  59.9667 2002                  19.2
