
  STNR    EAST    NORTH      LON      LAT YEAR                  RR_1
------ ------- -------- -------- -------- -------------------- -----
 50480  -36069  6723546   5.2798  60.2918 1984                   7.5
 50480  -36069  6723546   5.2798  60.2918 1985                  12.1
 50480  -36069  6723546   5.2798  60.2918 1986                  10.3
 50480  -36069  6723546   5.2798  60.2918 1987                  11.5
 50480  -36069  6723546   5.2798  60.2918 1988                   7.4
 50480  -36069  6723546   5.2798  60.2918 1989                  11.4
 50480  -36069  6723546   5.2798  60.2918 1990                  12.3
 50480  -36069  6723546   5.2798  60.2918 1991                  13.3
 50480  -36069  6723546   5.2798  60.2918 1992                   7.0
 50480  -36069  6723546   5.2798  60.2918 1993                   2.8
 50480  -36069  6723546   5.2798  60.2918 1994                   5.4
 50480  -36069  6723546   5.2798  60.2918 1996                   8.6
 50480  -36069  6723546   5.2798  60.2918 2001                   3.4
 50480  -36069  6723546   5.2798  60.2918 2002                  17.5
 50480  -36069  6723546   5.2798  60.2918 2003                  10.2
 50480  -36069  6723546   5.2798  60.2918 2005                   3.9
 50480  -36069  6723546   5.2798  60.2918 2007                   7.7
