
  STNR    EAST    NORTH      LON      LAT YEAR                  RR_1
------ ------- -------- -------- -------- -------------------- -----
 17870  263485  6621780  10.8000  59.6667 1974                  17.3
 17870  263485  6621780  10.8000  59.6667 1975                   8.0
 17870  263485  6621780  10.8000  59.6667 1976                   6.2
 17870  263485  6621780  10.8000  59.6667 1977                  12.6
 17870  263485  6621780  10.8000  59.6667 1978                  10.0
 17870  263485  6621780  10.8000  59.6667 1979                   9.1
 17870  263485  6621780  10.8000  59.6667 1980                  11.4
 17870  263485  6621780  10.8000  59.6667 1981                   9.6
 17870  263485  6621780  10.8000  59.6667 1982                  14.4
 17870  263485  6621780  10.8000  59.6667 1983                  13.1
 17870  263485  6621780  10.8000  59.6667 1984                  22.4
 17870  263485  6621780  10.8000  59.6667 1985                  14.6
 17870  263485  6621780  10.8000  59.6667 1986                   8.6
 17870  263485  6621780  10.8000  59.6667 1987                  11.2
 17870  263485  6621780  10.8000  59.6667 1988                  11.6
 17870  263485  6621780  10.8000  59.6667 1989                   9.2
 17870  263485  6621780  10.8000  59.6667 1990                   9.2
 17870  263485  6621780  10.8000  59.6667 1993                  11.4
 17870  263485  6621780  10.8000  59.6667 1994                   4.4
 17870  263485  6621780  10.8000  59.6667 1995                  31.2
 17870  263485  6621780  10.8000  59.6667 1996                   6.8
 17870  263485  6621780  10.8000  59.6667 1997                  23.4
 17870  263485  6621780  10.8000  59.6667 1998                  13.4
 17870  263485  6621780  10.8000  59.6667 1999                  11.2
 17870  263485  6621780  10.8000  59.6667 2000                  12.8
 17870  263485  6621780  10.8000  59.6667 2001                  20.6
 17870  263485  6621780  10.8000  59.6667 2002                  17.0
 17870  263485  6621780  10.8000  59.6667 2003                  13.2
