
  STNR    EAST    NORTH      LON      LAT YEAR                  RR_1
------ ------- -------- -------- -------- -------------------- -----
 30270  195698  6567898   9.6780  59.1410 1973                   3.4
 30270  195698  6567898   9.6780  59.1410 1974                   8.3
 30270  195698  6567898   9.6780  59.1410 1975                  14.5
 30270  195698  6567898   9.6780  59.1410 1976                   4.8
 30270  195698  6567898   9.6780  59.1410 1977                   7.2
 30270  195698  6567898   9.6780  59.1410 1978                  12.0
 30270  195698  6567898   9.6780  59.1410 1979                  17.4
 30270  195698  6567898   9.6780  59.1410 1980                  10.0
 30270  195698  6567898   9.6780  59.1410 1981                  12.2
 30270  195698  6567898   9.6780  59.1410 1982                  13.4
 30270  195698  6567898   9.6780  59.1410 1983                   7.1
 30270  195698  6567898   9.6780  59.1410 1984                  17.6
 30270  195698  6567898   9.6780  59.1410 1985                  12.8
 30270  195698  6567898   9.6780  59.1410 1986                   8.2
 30270  195698  6567898   9.6780  59.1410 1987                   9.6
 30270  195698  6567898   9.6780  59.1410 1988                  18.0
 30270  195698  6567898   9.6780  59.1410 1989                  33.1
 30270  195698  6567898   9.6780  59.1410 1990                   9.8
 30270  195698  6567898   9.6780  59.1410 1991                   5.0
 30270  195698  6567898   9.6780  59.1410 1992                   7.0
