
  STNR    EAST    NORTH      LON      LAT YEAR                  RR_1
------ ------- -------- -------- -------- -------------------- -----
 44190  -34980  6547733   5.7402  58.7360 1981                  11.0
 44190  -34980  6547733   5.7402  58.7360 1986                   9.3
 44190  -34980  6547733   5.7402  58.7360 1987                   4.8
 44190  -34980  6547733   5.7402  58.7360 1988                  41.9
 44190  -34980  6547733   5.7402  58.7360 1989                  13.1
 44190  -34980  6547733   5.7402  58.7360 1991                  12.2
 44190  -34980  6547733   5.7402  58.7360 1992                   9.8
 44190  -34980  6547733   5.7402  58.7360 1993                   8.4
 44190  -34980  6547733   5.7402  58.7360 1994                  11.6
 44190  -34980  6547733   5.7402  58.7360 1995                  17.0
 44190  -34980  6547733   5.7402  58.7360 1996                  12.8
 44190  -34980  6547733   5.7402  58.7360 1997                  13.6
 44190  -34980  6547733   5.7402  58.7360 1998                  10.4
 44190  -34980  6547733   5.7402  58.7360 1999                   7.4
 44190  -34980  6547733   5.7402  58.7360 2000                  13.6
 44190  -34980  6547733   5.7402  58.7360 2001                  12.2
 44190  -34980  6547733   5.7402  58.7360 2002                   7.4
 44190  -34980  6547733   5.7402  58.7360 2003                   9.8
