
  STNR    EAST    NORTH      LON      LAT YEAR                  RR_1
------ ------- -------- -------- -------- -------------------- -----
 44660  -32116  6576971   5.7193  58.9987 1982                   9.6
 44660  -32116  6576971   5.7193  58.9987 1983                   7.2
 44660  -32116  6576971   5.7193  58.9987 1984                  10.4
 44660  -32116  6576971   5.7193  58.9987 1985                  16.2
 44660  -32116  6576971   5.7193  58.9987 1986                   5.6
 44660  -32116  6576971   5.7193  58.9987 1987                   5.4
 44660  -32116  6576971   5.7193  58.9987 1988                  19.5
 44660  -32116  6576971   5.7193  58.9987 1989                   5.6
 44660  -32116  6576971   5.7193  58.9987 1990                   7.2
 44660  -32116  6576971   5.7193  58.9987 1991                  10.0
 44660  -32116  6576971   5.7193  58.9987 1992                  16.4
