
  STNR    EAST    NORTH      LON      LAT YEAR                  RR_1
------ ------- -------- -------- -------- -------------------- -----
 54730  132105  6801902   8.1509  61.1779 1968                   7.2
 54730  132105  6801902   8.1509  61.1779 1969                   2.8
 54730  132105  6801902   8.1509  61.1779 1970                   4.0
 54730  132105  6801902   8.1509  61.1779 1971                   3.6
 54730  132105  6801902   8.1509  61.1779 1972                   9.0
 54730  132105  6801902   8.1509  61.1779 1973                  10.4
 54730  132105  6801902   8.1509  61.1779 1974                   7.8
 54730  132105  6801902   8.1509  61.1779 1975                   7.8
 54730  132105  6801902   8.1509  61.1779 1976                   8.4
