
  STNR    EAST    NORTH      LON      LAT YEAR                  RR_1
------ ------- -------- -------- -------- -------------------- -----
 27580  228429  6563500  10.2535  59.1238 1973                   5.8
 27580  228429  6563500  10.2535  59.1238 1974                   8.2
 27580  228429  6563500  10.2535  59.1238 1975                  17.1
 27580  228429  6563500  10.2535  59.1238 1976                   8.5
 27580  228429  6563500  10.2535  59.1238 1977                  11.2
 27580  228429  6563500  10.2535  59.1238 1978                   6.8
 27580  228429  6563500  10.2535  59.1238 1979                   6.4
 27580  228429  6563500  10.2535  59.1238 1980                   8.6
 27580  228429  6563500  10.2535  59.1238 1981                  13.2
 27580  228429  6563500  10.2535  59.1238 1983                  13.4
 27580  228429  6563500  10.2535  59.1238 1985                  16.8
 27580  228429  6563500  10.2535  59.1238 1986                   8.8
 27580  228429  6563500  10.2535  59.1238 1987                   9.2
 27580  228429  6563500  10.2535  59.1238 1988                  11.8
 27580  228429  6563500  10.2535  59.1238 1989                  10.4
 27580  228429  6563500  10.2535  59.1238 1990                  12.4
 27580  228429  6563500  10.2535  59.1238 1991                   6.8
 27580  228429  6563500  10.2535  59.1238 1992                  14.4
 27580  228429  6563500  10.2535  59.1238 1993                  22.5
 27580  228429  6563500  10.2535  59.1238 1994                  11.2
 27580  228429  6563500  10.2535  59.1238 1996                  11.4
