
  STNR    EAST    NORTH      LON      LAT YEAR                  RR_1
------ ------- -------- -------- -------- -------------------- -----
 39150   91520  6466542   8.0527  58.1505 1974                   5.8
 39150   91520  6466542   8.0527  58.1505 1975                  19.2
 39150   91520  6466542   8.0527  58.1505 1976                  14.7
 39150   91520  6466542   8.0527  58.1505 1977                  12.2
 39150   91520  6466542   8.0527  58.1505 1978                   9.2
 39150   91520  6466542   8.0527  58.1505 1979                  17.8
 39150   91520  6466542   8.0527  58.1505 1980                  12.4
 39150   91520  6466542   8.0527  58.1505 1981                   9.4
 39150   91520  6466542   8.0527  58.1505 1983                   7.4
 39150   91520  6466542   8.0527  58.1505 1984                  30.7
 39150   91520  6466542   8.0527  58.1505 1985                   7.4
 39150   91520  6466542   8.0527  58.1505 1986                  12.9
 39150   91520  6466542   8.0527  58.1505 1987                  20.2
 39150   91520  6466542   8.0527  58.1505 1990                  20.3
 39150   91520  6466542   8.0527  58.1505 1991                   6.4
 39150   91520  6466542   8.0527  58.1505 1992                  14.0
 39150   91520  6466542   8.0527  58.1505 1993                   3.8
 39150   91520  6466542   8.0527  58.1505 1994                  12.6
 39150   91520  6466542   8.0527  58.1505 1995                   6.0
 39150   91520  6466542   8.0527  58.1505 1996                  32.6
 39150   91520  6466542   8.0527  58.1505 1997                  11.2
 39150   91520  6466542   8.0527  58.1505 1998                   8.0
 39150   91520  6466542   8.0527  58.1505 1999                  11.6
 39150   91520  6466542   8.0527  58.1505 2000                  14.2
 39150   91520  6466542   8.0527  58.1505 2001                  14.0
 39150   91520  6466542   8.0527  58.1505 2002                  15.0
 39150   91520  6466542   8.0527  58.1505 2003                  12.8
