
  STNR    EAST    NORTH      LON      LAT YEAR                  RR_1
------ ------- -------- -------- -------- -------------------- -----
 73490  438246  7147784  13.7167  64.4500 1967                   9.6
 73490  438246  7147784  13.7167  64.4500 1968                   2.2
 73490  438246  7147784  13.7167  64.4500 1969                   4.6
 73490  438246  7147784  13.7167  64.4500 1971                  10.8
 73490  438246  7147784  13.7167  64.4500 1972                   4.8
 73490  438246  7147784  13.7167  64.4500 1973                   5.4
 73490  438246  7147784  13.7167  64.4500 1974                  17.2
 73490  438246  7147784  13.7167  64.4500 1975                   9.9
 73490  438246  7147784  13.7167  64.4500 1976                   5.2
 73490  438246  7147784  13.7167  64.4500 1977                   4.8
 73490  438246  7147784  13.7167  64.4500 1978                   8.4
 73490  438246  7147784  13.7167  64.4500 1979                   8.3
 73490  438246  7147784  13.7167  64.4500 1980                   6.4
 73490  438246  7147784  13.7167  64.4500 1982                   3.8
