
  STNR    EAST    NORTH      LON      LAT YEAR                  RR_1
------ ------- -------- -------- -------- -------------------- -----
 62290  103398  6980852   7.2246  62.7423 1974                   5.4
 62290  103398  6980852   7.2246  62.7423 1975                   7.2
 62290  103398  6980852   7.2246  62.7423 1976                   6.4
 62290  103398  6980852   7.2246  62.7423 1977                   4.8
 62290  103398  6980852   7.2246  62.7423 1979                   6.2
 62290  103398  6980852   7.2246  62.7423 1980                   6.6
 62290  103398  6980852   7.2246  62.7423 1981                   8.8
 62290  103398  6980852   7.2246  62.7423 1982                   7.6
 62290  103398  6980852   7.2246  62.7423 1983                   9.6
 62290  103398  6980852   7.2246  62.7423 1984                   7.8
 62290  103398  6980852   7.2246  62.7423 1985                   8.2
 62290  103398  6980852   7.2246  62.7423 1986                  28.9
