
  STNR    EAST    NORTH      LON      LAT YEAR                  RR_1
------ ------- -------- -------- -------- -------------------- -----
 68190  271595  7037870  10.4258  63.3960 1974                  10.4
 68190  271595  7037870  10.4258  63.3960 1975                   7.6
 68190  271595  7037870  10.4258  63.3960 1976                   4.8
 68190  271595  7037870  10.4258  63.3960 1977                   5.8
 68190  271595  7037870  10.4258  63.3960 1978                   4.6
 68190  271595  7037870  10.4258  63.3960 1980                  12.2
 68190  271595  7037870  10.4258  63.3960 1981                   6.5
 68190  271595  7037870  10.4258  63.3960 1983                   5.6
 68190  271595  7037870  10.4258  63.3960 1984                  10.4
 68190  271595  7037870  10.4258  63.3960 1985                   8.4
