
  STNR    EAST    NORTH      LON      LAT YEAR                  RR_1
------ ------- -------- -------- -------- -------------------- -----
 44730  -31881  6561990   5.7592  58.8662 1974                   8.6
 44730  -31881  6561990   5.7592  58.8662 1975                   9.8
 44730  -31881  6561990   5.7592  58.8662 1976                  13.8
 44730  -31881  6561990   5.7592  58.8662 1977                   8.4
 44730  -31881  6561990   5.7592  58.8662 1980                  13.5
 44730  -31881  6561990   5.7592  58.8662 1981                  12.8
 44730  -31881  6561990   5.7592  58.8662 1984                   8.2
 44730  -31881  6561990   5.7592  58.8662 1985                   7.9
 44730  -31881  6561990   5.7592  58.8662 1986                   7.0
 44730  -31881  6561990   5.7592  58.8662 1987                  10.0
 44730  -31881  6561990   5.7592  58.8662 1989                  10.0
 44730  -31881  6561990   5.7592  58.8662 1990                  17.1
 44730  -31881  6561990   5.7592  58.8662 1991                  12.2
 44730  -31881  6561990   5.7592  58.8662 1992                  10.8
 44730  -31881  6561990   5.7592  58.8662 1993                   8.2
 44730  -31881  6561990   5.7592  58.8662 1994                  17.2
 44730  -31881  6561990   5.7592  58.8662 1995                   6.2
 44730  -31881  6561990   5.7592  58.8662 1996                  23.0
 44730  -31881  6561990   5.7592  58.8662 1997                   9.0
 44730  -31881  6561990   5.7592  58.8662 1998                   8.6
 44730  -31881  6561990   5.7592  58.8662 1999                   7.8
 44730  -31881  6561990   5.7592  58.8662 2000                  11.0
 44730  -31881  6561990   5.7592  58.8662 2001                   9.4
 44730  -31881  6561990   5.7592  58.8662 2002                  19.3
 44730  -31881  6561990   5.7592  58.8662 2003                  10.3
