
  STNR    EAST    NORTH      LON      LAT YEAR                  RR_1
------ ------- -------- -------- -------- -------------------- -----
 38130  124651  6484294   8.5833  58.3383 1974                   7.2
 38130  124651  6484294   8.5833  58.3383 1975                  16.5
 38130  124651  6484294   8.5833  58.3383 1976                  11.2
 38130  124651  6484294   8.5833  58.3383 1977                  10.6
 38130  124651  6484294   8.5833  58.3383 1978                  40.6
 38130  124651  6484294   8.5833  58.3383 1979                   8.2
 38130  124651  6484294   8.5833  58.3383 1980                   8.3
 38130  124651  6484294   8.5833  58.3383 1981                  25.1
 38130  124651  6484294   8.5833  58.3383 1982                   9.6
 38130  124651  6484294   8.5833  58.3383 1983                  11.4
 38130  124651  6484294   8.5833  58.3383 1984                   5.6
 38130  124651  6484294   8.5833  58.3383 1985                  15.8
 38130  124651  6484294   8.5833  58.3383 1986                  16.4
 38130  124651  6484294   8.5833  58.3383 1987                  16.4
 38130  124651  6484294   8.5833  58.3383 1988                   3.8
 38130  124651  6484294   8.5833  58.3383 1989                  14.1
 38130  124651  6484294   8.5833  58.3383 1990                  11.0
 38130  124651  6484294   8.5833  58.3383 1991                  11.2
 38130  124651  6484294   8.5833  58.3383 1992                   8.5
 38130  124651  6484294   8.5833  58.3383 1993                   8.6
 38130  124651  6484294   8.5833  58.3383 1994                  24.5
 38130  124651  6484294   8.5833  58.3383 1995                  13.6
 38130  124651  6484294   8.5833  58.3383 1996                   9.5
 38130  124651  6484294   8.5833  58.3383 1997                   9.8
