
  STNR     EAST    NORTH      LON      LAT YEAR                  RR_1
------ -------- -------- -------- -------- -------------------- -----
 56420   -32044  6836094   5.0443  61.2928 1987                 #####
 56420   -32044  6836094   5.0443  61.2928 1988                    .1
 56420   -32044  6836094   5.0443  61.2928 1989                   5.5
 56420   -32044  6836094   5.0443  61.2928 1990                 #####
 56420   -32044  6836094   5.0443  61.2928 1991                  10.6
 56420   -32044  6836094   5.0443  61.2928 1992                 #####
 56420   -32044  6836094   5.0443  61.2928 1993                 #####
 56420   -32044  6836094   5.0443  61.2928 1994                  49.8
 56420   -32044  6836094   5.0443  61.2928 1995                   8.9
 56420   -32044  6836094   5.0443  61.2928 1996                  10.5
 56420   -32044  6836094   5.0443  61.2928 1997                  13.6
 56420   -32044  6836094   5.0443  61.2928 1998                  17.2
 56420   -32044  6836094   5.0443  61.2928 1999                  80.3
 56420   -32044  6836094   5.0443  61.2928 2000                  99.6
 56420   -32044  6836094   5.0443  61.2928 2001                  93.0
 56420   -32044  6836094   5.0443  61.2928 2002                  11.8
 56420   -32044  6836094   5.0443  61.2928 2003                  15.4
 56420   -32044  6836094   5.0443  61.2928 2004                  10.1
 56420   -32044  6836094   5.0443  61.2928 2005                  12.1
 56420   -32044  6836094   5.0443  61.2928 2006                  12.8
 56420   -32044  6836094   5.0443  61.2928 2007                  11.6
 56420   -32044  6836094   5.0443  61.2928 2008                  26.8
 56420   -32044  6836094   5.0443  61.2928 2009                  11.4
 56420   -32044  6836094   5.0443  61.2928 2010                  16.4
 56420   -32044  6836094   5.0443  61.2928 2011                  13.2
 56420   -32044  6836094   5.0443  61.2928 2012                  11.5

26 rows selected.

