
  STNR     EAST    NORTH      LON      LAT YEAR                  RR_1
------ -------- -------- -------- -------- -------------------- -----
 11500   274598  6736485  10.8695  60.7002 1987                  36.9
 11500   274598  6736485  10.8695  60.7002 1988                  13.3
 11500   274598  6736485  10.8695  60.7002 1989                 #####
 11500   274598  6736485  10.8695  60.7002 1990                  77.2
 11500   274598  6736485  10.8695  60.7002 1991                   1.4
 11500   274598  6736485  10.8695  60.7002 1992                 #####
 11500   274598  6736485  10.8695  60.7002 1993                 #####
 11500   274598  6736485  10.8695  60.7002 1994                  14.7
 11500   274598  6736485  10.8695  60.7002 1995                  11.6
 11500   274598  6736485  10.8695  60.7002 1996                  11.0
 11500   274598  6736485  10.8695  60.7002 1997                  20.2
 11500   274598  6736485  10.8695  60.7002 1998                   5.6
 11500   274598  6736485  10.8695  60.7002 1999                  80.3
 11500   274598  6736485  10.8695  60.7002 2000                  11.7
 11500   274598  6736485  10.8695  60.7002 2001                  99.0
 11500   274598  6736485  10.8695  60.7002 2002                  25.5
 11500   274598  6736485  10.8695  60.7002 2003                  19.8
 11500   274598  6736485  10.8695  60.7002 2004                  21.2
 11500   274598  6736485  10.8695  60.7002 2005                  34.2
 11500   274598  6736485  10.8695  60.7002 2006                  16.7
 11500   274598  6736485  10.8695  60.7002 2007                  12.4
 11500   274598  6736485  10.8695  60.7002 2008                  20.4
 11500   274598  6736485  10.8695  60.7002 2009                  10.3
 11500   274598  6736485  10.8695  60.7002 2010                  18.2
 11500   274598  6736485  10.8695  60.7002 2011                  40.9
 11500   274598  6736485  10.8695  60.7002 2012                  42.9

26 rows selected.

