
  STNR     EAST    NORTH      LON      LAT YEAR                  RR_1
------ -------- -------- -------- -------- -------------------- -----
 53101    51509  6810572   6.6470  61.1712 1993                   2.1
 53101    51509  6810572   6.6470  61.1712 1994                  18.9
 53101    51509  6810572   6.6470  61.1712 1995                  32.3
 53101    51509  6810572   6.6470  61.1712 1996                  38.9
 53101    51509  6810572   6.6470  61.1712 1997                  39.9
 53101    51509  6810572   6.6470  61.1712 1998                  16.4
 53101    51509  6810572   6.6470  61.1712 1999                   7.9
 53101    51509  6810572   6.6470  61.1712 2000                   8.6
 53101    51509  6810572   6.6470  61.1712 2001                   8.3
 53101    51509  6810572   6.6470  61.1712 2002                  10.5
 53101    51509  6810572   6.6470  61.1712 2003                   6.1
 53101    51509  6810572   6.6470  61.1712 2004                   8.0
 53101    51509  6810572   6.6470  61.1712 2005                   9.0
 53101    51509  6810572   6.6470  61.1712 2006                   3.5

14 rows selected.

