
  STNR     EAST    NORTH      LON      LAT YEAR                  RR_1
------ -------- -------- -------- -------- -------------------- -----
   180   353846  6798632  12.2719  61.2944 1993                  17.4
   180   353846  6798632  12.2719  61.2944 1994                  39.9
   180   353846  6798632  12.2719  61.2944 1995                  14.2
   180   353846  6798632  12.2719  61.2944 1996                  17.0
   180   353846  6798632  12.2719  61.2944 1997                  13.2
   180   353846  6798632  12.2719  61.2944 1998                   6.9
   180   353846  6798632  12.2719  61.2944 1999                  10.8
   180   353846  6798632  12.2719  61.2944 2000                  26.1
   180   353846  6798632  12.2719  61.2944 2001                   9.6
   180   353846  6798632  12.2719  61.2944 2002                   3.9
   180   353846  6798632  12.2719  61.2944 2003                   8.2

11 rows selected.

