
  STNR     EAST    NORTH      LON      LAT YEAR                  RR_1
------ -------- -------- -------- -------- -------------------- -----
 17000   261507  6564358  10.8288  59.1513 1994                   6.9
 17000   261507  6564358  10.8288  59.1513 1995                  37.8
 17000   261507  6564358  10.8288  59.1513 1996                   6.4
 17000   261507  6564358  10.8288  59.1513 1997                  10.4
 17000   261507  6564358  10.8288  59.1513 1998                  11.8
 17000   261507  6564358  10.8288  59.1513 1999                   6.8
 17000   261507  6564358  10.8288  59.1513 2000                    .0
 17000   261507  6564358  10.8288  59.1513 2001                   4.4
 17000   261507  6564358  10.8288  59.1513 2002                  26.0
 17000   261507  6564358  10.8288  59.1513 2003                  35.5
 17000   261507  6564358  10.8288  59.1513 2004                  24.0
 17000   261507  6564358  10.8288  59.1513 2005                  28.5
 17000   261507  6564358  10.8288  59.1513 2006                  17.6
 17000   261507  6564358  10.8288  59.1513 2009                  13.5
 17000   261507  6564358  10.8288  59.1513 2010                   9.2
 17000   261507  6564358  10.8288  59.1513 2011                  16.4
 17000   261507  6564358  10.8288  59.1513 2012                  21.9

17 rows selected.

