
  STNR     EAST    NORTH      LON      LAT YEAR         MONTH  DAY     RR_1
------ -------- -------- -------- -------- ------------ ------ ------ -----
 64300   132627  7020442   7.7043  63.1252 1973         09     28        .2
 64300   132627  7020442   7.7043  63.1252 1973         09     29        .2
 64300   132627  7020442   7.7043  63.1252 1973         09     29        .4
 64300   132627  7020442   7.7043  63.1252 1973         09     29        .6
 64300   132627  7020442   7.7043  63.1252 1973         09     29       1.2
 64300   132627  7020442   7.7043  63.1252 1973         09     30        .2
 64300   132627  7020442   7.7043  63.1252 1973         09     30        .8
 64300   132627  7020442   7.7043  63.1252 1973         10     01        .2
 64300   132627  7020442   7.7043  63.1252 1973         10     01        .4
 64300   132627  7020442   7.7043  63.1252 1973         10     01        .8
 64300   132627  7020442   7.7043  63.1252 1973         10     02        .2
 64300   132627  7020442   7.7043  63.1252 1973         10     02        .4
 64300   132627  7020442   7.7043  63.1252 1973         10     02       1.6
 64300   132627  7020442   7.7043  63.1252 1973         10     05        .2
 64300   132627  7020442   7.7043  63.1252 1973         10     05        .4
 64300   132627  7020442   7.7043  63.1252 1973         10     07        .2
 64300   132627  7020442   7.7043  63.1252 1973         10     08        .2
 64300   132627  7020442   7.7043  63.1252 1973         10     08        .4
 64300   132627  7020442   7.7043  63.1252 1973         10     08        .6
 64300   132627  7020442   7.7043  63.1252 1973         10     08        .8
 64300   132627  7020442   7.7043  63.1252 1973         10     08       1.8
 64300   132627  7020442   7.7043  63.1252 1973         10     09        .2
 64300   132627  7020442   7.7043  63.1252 1973         10     09        .6
 64300   132627  7020442   7.7043  63.1252 1973         10     09        .8
 64300   132627  7020442   7.7043  63.1252 1973         10     09       1.2
 64300   132627  7020442   7.7043  63.1252 1973         10     10        .2
 64300   132627  7020442   7.7043  63.1252 1973         10     11        .2
 64300   132627  7020442   7.7043  63.1252 1973         10     11        .4
 64300   132627  7020442   7.7043  63.1252 1973         10     11        .6
 64300   132627  7020442   7.7043  63.1252 1973         10     11        .8
 64300   132627  7020442   7.7043  63.1252 1973         10     11       1.4
 64300   132627  7020442   7.7043  63.1252 1973         10     12        .2
 64300   132627  7020442   7.7043  63.1252 1973         10     12        .4
 64300   132627  7020442   7.7043  63.1252 1973         10     12        .6
 64300   132627  7020442   7.7043  63.1252 1973         10     12       1.0
 64300   132627  7020442   7.7043  63.1252 1973         10     12       1.2
 64300   132627  7020442   7.7043  63.1252 1973         10     12       2.0
 64300   132627  7020442   7.7043  63.1252 1973         10     13        .2
 64300   132627  7020442   7.7043  63.1252 1973         10     13        .4
 64300   132627  7020442   7.7043  63.1252 1973         10     13       1.0
 64300   132627  7020442   7.7043  63.1252 1973         10     13       1.2
 64300   132627  7020442   7.7043  63.1252 1973         10     13       1.6
 64300   132627  7020442   7.7043  63.1252 1973         10     13       2.0
 64300   132627  7020442   7.7043  63.1252 1973         10     13       2.6
 64300   132627  7020442   7.7043  63.1252 1973         10     14        .2
 64300   132627  7020442   7.7043  63.1252 1973         10     14        .4
 64300   132627  7020442   7.7043  63.1252 1973         10     14        .6
 64300   132627  7020442   7.7043  63.1252 1973         10     14        .8
 64300   132627  7020442   7.7043  63.1252 1973         10     14       1.2
 64300   132627  7020442   7.7043  63.1252 1973         10     14       1.4
 64300   132627  7020442   7.7043  63.1252 1973         10     14       1.8
 64300   132627  7020442   7.7043  63.1252 1973         10     15        .2
 64300   132627  7020442   7.7043  63.1252 1973         10     15        .4
 64300   132627  7020442   7.7043  63.1252 1973         10     15        .6
