
  STNR     EAST    NORTH      LON      LAT YEAR         MONTH  DAY     RR_1
------ -------- -------- -------- -------- ------------ ------ ------ -----
 17260   255652  6598006  10.6887  59.4493 1973         08     30        .2
 17260   255652  6598006  10.6887  59.4493 1973         08     30        .6
 17260   255652  6598006  10.6887  59.4493 1973         08     30        .8
 17260   255652  6598006  10.6887  59.4493 1973         08     30       1.0
 17260   255652  6598006  10.6887  59.4493 1973         08     31       2.2
 17260   255652  6598006  10.6887  59.4493 1973         09     01        .6
 17260   255652  6598006  10.6887  59.4493 1973         09     01       1.0
 17260   255652  6598006  10.6887  59.4493 1973         09     01       1.2
 17260   255652  6598006  10.6887  59.4493 1973         09     01       1.6
 17260   255652  6598006  10.6887  59.4493 1973         09     02        .2
 17260   255652  6598006  10.6887  59.4493 1973         09     05        .2
 17260   255652  6598006  10.6887  59.4493 1973         09     19        .2
 17260   255652  6598006  10.6887  59.4493 1973         09     20        .2
 17260   255652  6598006  10.6887  59.4493 1973         09     20        .4
 17260   255652  6598006  10.6887  59.4493 1973         09     20        .6
 17260   255652  6598006  10.6887  59.4493 1973         09     20        .8
 17260   255652  6598006  10.6887  59.4493 1973         09     20       1.4
 17260   255652  6598006  10.6887  59.4493 1973         09     22        .2
 17260   255652  6598006  10.6887  59.4493 1973         09     22        .8
 17260   255652  6598006  10.6887  59.4493 1973         09     22       1.0
 17260   255652  6598006  10.6887  59.4493 1973         09     22       1.2
 17260   255652  6598006  10.6887  59.4493 1973         09     22       1.4
 17260   255652  6598006  10.6887  59.4493 1973         09     22       1.8
 17260   255652  6598006  10.6887  59.4493 1973         09     22       2.0
 17260   255652  6598006  10.6887  59.4493 1973         09     23        .2
 17260   255652  6598006  10.6887  59.4493 1973         09     23        .4
 17260   255652  6598006  10.6887  59.4493 1973         09     23        .6
 17260   255652  6598006  10.6887  59.4493 1973         09     23       1.0
 17260   255652  6598006  10.6887  59.4493 1973         09     23       1.2
 17260   255652  6598006  10.6887  59.4493 1973         09     23       1.4
 17260   255652  6598006  10.6887  59.4493 1973         09     23       1.6
 17260   255652  6598006  10.6887  59.4493 1973         09     23       2.0
 17260   255652  6598006  10.6887  59.4493 1973         09     23       2.4
 17260   255652  6598006  10.6887  59.4493 1973         09     23       2.6
 17260   255652  6598006  10.6887  59.4493 1973         09     23       9.2
 17260   255652  6598006  10.6887  59.4493 1973         09     24        .8
 17260   255652  6598006  10.6887  59.4493 1973         09     24       1.0
 17260   255652  6598006  10.6887  59.4493 1973         09     24       2.2
 17260   255652  6598006  10.6887  59.4493 1973         09     28        .2
 17260   255652  6598006  10.6887  59.4493 1973         09     28        .4
 17260   255652  6598006  10.6887  59.4493 1973         09     28        .6
 17260   255652  6598006  10.6887  59.4493 1973         09     28       1.0
 17260   255652  6598006  10.6887  59.4493 1973         09     28       1.2
 17260   255652  6598006  10.6887  59.4493 1973         09     28       1.4
 17260   255652  6598006  10.6887  59.4493 1973         09     28       1.6
 17260   255652  6598006  10.6887  59.4493 1973         09     28       1.8
 17260   255652  6598006  10.6887  59.4493 1973         09     28       2.0
 17260   255652  6598006  10.6887  59.4493 1973         09     28       2.2
 17260   255652  6598006  10.6887  59.4493 1973         09     28       2.4
 17260   255652  6598006  10.6887  59.4493 1973         09     28       3.2
 17260   255652  6598006  10.6887  59.4493 1973         09     28       3.8
 17260   255652  6598006  10.6887  59.4493 1973         09     29        .2
 17260   255652  6598006  10.6887  59.4493 1973         09     29        .4
 17260   255652  6598006  10.6887  59.4493 1973         09     29        .6
 17260   255652  6598006  10.6887  59.4493 1973         09     29       1.2
 17260   255652  6598006  10.6887  59.4493 1973         09     30        .4
 17260   255652  6598006  10.6887  59.4493 1973         10     01        .2
 17260   255652  6598006  10.6887  59.4493 1973         10     02        .4
 17260   255652  6598006  10.6887  59.4493 1973         10     03        .2
 17260   255652  6598006  10.6887  59.4493 1973         10     05        .2
 17260   255652  6598006  10.6887  59.4493 1973         10     06        .2
 17260   255652  6598006  10.6887  59.4493 1973         10     08        .2
 17260   255652  6598006  10.6887  59.4493 1973         10     08        .6
 17260   255652  6598006  10.6887  59.4493 1973         10     10        .2
 17260   255652  6598006  10.6887  59.4493 1973         10     10        .4
 17260   255652  6598006  10.6887  59.4493 1973         10     12        .2
 17260   255652  6598006  10.6887  59.4493 1973         10     16        .2
 17260   255652  6598006  10.6887  59.4493 1973         10     17        .2
 17260   255652  6598006  10.6887  59.4493 1973         10     18        .2
 17260   255652  6598006  10.6887  59.4493 1973         10     24        .2
 17260   255652  6598006  10.6887  59.4493 1973         10     24        .4
 17260   255652  6598006  10.6887  59.4493 1973         10     24        .6
 17260   255652  6598006  10.6887  59.4493 1973         10     24       1.6
 17260   255652  6598006  10.6887  59.4493 1973         10     25        .2
 17260   255652  6598006  10.6887  59.4493 1973         10     29        .2
 17260   255652  6598006  10.6887  59.4493 1973         10     30        .2
 17260   255652  6598006  10.6887  59.4493 1973         11     03        .4
 17260   255652  6598006  10.6887  59.4493 1973         11     05        .4
 17260   255652  6598006  10.6887  59.4493 1973         11     05        .6
 17260   255652  6598006  10.6887  59.4493 1973         11     05        .8
 17260   255652  6598006  10.6887  59.4493 1973         11     05       1.4
 17260   255652  6598006  10.6887  59.4493 1973         11     05       2.4
 17260   255652  6598006  10.6887  59.4493 1973         11     05       3.0
 17260   255652  6598006  10.6887  59.4493 1973         11     05       3.8
 17260   255652  6598006  10.6887  59.4493 1973         11     06        .2
 17260   255652  6598006  10.6887  59.4493 1973         11     06        .6
 17260   255652  6598006  10.6887  59.4493 1973         11     07        .2
 17260   255652  6598006  10.6887  59.4493 1973         11     07        .6
 17260   255652  6598006  10.6887  59.4493 1973         11     08        .2
 17260   255652  6598006  10.6887  59.4493 1973         11     08        .8
 17260   255652  6598006  10.6887  59.4493 1973         11     12        .4
 17260   255652  6598006  10.6887  59.4493 1973         11     12       2.8
 17260   255652  6598006  10.6887  59.4493 1973         11     12       5.0
 17260   255652  6598006  10.6887  59.4493 1973         11     13        .2
 17260   255652  6598006  10.6887  59.4493 1973         11     13        .4
 17260   255652  6598006  10.6887  59.4493 1973         11     14        .2
 17260   255652  6598006  10.6887  59.4493 1974         05     05        .2
 17260   255652  6598006  10.6887  59.4493 1974         05     05        .4
 17260   255652  6598006  10.6887  59.4493 1974         05     21        .2
 17260   255652  6598006  10.6887  59.4493 1974         05     21        .4
 17260   255652  6598006  10.6887  59.4493 1974         05     21        .6
 17260   255652  6598006  10.6887  59.4493 1974         05     21       1.0
 17260   255652  6598006  10.6887  59.4493 1974         05     21       1.4
 17260   255652  6598006  10.6887  59.4493 1974         05     23        .4
 17260   255652  6598006  10.6887  59.4493 1974         05     26        .2
 17260   255652  6598006  10.6887  59.4493 1974         05     27       1.2
 17260   255652  6598006  10.6887  59.4493 1974         05     27       2.4
 17260   255652  6598006  10.6887  59.4493 1974         05     28        .2
 17260   255652  6598006  10.6887  59.4493 1974         05     28       1.2
 17260   255652  6598006  10.6887  59.4493 1974         05     28       1.4
