
  STNR     EAST    NORTH      LON      LAT YEAR         MONTH  DAY     RR_1
------ -------- -------- -------- -------- ------------ ------ ------ -----
 32100   169240  6597809   9.1723  59.3885 1967         05     19        .2
 32100   169240  6597809   9.1723  59.3885 1967         05     19        .4
 32100   169240  6597809   9.1723  59.3885 1967         05     20        .2
 32100   169240  6597809   9.1723  59.3885 1967         05     20        .8
 32100   169240  6597809   9.1723  59.3885 1967         05     20       1.0
 32100   169240  6597809   9.1723  59.3885 1967         05     20       4.2
 32100   169240  6597809   9.1723  59.3885 1967         05     21        .2
 32100   169240  6597809   9.1723  59.3885 1967         05     22        .2
 32100   169240  6597809   9.1723  59.3885 1967         05     22        .4
 32100   169240  6597809   9.1723  59.3885 1967         05     22        .8
 32100   169240  6597809   9.1723  59.3885 1967         05     23        .2
 32100   169240  6597809   9.1723  59.3885 1967         05     23        .8
 32100   169240  6597809   9.1723  59.3885 1967         05     23       1.0
 32100   169240  6597809   9.1723  59.3885 1967         05     23       1.2
 32100   169240  6597809   9.1723  59.3885 1967         05     24        .2
 32100   169240  6597809   9.1723  59.3885 1967         05     25        .2
 32100   169240  6597809   9.1723  59.3885 1967         05     25        .4
 32100   169240  6597809   9.1723  59.3885 1967         05     26        .4
 32100   169240  6597809   9.1723  59.3885 1967         05     26        .8
 32100   169240  6597809   9.1723  59.3885 1967         05     26       1.8
 32100   169240  6597809   9.1723  59.3885 1967         05     26       2.2
 32100   169240  6597809   9.1723  59.3885 1967         05     26       2.4
 32100   169240  6597809   9.1723  59.3885 1967         05     27        .2
 32100   169240  6597809   9.1723  59.3885 1967         05     27        .6
 32100   169240  6597809   9.1723  59.3885 1967         05     27        .8
 32100   169240  6597809   9.1723  59.3885 1967         05     30        .2
 32100   169240  6597809   9.1723  59.3885 1967         06     02       1.6
 32100   169240  6597809   9.1723  59.3885 1967         06     02       5.8
 32100   169240  6597809   9.1723  59.3885 1967         06     02       6.2
 32100   169240  6597809   9.1723  59.3885 1967         06     03        .2
 32100   169240  6597809   9.1723  59.3885 1967         06     04        .2
 32100   169240  6597809   9.1723  59.3885 1967         06     04        .4
 32100   169240  6597809   9.1723  59.3885 1967         06     04        .6
 32100   169240  6597809   9.1723  59.3885 1967         06     06        .2
 32100   169240  6597809   9.1723  59.3885 1967         06     07        .2
 32100   169240  6597809   9.1723  59.3885 1967         06     07        .4
 32100   169240  6597809   9.1723  59.3885 1967         06     07        .6
 32100   169240  6597809   9.1723  59.3885 1967         06     07       1.4
 32100   169240  6597809   9.1723  59.3885 1967         06     07       1.6
 32100   169240  6597809   9.1723  59.3885 1967         06     08        .2
 32100   169240  6597809   9.1723  59.3885 1967         06     08       1.2
 32100   169240  6597809   9.1723  59.3885 1967         06     09        .2
 32100   169240  6597809   9.1723  59.3885 1967         06     10        .2
 32100   169240  6597809   9.1723  59.3885 1967         06     16        .2
 32100   169240  6597809   9.1723  59.3885 1967         06     17        .2
 32100   169240  6597809   9.1723  59.3885 1967         06     17        .4
 32100   169240  6597809   9.1723  59.3885 1967         06     18        .2
 32100   169240  6597809   9.1723  59.3885 1967         06     19        .2
 32100   169240  6597809   9.1723  59.3885 1967         06     19        .4
 32100   169240  6597809   9.1723  59.3885 1967         06     19        .6
 32100   169240  6597809   9.1723  59.3885 1967         06     20        .2
 32100   169240  6597809   9.1723  59.3885 1967         06     20        .4
 32100   169240  6597809   9.1723  59.3885 1967         06     21        .2
 32100   169240  6597809   9.1723  59.3885 1967         06     21       1.4
 32100   169240  6597809   9.1723  59.3885 1967         06     21       1.6
 32100   169240  6597809   9.1723  59.3885 1967         06     22        .2
 32100   169240  6597809   9.1723  59.3885 1967         06     22        .4
 32100   169240  6597809   9.1723  59.3885 1967         06     22       2.4
 32100   169240  6597809   9.1723  59.3885 1967         06     23        .2
 32100   169240  6597809   9.1723  59.3885 1967         06     23        .4
 32100   169240  6597809   9.1723  59.3885 1967         06     23        .8
 32100   169240  6597809   9.1723  59.3885 1967         06     23       1.2
 32100   169240  6597809   9.1723  59.3885 1967         06     23       1.6
 32100   169240  6597809   9.1723  59.3885 1967         06     23       2.4
 32100   169240  6597809   9.1723  59.3885 1967         06     24        .2
 32100   169240  6597809   9.1723  59.3885 1967         06     25        .2
 32100   169240  6597809   9.1723  59.3885 1967         06     25        .4
 32100   169240  6597809   9.1723  59.3885 1967         06     26        .2
 32100   169240  6597809   9.1723  59.3885 1967         06     26        .4
 32100   169240  6597809   9.1723  59.3885 1967         06     26       1.8
 32100   169240  6597809   9.1723  59.3885 1967         06     26       2.2
 32100   169240  6597809   9.1723  59.3885 1967         06     26       3.6
 32100   169240  6597809   9.1723  59.3885 1967         06     26       5.0
 32100   169240  6597809   9.1723  59.3885 1967         06     27        .2
 32100   169240  6597809   9.1723  59.3885 1967         06     29        .2
 32100   169240  6597809   9.1723  59.3885 1967         06     29        .4
 32100   169240  6597809   9.1723  59.3885 1967         06     29        .8
 32100   169240  6597809   9.1723  59.3885 1967         06     29       1.8
 32100   169240  6597809   9.1723  59.3885 1967         06     30        .2
 32100   169240  6597809   9.1723  59.3885 1967         07     01        .2
 32100   169240  6597809   9.1723  59.3885 1967         07     02        .2
 32100   169240  6597809   9.1723  59.3885 1967         07     03        .2
 32100   169240  6597809   9.1723  59.3885 1967         07     05        .2
 32100   169240  6597809   9.1723  59.3885 1967         07     06        .2
 32100   169240  6597809   9.1723  59.3885 1967         07     11        .2
 32100   169240  6597809   9.1723  59.3885 1967         07     13        .2
 32100   169240  6597809   9.1723  59.3885 1967         07     14        .2
 32100   169240  6597809   9.1723  59.3885 1967         07     14        .4
 32100   169240  6597809   9.1723  59.3885 1967         07     15        .2
 32100   169240  6597809   9.1723  59.3885 1967         07     17        .2
 32100   169240  6597809   9.1723  59.3885 1967         07     18        .2
 32100   169240  6597809   9.1723  59.3885 1967         07     19        .2
 32100   169240  6597809   9.1723  59.3885 1967         07     19       2.4
 32100   169240  6597809   9.1723  59.3885 1967         07     19       6.0
 32100   169240  6597809   9.1723  59.3885 1967         07     20        .2
 32100   169240  6597809   9.1723  59.3885 1967         07     20       1.8
 32100   169240  6597809   9.1723  59.3885 1967         07     20       3.8
 32100   169240  6597809   9.1723  59.3885 1967         07     23        .2
 32100   169240  6597809   9.1723  59.3885 1967         07     25        .2
 32100   169240  6597809   9.1723  59.3885 1967         07     25        .4
 32100   169240  6597809   9.1723  59.3885 1967         07     28        .2
 32100   169240  6597809   9.1723  59.3885 1967         07     28        .4
 32100   169240  6597809   9.1723  59.3885 1967         07     28        .6
 32100   169240  6597809   9.1723  59.3885 1967         07     30        .2
 32100   169240  6597809   9.1723  59.3885 1967         07     30        .4
 32100   169240  6597809   9.1723  59.3885 1967         07     30        .8
 32100   169240  6597809   9.1723  59.3885 1967         07     30       2.0
 32100   169240  6597809   9.1723  59.3885 1967         07     31        .2
 32100   169240  6597809   9.1723  59.3885 1967         07     31       1.0
 32100   169240  6597809   9.1723  59.3885 1967         07     31       1.2
 32100   169240  6597809   9.1723  59.3885 1967         07     31       1.6
 32100   169240  6597809   9.1723  59.3885 1967         07     31       2.8
 32100   169240  6597809   9.1723  59.3885 1967         08     01        .2
 32100   169240  6597809   9.1723  59.3885 1967         08     02        .2
 32100   169240  6597809   9.1723  59.3885 1967         08     02       1.6
 32100   169240  6597809   9.1723  59.3885 1967         08     03        .2
 32100   169240  6597809   9.1723  59.3885 1967         08     03        .4
 32100   169240  6597809   9.1723  59.3885 1967         08     03       1.0
 32100   169240  6597809   9.1723  59.3885 1967         08     03       1.2
 32100   169240  6597809   9.1723  59.3885 1967         08     03       1.6
 32100   169240  6597809   9.1723  59.3885 1967         08     03       3.0
 32100   169240  6597809   9.1723  59.3885 1967         08     05        .2
 32100   169240  6597809   9.1723  59.3885 1967         08     06        .2
 32100   169240  6597809   9.1723  59.3885 1967         08     10        .2
 32100   169240  6597809   9.1723  59.3885 1967         08     10        .4
 32100   169240  6597809   9.1723  59.3885 1967         08     10       2.0
 32100   169240  6597809   9.1723  59.3885 1967         08     11        .2
