
  STNR     EAST    NORTH      LON      LAT YEAR         MONTH  DAY     RR_1
------ -------- -------- -------- -------- ------------ ------ ------ -----
 44730   -31881  6561990   5.7592  58.8662 1974         07     02        .2
 44730   -31881  6561990   5.7592  58.8662 1974         07     02       1.0
 44730   -31881  6561990   5.7592  58.8662 1974         07     02       1.8
 44730   -31881  6561990   5.7592  58.8662 1974         07     03        .2
 44730   -31881  6561990   5.7592  58.8662 1974         07     03        .6
 44730   -31881  6561990   5.7592  58.8662 1974         07     03       1.0
 44730   -31881  6561990   5.7592  58.8662 1974         07     03       1.2
 44730   -31881  6561990   5.7592  58.8662 1974         07     03       3.2
 44730   -31881  6561990   5.7592  58.8662 1974         07     03       3.8
 44730   -31881  6561990   5.7592  58.8662 1974         07     03       4.4
 44730   -31881  6561990   5.7592  58.8662 1974         07     04        .2
 44730   -31881  6561990   5.7592  58.8662 1974         07     04        .4
 44730   -31881  6561990   5.7592  58.8662 1974         07     04        .6
 44730   -31881  6561990   5.7592  58.8662 1974         07     04        .8
 44730   -31881  6561990   5.7592  58.8662 1974         07     04       1.0
 44730   -31881  6561990   5.7592  58.8662 1974         07     09        .2
 44730   -31881  6561990   5.7592  58.8662 1974         07     09        .4
 44730   -31881  6561990   5.7592  58.8662 1974         07     09        .6
 44730   -31881  6561990   5.7592  58.8662 1974         07     09       1.2
 44730   -31881  6561990   5.7592  58.8662 1974         07     10        .2
 44730   -31881  6561990   5.7592  58.8662 1974         07     10        .6
 44730   -31881  6561990   5.7592  58.8662 1974         07     10        .8
 44730   -31881  6561990   5.7592  58.8662 1974         07     10       1.6
 44730   -31881  6561990   5.7592  58.8662 1974         07     10       1.8
 44730   -31881  6561990   5.7592  58.8662 1974         07     10       3.6
 44730   -31881  6561990   5.7592  58.8662 1974         07     10       4.2
 44730   -31881  6561990   5.7592  58.8662 1974         07     11        .2
 44730   -31881  6561990   5.7592  58.8662 1974         07     11        .4
 44730   -31881  6561990   5.7592  58.8662 1974         07     11        .8
 44730   -31881  6561990   5.7592  58.8662 1974         07     11       2.6
 44730   -31881  6561990   5.7592  58.8662 1974         07     12        .2
 44730   -31881  6561990   5.7592  58.8662 1974         07     12        .4
 44730   -31881  6561990   5.7592  58.8662 1974         07     12        .6
 44730   -31881  6561990   5.7592  58.8662 1974         07     12        .8
 44730   -31881  6561990   5.7592  58.8662 1974         07     12       1.0
 44730   -31881  6561990   5.7592  58.8662 1974         07     12       8.6
 44730   -31881  6561990   5.7592  58.8662 1974         07     13        .2
 44730   -31881  6561990   5.7592  58.8662 1974         07     15        .2
 44730   -31881  6561990   5.7592  58.8662 1974         07     15        .4
 44730   -31881  6561990   5.7592  58.8662 1974         07     15       1.2
 44730   -31881  6561990   5.7592  58.8662 1974         07     16        .2
 44730   -31881  6561990   5.7592  58.8662 1974         07     16        .4
