
  STNR     EAST    NORTH      LON      LAT YEAR         MONTH  DAY     RR_1
------ -------- -------- -------- -------- ------------ ------ ------ -----
 18270   273036  6654680  10.9333  59.9667 1974         05     04        .2
 18270   273036  6654680  10.9333  59.9667 1974         05     04        .4
 18270   273036  6654680  10.9333  59.9667 1974         05     04        .6
 18270   273036  6654680  10.9333  59.9667 1974         05     04        .8
 18270   273036  6654680  10.9333  59.9667 1974         05     04       1.0
 18270   273036  6654680  10.9333  59.9667 1974         05     21        .2
 18270   273036  6654680  10.9333  59.9667 1974         05     21        .4
 18270   273036  6654680  10.9333  59.9667 1974         05     21        .8
 18270   273036  6654680  10.9333  59.9667 1974         05     21       1.2
 18270   273036  6654680  10.9333  59.9667 1974         05     22        .2
 18270   273036  6654680  10.9333  59.9667 1974         05     22        .4
 18270   273036  6654680  10.9333  59.9667 1974         05     26        .8
 18270   273036  6654680  10.9333  59.9667 1974         05     28        .8
 18270   273036  6654680  10.9333  59.9667 1974         05     28       1.6
 18270   273036  6654680  10.9333  59.9667 1974         05     28       2.8
 18270   273036  6654680  10.9333  59.9667 1974         05     29        .4
 18270   273036  6654680  10.9333  59.9667 1974         05     29        .8
 18270   273036  6654680  10.9333  59.9667 1974         05     29       2.2
 18270   273036  6654680  10.9333  59.9667 1974         05     29       3.0
 18270   273036  6654680  10.9333  59.9667 1974         06     02        .2
 18270   273036  6654680  10.9333  59.9667 1974         06     02        .4
 18270   273036  6654680  10.9333  59.9667 1974         06     02        .6
 18270   273036  6654680  10.9333  59.9667 1974         06     02        .8
 18270   273036  6654680  10.9333  59.9667 1974         06     02       1.0
 18270   273036  6654680  10.9333  59.9667 1974         06     06        .2
 18270   273036  6654680  10.9333  59.9667 1974         06     06        .4
 18270   273036  6654680  10.9333  59.9667 1974         06     06        .6
 18270   273036  6654680  10.9333  59.9667 1974         06     06        .8
 18270   273036  6654680  10.9333  59.9667 1974         06     06       1.6
 18270   273036  6654680  10.9333  59.9667 1974         06     06       2.0
 18270   273036  6654680  10.9333  59.9667 1974         06     06       2.4
 18270   273036  6654680  10.9333  59.9667 1974         06     07        .2
 18270   273036  6654680  10.9333  59.9667 1974         06     07        .4
 18270   273036  6654680  10.9333  59.9667 1974         06     07        .6
 18270   273036  6654680  10.9333  59.9667 1974         06     07        .8
 18270   273036  6654680  10.9333  59.9667 1974         06     07       1.0
 18270   273036  6654680  10.9333  59.9667 1974         06     07       2.2
 18270   273036  6654680  10.9333  59.9667 1974         06     07       5.6
 18270   273036  6654680  10.9333  59.9667 1974         06     08        .2
 18270   273036  6654680  10.9333  59.9667 1974         06     08       1.0
 18270   273036  6654680  10.9333  59.9667 1974         06     08       1.4
 18270   273036  6654680  10.9333  59.9667 1974         06     08       5.0
 18270   273036  6654680  10.9333  59.9667 1974         06     09       7.8
 18270   273036  6654680  10.9333  59.9667 1974         06     11        .2
 18270   273036  6654680  10.9333  59.9667 1974         06     11        .8
 18270   273036  6654680  10.9333  59.9667 1974         06     11       1.0
 18270   273036  6654680  10.9333  59.9667 1974         06     11       1.2
 18270   273036  6654680  10.9333  59.9667 1974         06     11       1.4
 18270   273036  6654680  10.9333  59.9667 1974         06     19        .4
 18270   273036  6654680  10.9333  59.9667 1974         06     19        .6
 18270   273036  6654680  10.9333  59.9667 1974         06     19       2.8
 18270   273036  6654680  10.9333  59.9667 1974         06     20        .2
 18270   273036  6654680  10.9333  59.9667 1974         06     20        .6
 18270   273036  6654680  10.9333  59.9667 1974         06     22       4.6
 18270   273036  6654680  10.9333  59.9667 1974         06     26        .2
 18270   273036  6654680  10.9333  59.9667 1974         06     26        .4
 18270   273036  6654680  10.9333  59.9667 1974         06     26        .8
 18270   273036  6654680  10.9333  59.9667 1974         06     26       1.6
 18270   273036  6654680  10.9333  59.9667 1974         06     26       2.6
 18270   273036  6654680  10.9333  59.9667 1974         07     02       1.6
 18270   273036  6654680  10.9333  59.9667 1974         07     03        .8
 18270   273036  6654680  10.9333  59.9667 1974         07     03       1.2
 18270   273036  6654680  10.9333  59.9667 1974         07     03       1.8
 18270   273036  6654680  10.9333  59.9667 1974         07     03       2.0
 18270   273036  6654680  10.9333  59.9667 1974         07     03       3.4
 18270   273036  6654680  10.9333  59.9667 1974         07     04        .2
 18270   273036  6654680  10.9333  59.9667 1974         07     04        .4
