
  STNR     EAST    NORTH      LON      LAT YEAR         MONTH  DAY     RR_1
------ -------- -------- -------- -------- ------------ ------ ------ -----
  4781   282365  6678855  11.0743  60.1883 1967         05     12        .0
  4781   282365  6678855  11.0743  60.1883 1967         05     12        .2
  4781   282365  6678855  11.0743  60.1883 1967         05     12        .4
  4781   282365  6678855  11.0743  60.1883 1967         05     12       1.2
  4781   282365  6678855  11.0743  60.1883 1967         05     13        .0
  4781   282365  6678855  11.0743  60.1883 1967         05     13        .2
  4781   282365  6678855  11.0743  60.1883 1967         05     13        .4
  4781   282365  6678855  11.0743  60.1883 1967         05     13        .8
  4781   282365  6678855  11.0743  60.1883 1967         05     14        .0
  4781   282365  6678855  11.0743  60.1883 1967         05     14        .2
  4781   282365  6678855  11.0743  60.1883 1967         05     14        .4
  4781   282365  6678855  11.0743  60.1883 1967         05     14        .6
  4781   282365  6678855  11.0743  60.1883 1967         05     14        .8
  4781   282365  6678855  11.0743  60.1883 1967         05     14       1.0
  4781   282365  6678855  11.0743  60.1883 1967         05     14       1.6
  4781   282365  6678855  11.0743  60.1883 1967         05     14       2.0
  4781   282365  6678855  11.0743  60.1883 1967         05     14       2.8
  4781   282365  6678855  11.0743  60.1883 1967         05     14       3.8
  4781   282365  6678855  11.0743  60.1883 1967         05     16        .2
  4781   282365  6678855  11.0743  60.1883 1967         05     16        .4
  4781   282365  6678855  11.0743  60.1883 1967         05     16        .8
  4781   282365  6678855  11.0743  60.1883 1967         05     16       1.0
  4781   282365  6678855  11.0743  60.1883 1967         05     16       1.2
  4781   282365  6678855  11.0743  60.1883 1967         05     17        .0
  4781   282365  6678855  11.0743  60.1883 1967         05     17        .2
  4781   282365  6678855  11.0743  60.1883 1967         05     18        .0
  4781   282365  6678855  11.0743  60.1883 1967         05     18        .2
  4781   282365  6678855  11.0743  60.1883 1967         05     18        .4
  4781   282365  6678855  11.0743  60.1883 1967         05     18        .6
  4781   282365  6678855  11.0743  60.1883 1967         05     18       1.0
  4781   282365  6678855  11.0743  60.1883 1967         05     18       1.2
  4781   282365  6678855  11.0743  60.1883 1967         05     18       1.6
  4781   282365  6678855  11.0743  60.1883 1967         05     19        .4
  4781   282365  6678855  11.0743  60.1883 1967         05     19        .6
  4781   282365  6678855  11.0743  60.1883 1967         05     20        .0
  4781   282365  6678855  11.0743  60.1883 1967         05     20        .2
  4781   282365  6678855  11.0743  60.1883 1967         05     20        .6
  4781   282365  6678855  11.0743  60.1883 1967         05     20        .8
  4781   282365  6678855  11.0743  60.1883 1967         05     20       1.4
  4781   282365  6678855  11.0743  60.1883 1967         05     20       2.0
  4781   282365  6678855  11.0743  60.1883 1967         05     20       2.4
  4781   282365  6678855  11.0743  60.1883 1967         05     21        .0
  4781   282365  6678855  11.0743  60.1883 1967         05     21        .2
  4781   282365  6678855  11.0743  60.1883 1967         05     21        .4
  4781   282365  6678855  11.0743  60.1883 1967         05     21        .8
  4781   282365  6678855  11.0743  60.1883 1967         05     21       1.0
  4781   282365  6678855  11.0743  60.1883 1967         05     21       1.2
  4781   282365  6678855  11.0743  60.1883 1967         05     22        .0
  4781   282365  6678855  11.0743  60.1883 1967         05     22        .2
  4781   282365  6678855  11.0743  60.1883 1967         05     22       1.4
  4781   282365  6678855  11.0743  60.1883 1967         05     24        .0
  4781   282365  6678855  11.0743  60.1883 1967         05     24        .2
  4781   282365  6678855  11.0743  60.1883 1967         05     24        .4
  4781   282365  6678855  11.0743  60.1883 1967         05     24        .8
  4781   282365  6678855  11.0743  60.1883 1967         05     24       1.0
  4781   282365  6678855  11.0743  60.1883 1967         05     24       1.2
  4781   282365  6678855  11.0743  60.1883 1967         05     24       1.4
  4781   282365  6678855  11.0743  60.1883 1967         05     24       1.6
  4781   282365  6678855  11.0743  60.1883 1967         05     24       2.6
  4781   282365  6678855  11.0743  60.1883 1967         05     26        .0
  4781   282365  6678855  11.0743  60.1883 1967         05     26        .2
