
  STNR     EAST    NORTH      LON      LAT YEAR         MONTH  DAY     RR_1
------ -------- -------- -------- -------- ------------ ------ ------ -----
 97250   908546  7741699  25.4817  69.4683 1968         08     06        .2
 97250   908546  7741699  25.4817  69.4683 1968         08     07        .2
 97250   908546  7741699  25.4817  69.4683 1968         08     08        .2
 97250   908546  7741699  25.4817  69.4683 1968         08     09        .2
 97250   908546  7741699  25.4817  69.4683 1968         08     10        .2
 97250   908546  7741699  25.4817  69.4683 1968         08     10       1.0
 97250   908546  7741699  25.4817  69.4683 1968         08     10       1.8
 97250   908546  7741699  25.4817  69.4683 1968         08     11        .2
 97250   908546  7741699  25.4817  69.4683 1968         08     12        .4
 97250   908546  7741699  25.4817  69.4683 1968         08     14        .2
 97250   908546  7741699  25.4817  69.4683 1968         08     14        .6
 97250   908546  7741699  25.4817  69.4683 1968         08     14        .8
 97250   908546  7741699  25.4817  69.4683 1968         08     14       1.2
 97250   908546  7741699  25.4817  69.4683 1968         08     14       1.4
 97250   908546  7741699  25.4817  69.4683 1968         08     14       2.0
 97250   908546  7741699  25.4817  69.4683 1968         08     15        .2
 97250   908546  7741699  25.4817  69.4683 1968         08     16        .2
 97250   908546  7741699  25.4817  69.4683 1968         08     16        .4
 97250   908546  7741699  25.4817  69.4683 1968         08     16        .6
 97250   908546  7741699  25.4817  69.4683 1968         08     17        .2
 97250   908546  7741699  25.4817  69.4683 1968         08     17        .8
 97250   908546  7741699  25.4817  69.4683 1968         08     17       1.4
 97250   908546  7741699  25.4817  69.4683 1968         08     17       3.4
 97250   908546  7741699  25.4817  69.4683 1968         08     18        .2
 97250   908546  7741699  25.4817  69.4683 1968         08     18       5.2
 97250   908546  7741699  25.4817  69.4683 1968         08     21       1.4
 97250   908546  7741699  25.4817  69.4683 1968         08     21       2.0
 97250   908546  7741699  25.4817  69.4683 1968         08     21       2.2
 97250   908546  7741699  25.4817  69.4683 1968         08     21       2.8
 97250   908546  7741699  25.4817  69.4683 1968         08     21       3.6
 97250   908546  7741699  25.4817  69.4683 1968         08     26        .2
 97250   908546  7741699  25.4817  69.4683 1968         08     27        .2
 97250   908546  7741699  25.4817  69.4683 1968         08     27       1.0
 97250   908546  7741699  25.4817  69.4683 1968         08     27       2.4
 97250   908546  7741699  25.4817  69.4683 1968         08     28        .2
 97250   908546  7741699  25.4817  69.4683 1968         08     28        .4
 97250   908546  7741699  25.4817  69.4683 1968         08     28        .6
 97250   908546  7741699  25.4817  69.4683 1968         09     05        .2
