
  STNR     EAST    NORTH      LON      LAT YEAR                 MONTH  DAY    TIME    RR_1
------ -------- -------- -------- -------- -------------------- ------ ------ ------ -----
   200   352818  6802244  12.2499  61.3264 1967                 06     01     02       4.4
   200   352818  6802244  12.2499  61.3264 1967                 06     01     04       5.2
   200   352818  6802244  12.2499  61.3264 1967                 06     01     22       7.8
   200   352818  6802244  12.2499  61.3264 1967                 07     09     13       7.0
   200   352818  6802244  12.2499  61.3264 1967                 07     21     12       9.5
   200   352818  6802244  12.2499  61.3264 1967                 07     27     01       7.0
   200   352818  6802244  12.2499  61.3264 1967                 08     03     16       8.0
   200   352818  6802244  12.2499  61.3264 1967                 08     03     17      10.8
   200   352818  6802244  12.2499  61.3264 1967                 08     15     11       7.2
   200   352818  6802244  12.2499  61.3264 1967                 09     30     18       6.2
   200   352818  6802244  12.2499  61.3264 1968                 06     06     08       6.2
   200   352818  6802244  12.2499  61.3264 1968                 06     24     14       4.6
   200   352818  6802244  12.2499  61.3264 1968                 06     28     04       3.4
   200   352818  6802244  12.2499  61.3264 1968                 06     28     05       3.2
   200   352818  6802244  12.2499  61.3264 1968                 06     28     08       4.0
   200   352818  6802244  12.2499  61.3264 1968                 06     28     10       3.8
   200   352818  6802244  12.2499  61.3264 1968                 07     12     13       3.6
   200   352818  6802244  12.2499  61.3264 1968                 07     12     15       5.2
   200   352818  6802244  12.2499  61.3264 1968                 07     13     08       4.4
   200   352818  6802244  12.2499  61.3264 1968                 10     29     12       5.0
   200   352818  6802244  12.2499  61.3264 1969                 07     01     16       2.0
   200   352818  6802244  12.2499  61.3264 1969                 07     01     19       1.8
   200   352818  6802244  12.2499  61.3264 1969                 07     01     20       1.8
   200   352818  6802244  12.2499  61.3264 1969                 07     02     01       1.6
   200   352818  6802244  12.2499  61.3264 1969                 07     08     01       3.4
   200   352818  6802244  12.2499  61.3264 1969                 07     08     03       6.8
   200   352818  6802244  12.2499  61.3264 1969                 07     08     18       2.4
   200   352818  6802244  12.2499  61.3264 1969                 07     08     19       2.0
   200   352818  6802244  12.2499  61.3264 1969                 07     08     21       7.0
   200   352818  6802244  12.2499  61.3264 1969                 07     09     04       2.4
   200   352818  6802244  12.2499  61.3264 1970                 06     25     14       5.0
   200   352818  6802244  12.2499  61.3264 1970                 06     25     15       4.8
   200   352818  6802244  12.2499  61.3264 1970                 09     03     21       5.4
   200   352818  6802244  12.2499  61.3264 1970                 09     03     22       5.4
   200   352818  6802244  12.2499  61.3264 1970                 09     19     05       5.6
   200   352818  6802244  12.2499  61.3264 1970                 10     07     05       5.0
   200   352818  6802244  12.2499  61.3264 1970                 10     19     03       5.4
   200   352818  6802244  12.2499  61.3264 1970                 10     19     08       6.2
   200   352818  6802244  12.2499  61.3264 1970                 10     19     09       5.2
   200   352818  6802244  12.2499  61.3264 1970                 10     19     11       6.6
   200   352818  6802244  12.2499  61.3264 1971                 05     18     23       4.8
   200   352818  6802244  12.2499  61.3264 1971                 07     24     23       5.6
   200   352818  6802244  12.2499  61.3264 1971                 08     04     21       4.0
   200   352818  6802244  12.2499  61.3264 1971                 08     31     07       5.6
   200   352818  6802244  12.2499  61.3264 1971                 09     24     12       7.4
   200   352818  6802244  12.2499  61.3264 1971                 09     24     13       4.2
   200   352818  6802244  12.2499  61.3264 1971                 10     19     22       4.4
   200   352818  6802244  12.2499  61.3264 1971                 10     19     23       6.4
   200   352818  6802244  12.2499  61.3264 1971                 10     20     00       7.4
   200   352818  6802244  12.2499  61.3264 1971                 10     20     01       4.4
   200   352818  6802244  12.2499  61.3264 1972                 06     07     00       6.8
   200   352818  6802244  12.2499  61.3264 1972                 06     07     14       7.6
   200   352818  6802244  12.2499  61.3264 1972                 06     19     06       4.8
   200   352818  6802244  12.2499  61.3264 1972                 06     22     21       5.8
   200   352818  6802244  12.2499  61.3264 1972                 06     28     19      18.3
   200   352818  6802244  12.2499  61.3264 1972                 07     02     16      15.2
   200   352818  6802244  12.2499  61.3264 1972                 07     02     17       5.6
   200   352818  6802244  12.2499  61.3264 1972                 09     10     02       5.2
   200   352818  6802244  12.2499  61.3264 1972                 09     10     03       8.4
   200   352818  6802244  12.2499  61.3264 1972                 09     10     04       6.2
   200   352818  6802244  12.2499  61.3264 1973                 05     06     06       7.0
   200   352818  6802244  12.2499  61.3264 1973                 07     08     00       4.2
   200   352818  6802244  12.2499  61.3264 1973                 07     08     15      10.2
   200   352818  6802244  12.2499  61.3264 1973                 07     08     16       4.6
   200   352818  6802244  12.2499  61.3264 1973                 07     20     15       7.0
   200   352818  6802244  12.2499  61.3264 1973                 07     20     16       6.0
   200   352818  6802244  12.2499  61.3264 1973                 07     20     17       4.8
   200   352818  6802244  12.2499  61.3264 1973                 07     20     18       5.4
   200   352818  6802244  12.2499  61.3264 1973                 07     31     03       7.4
   200   352818  6802244  12.2499  61.3264 1973                 08     31     12       5.6
   200   352818  6802244  12.2499  61.3264 1974                 05     04     11       5.6
   200   352818  6802244  12.2499  61.3264 1974                 06     19     17       5.2
   200   352818  6802244  12.2499  61.3264 1974                 06     20     13       6.8
   200   352818  6802244  12.2499  61.3264 1974                 06     21     17       4.0
   200   352818  6802244  12.2499  61.3264 1974                 07     18     08       4.0
   200   352818  6802244  12.2499  61.3264 1974                 08     27     16       4.2
   200   352818  6802244  12.2499  61.3264 1974                 09     08     07       3.8
   200   352818  6802244  12.2499  61.3264 1974                 09     08     08       6.4
   200   352818  6802244  12.2499  61.3264 1974                 09     16     20       3.6
   200   352818  6802244  12.2499  61.3264 1974                 09     16     23       4.8


