
  STNR     EAST    NORTH      LON      LAT YEAR                 MONTH  DAY    TIME    RR_1
------ -------- -------- -------- -------- -------------------- ------ ------ ------ -----
 12670   256284  6784678  10.4742  61.1208 1969                 07     08     03       4.2
 12670   256284  6784678  10.4742  61.1208 1969                 07     09     03       4.8
 12670   256284  6784678  10.4742  61.1208 1969                 08     26     15       3.4
 12670   256284  6784678  10.4742  61.1208 1969                 09     12     20       5.4
 12670   256284  6784678  10.4742  61.1208 1969                 09     22     03       2.6
 12670   256284  6784678  10.4742  61.1208 1969                 09     22     04       5.2
 12670   256284  6784678  10.4742  61.1208 1969                 09     22     05       5.6
 12670   256284  6784678  10.4742  61.1208 1969                 09     22     06       2.8
 12670   256284  6784678  10.4742  61.1208 1969                 09     28     18       2.8
 12670   256284  6784678  10.4742  61.1208 1969                 09     28     19       2.8
 12670   256284  6784678  10.4742  61.1208 1970                 06     25     20      10.7
 12670   256284  6784678  10.4742  61.1208 1970                 06     29     23       5.0
 12670   256284  6784678  10.4742  61.1208 1970                 07     09     20       6.8
 12670   256284  6784678  10.4742  61.1208 1970                 07     10     09      14.4
 12670   256284  6784678  10.4742  61.1208 1970                 07     26     01       5.2
 12670   256284  6784678  10.4742  61.1208 1970                 07     26     05       4.8
 12670   256284  6784678  10.4742  61.1208 1970                 07     27     01       8.8
 12670   256284  6784678  10.4742  61.1208 1970                 07     29     16       4.8
 12670   256284  6784678  10.4742  61.1208 1970                 09     03     20       5.4
 12670   256284  6784678  10.4742  61.1208 1970                 09     03     21       6.2
 12670   256284  6784678  10.4742  61.1208 1971                 05     29     08       5.0
 12670   256284  6784678  10.4742  61.1208 1971                 05     29     09       5.6
 12670   256284  6784678  10.4742  61.1208 1971                 07     18     22       5.0
 12670   256284  6784678  10.4742  61.1208 1971                 07     25     01       7.0
 12670   256284  6784678  10.4742  61.1208 1971                 07     27     05       4.6
 12670   256284  6784678  10.4742  61.1208 1971                 09     24     07       6.2
 12670   256284  6784678  10.4742  61.1208 1971                 09     24     12       7.2
 12670   256284  6784678  10.4742  61.1208 1971                 10     19     22       5.0
 12670   256284  6784678  10.4742  61.1208 1971                 10     19     23       4.8
 12670   256284  6784678  10.4742  61.1208 1971                 10     22     06       4.8
 12670   256284  6784678  10.4742  61.1208 1972                 05     30     17       5.2
 12670   256284  6784678  10.4742  61.1208 1972                 06     02     15       4.6
 12670   256284  6784678  10.4742  61.1208 1972                 06     29     04       4.2
 12670   256284  6784678  10.4742  61.1208 1972                 06     29     05       5.2
 12670   256284  6784678  10.4742  61.1208 1972                 06     29     06       4.4
 12670   256284  6784678  10.4742  61.1208 1972                 06     29     12       4.6
 12670   256284  6784678  10.4742  61.1208 1972                 07     25     19       8.6
 12670   256284  6784678  10.4742  61.1208 1972                 08     08     00       5.0
 12670   256284  6784678  10.4742  61.1208 1972                 08     09     06       4.4
 12670   256284  6784678  10.4742  61.1208 1972                 09     09     22       6.8
 12670   256284  6784678  10.4742  61.1208 1973                 05     29     16       4.6
 12670   256284  6784678  10.4742  61.1208 1973                 05     30     16       5.0
 12670   256284  6784678  10.4742  61.1208 1973                 06     01     06       4.8
 12670   256284  6784678  10.4742  61.1208 1973                 06     01     16       7.9
 12670   256284  6784678  10.4742  61.1208 1973                 07     08     10       7.8
 12670   256284  6784678  10.4742  61.1208 1973                 07     08     11       4.4
 12670   256284  6784678  10.4742  61.1208 1973                 07     09     00       4.6
 12670   256284  6784678  10.4742  61.1208 1973                 07     09     04       4.6
 12670   256284  6784678  10.4742  61.1208 1973                 07     09     05       5.0
 12670   256284  6784678  10.4742  61.1208 1973                 08     04     15       5.0
 12670   256284  6784678  10.4742  61.1208 1974                 06     06     16       3.4
 12670   256284  6784678  10.4742  61.1208 1974                 06     08     17       3.6
 12670   256284  6784678  10.4742  61.1208 1974                 06     19     22       4.6
 12670   256284  6784678  10.4742  61.1208 1974                 07     17     05       3.6
 12670   256284  6784678  10.4742  61.1208 1974                 07     17     06       4.0
 12670   256284  6784678  10.4742  61.1208 1974                 08     27     18       3.6
 12670   256284  6784678  10.4742  61.1208 1974                 08     29     06       6.6
 12670   256284  6784678  10.4742  61.1208 1974                 09     02     12       3.8
 12670   256284  6784678  10.4742  61.1208 1974                 09     08     05       3.6
 12670   256284  6784678  10.4742  61.1208 1974                 09     25     08       4.4
 12670   256284  6784678  10.4742  61.1208 1975                 06     04     19       3.2
 12670   256284  6784678  10.4742  61.1208 1975                 07     15     20       3.6
 12670   256284  6784678  10.4742  61.1208 1975                 07     25     00       3.4
 12670   256284  6784678  10.4742  61.1208 1975                 07     31     15       6.8
 12670   256284  6784678  10.4742  61.1208 1975                 08     22     17       3.2
 12670   256284  6784678  10.4742  61.1208 1975                 08     24     16       3.6
 12670   256284  6784678  10.4742  61.1208 1975                 09     13     01       5.0
 12670   256284  6784678  10.4742  61.1208 1975                 09     13     02       3.6
 12670   256284  6784678  10.4742  61.1208 1975                 10     01     15       5.6
 12670   256284  6784678  10.4742  61.1208 1975                 10     01     16       4.0
 12670   256284  6784678  10.4742  61.1208 1976                 06     13     04       2.2
 12670   256284  6784678  10.4742  61.1208 1976                 06     20     10       2.4
 12670   256284  6784678  10.4742  61.1208 1976                 07     11     09       6.8
 12670   256284  6784678  10.4742  61.1208 1976                 07     11     10       7.0
 12670   256284  6784678  10.4742  61.1208 1976                 07     11     11       3.2
 12670   256284  6784678  10.4742  61.1208 1976                 07     11     12       5.0
 12670   256284  6784678  10.4742  61.1208 1976                 07     15     15       8.8
 12670   256284  6784678  10.4742  61.1208 1976                 09     10     09       2.6
 12670   256284  6784678  10.4742  61.1208 1976                 10     06     22       2.6
 12670   256284  6784678  10.4742  61.1208 1976                 10     12     07       2.2
 12670   256284  6784678  10.4742  61.1208 1977                 06     18     05       3.4
 12670   256284  6784678  10.4742  61.1208 1977                 06     18     06       3.2
