
  STNR     EAST    NORTH      LON      LAT YEAR                 MONTH  DAY    TIME    RR_1
------ -------- -------- -------- -------- -------------------- ------ ------ ------ -----
 44640   -32148  6572293   5.7300  58.9572 1999                 08     26     20       4.7
 44640   -32148  6572293   5.7300  58.9572 1999                 08     30     03       4.5
 44640   -32148  6572293   5.7300  58.9572 1999                 09     09     08       7.3
 44640   -32148  6572293   5.7300  58.9572 1999                 10     02     04       4.3
 44640   -32148  6572293   5.7300  58.9572 1999                 10     11     02       7.1
 44640   -32148  6572293   5.7300  58.9572 1999                 10     31     05       4.3
 44640   -32148  6572293   5.7300  58.9572 1999                 11     15     20       8.7
 44640   -32148  6572293   5.7300  58.9572 1999                 11     24     19       5.4
 44640   -32148  6572293   5.7300  58.9572 1999                 12     08     10       4.8
 44640   -32148  6572293   5.7300  58.9572 1999                 12     24     06       4.5
 44640   -32148  6572293   5.7300  58.9572 2008                 08     14     06       7.8
 44640   -32148  6572293   5.7300  58.9572 2008                 09     01     19       8.0
 44640   -32148  6572293   5.7300  58.9572 2008                 09     05     00       8.2
 44640   -32148  6572293   5.7300  58.9572 2008                 09     05     01       7.1
 44640   -32148  6572293   5.7300  58.9572 2008                 10     04     20       6.8
 44640   -32148  6572293   5.7300  58.9572 2008                 10     08     08       5.9
 44640   -32148  6572293   5.7300  58.9572 2008                 10     23     19       5.9
 44640   -32148  6572293   5.7300  58.9572 2008                 10     23     20       8.2
 44640   -32148  6572293   5.7300  58.9572 2008                 10     23     21       6.7
 44640   -32148  6572293   5.7300  58.9572 2008                 10     25     16       6.4
 44640   -32148  6572293   5.7300  58.9572 2009                 01     21     05       7.8
 44640   -32148  6572293   5.7300  58.9572 2009                 07     18     13      10.6
 44640   -32148  6572293   5.7300  58.9572 2009                 07     18     14       7.6
 44640   -32148  6572293   5.7300  58.9572 2009                 07     18     15       8.5
 44640   -32148  6572293   5.7300  58.9572 2009                 07     24     23       7.7
 44640   -32148  6572293   5.7300  58.9572 2009                 07     31     00       6.9
 44640   -32148  6572293   5.7300  58.9572 2009                 07     31     03       8.2
 44640   -32148  6572293   5.7300  58.9572 2009                 07     31     06      10.0
 44640   -32148  6572293   5.7300  58.9572 2009                 08     22     08       8.6
 44640   -32148  6572293   5.7300  58.9572 2009                 12     19     19       7.1
 44640   -32148  6572293   5.7300  58.9572 2010                 07     15     02       8.6
 44640   -32148  6572293   5.7300  58.9572 2010                 07     19     08       9.1
 44640   -32148  6572293   5.7300  58.9572 2010                 08     05     20       5.6
 44640   -32148  6572293   5.7300  58.9572 2010                 08     24     01       5.7
 44640   -32148  6572293   5.7300  58.9572 2010                 09     23     16       6.1
 44640   -32148  6572293   5.7300  58.9572 2010                 10     04     05       6.0
 44640   -32148  6572293   5.7300  58.9572 2010                 10     06     06      10.2
 44640   -32148  6572293   5.7300  58.9572 2010                 10     06     07      12.1
 44640   -32148  6572293   5.7300  58.9572 2010                 10     06     08       8.2
 44640   -32148  6572293   5.7300  58.9572 2010                 11     13     13       6.0
 44640   -32148  6572293   5.7300  58.9572 2011                 05     23     17       6.3
 44640   -32148  6572293   5.7300  58.9572 2011                 06     22     16       9.8
 44640   -32148  6572293   5.7300  58.9572 2011                 06     29     02       6.3
 44640   -32148  6572293   5.7300  58.9572 2011                 06     29     12       8.9
 44640   -32148  6572293   5.7300  58.9572 2011                 06     29     13       8.6
 44640   -32148  6572293   5.7300  58.9572 2011                 07     19     18       9.4
 44640   -32148  6572293   5.7300  58.9572 2011                 07     24     15      10.2
 44640   -32148  6572293   5.7300  58.9572 2011                 09     06     14       7.5
 44640   -32148  6572293   5.7300  58.9572 2011                 12     03     05       6.4
 44640   -32148  6572293   5.7300  58.9572 2011                 12     15     01       7.3
 44640   -32148  6572293   5.7300  58.9572 2012                 01     01     22       4.9
 44640   -32148  6572293   5.7300  58.9572 2012                 07     30     14      32.0
 44640   -32148  6572293   5.7300  58.9572 2012                 07     30     15       5.9
 44640   -32148  6572293   5.7300  58.9572 2012                 07     31     05       5.3
 44640   -32148  6572293   5.7300  58.9572 2012                 07     31     07       5.0
 44640   -32148  6572293   5.7300  58.9572 2012                 08     30     01       8.6
 44640   -32148  6572293   5.7300  58.9572 2012                 09     13     22       6.4
 44640   -32148  6572293   5.7300  58.9572 2012                 10     18     15       5.8
 44640   -32148  6572293   5.7300  58.9572 2012                 11     17     12       5.6
 44640   -32148  6572293   5.7300  58.9572 2012                 11     23     08       7.1




