
  STNR     EAST    NORTH      LON      LAT YEAR                 MONTH  DAY    TIME    RR_1
------ -------- -------- -------- -------- -------------------- ------ ------ ------ -----
 80200   418990  7364523  13.1872  66.3897 1991                 06     20     11       2.6
 80200   418990  7364523  13.1872  66.3897 1991                 06     20     12       5.0
 80200   418990  7364523  13.1872  66.3897 1991                 06     20     13       5.4
 80200   418990  7364523  13.1872  66.3897 1991                 06     27     18       2.6
 80200   418990  7364523  13.1872  66.3897 1991                 06     27     20       3.4
 80200   418990  7364523  13.1872  66.3897 1991                 06     27     21       2.6
 80200   418990  7364523  13.1872  66.3897 1991                 06     27     22       3.0
 80200   418990  7364523  13.1872  66.3897 1991                 06     27     23       4.0
 80200   418990  7364523  13.1872  66.3897 1991                 06     28     00       3.4
 80200   418990  7364523  13.1872  66.3897 1991                 06     30     22       2.6
 80200   418990  7364523  13.1872  66.3897 1993                 07     11     04       7.8
 80200   418990  7364523  13.1872  66.3897 1993                 07     18     04       6.4
 80200   418990  7364523  13.1872  66.3897 1993                 07     18     05       5.8
 80200   418990  7364523  13.1872  66.3897 1993                 08     14     05       8.0
 80200   418990  7364523  13.1872  66.3897 1993                 08     14     06       6.4
 80200   418990  7364523  13.1872  66.3897 1993                 08     14     07       5.8
 80200   418990  7364523  13.1872  66.3897 1993                 09     05     09       6.6
 80200   418990  7364523  13.1872  66.3897 1993                 09     05     10       6.6
 80200   418990  7364523  13.1872  66.3897 1993                 09     05     11       8.8
 80200   418990  7364523  13.1872  66.3897 1993                 09     05     12       5.8
 80200   418990  7364523  13.1872  66.3897 1994                 06     30     08       8.2
 80200   418990  7364523  13.1872  66.3897 1994                 06     30     09       9.6
 80200   418990  7364523  13.1872  66.3897 1994                 06     30     10      10.8
 80200   418990  7364523  13.1872  66.3897 1994                 06     30     11       8.6
 80200   418990  7364523  13.1872  66.3897 1994                 06     30     12      10.2
 80200   418990  7364523  13.1872  66.3897 1994                 06     30     13      11.2
 80200   418990  7364523  13.1872  66.3897 1994                 09     21     19       8.6
 80200   418990  7364523  13.1872  66.3897 1994                 09     22     05       7.6
 80200   418990  7364523  13.1872  66.3897 1994                 09     22     07      14.6
 80200   418990  7364523  13.1872  66.3897 1994                 09     22     08      11.8
 80200   418990  7364523  13.1872  66.3897 1995                 06     26     00       7.0
 80200   418990  7364523  13.1872  66.3897 1995                 07     07     22       7.8
 80200   418990  7364523  13.1872  66.3897 1995                 08     09     03       7.4
 80200   418990  7364523  13.1872  66.3897 1995                 08     09     04       7.2
 80200   418990  7364523  13.1872  66.3897 1995                 08     09     05       7.0
 80200   418990  7364523  13.1872  66.3897 1995                 08     09     06       8.0
 80200   418990  7364523  13.1872  66.3897 1995                 08     09     07       8.0
 80200   418990  7364523  13.1872  66.3897 1995                 08     09     08       8.2
 80200   418990  7364523  13.1872  66.3897 1995                 08     17     00       7.8
 80200   418990  7364523  13.1872  66.3897 1995                 08     17     04       7.4
 80200   418990  7364523  13.1872  66.3897 1997                 08     31     18       6.0
 80200   418990  7364523  13.1872  66.3897 1997                 08     31     22      10.6
 80200   418990  7364523  13.1872  66.3897 1997                 09     08     14       6.8
 80200   418990  7364523  13.1872  66.3897 1997                 09     16     13      13.2
 80200   418990  7364523  13.1872  66.3897 1997                 09     16     14       7.2
 80200   418990  7364523  13.1872  66.3897 1997                 09     24     22       5.8
 80200   418990  7364523  13.1872  66.3897 1997                 09     30     19       8.4
 80200   418990  7364523  13.1872  66.3897 1997                 09     30     20       6.8
 80200   418990  7364523  13.1872  66.3897 1997                 10     18     08       6.6
 80200   418990  7364523  13.1872  66.3897 1997                 10     18     09       9.2
 80200   418990  7364523  13.1872  66.3897 1998                 07     23     00       7.0
 80200   418990  7364523  13.1872  66.3897 1998                 09     19     23       7.4
 80200   418990  7364523  13.1872  66.3897 1998                 09     20     00       8.6
 80200   418990  7364523  13.1872  66.3897 1998                 09     20     01       8.2
 80200   418990  7364523  13.1872  66.3897 1998                 09     20     07       7.4
 80200   418990  7364523  13.1872  66.3897 1998                 09     21     00       7.2
 80200   418990  7364523  13.1872  66.3897 1998                 09     21     02       8.8
 80200   418990  7364523  13.1872  66.3897 1998                 09     23     19       7.4
 80200   418990  7364523  13.1872  66.3897 1998                 10     09     19       7.6
 80200   418990  7364523  13.1872  66.3897 1998                 10     09     20       7.0
 80200   418990  7364523  13.1872  66.3897 1999                 07     11     23       9.4
 80200   418990  7364523  13.1872  66.3897 1999                 07     12     10       8.2
 80200   418990  7364523  13.1872  66.3897 1999                 07     12     11       8.4
 80200   418990  7364523  13.1872  66.3897 1999                 09     02     01       8.6
 80200   418990  7364523  13.1872  66.3897 1999                 09     02     11       8.6
 80200   418990  7364523  13.1872  66.3897 1999                 09     02     12       8.4
 80200   418990  7364523  13.1872  66.3897 1999                 09     02     13      11.4
 80200   418990  7364523  13.1872  66.3897 1999                 09     02     14       9.2
 80200   418990  7364523  13.1872  66.3897 1999                 09     03     14       8.2
 80200   418990  7364523  13.1872  66.3897 1999                 09     03     15      12.6



