Gridded monthly values for the period 1.1967 - 10.2014

UTM coordinates: 70940 E, 6575336 N

Elevation of grid point: 300 meters above sea level

Real elevation: NA meters above sea level

Elements:	Mean temperature in *C (TAM)
		Accumulated precipitation in mm (RR)


Year	Month	TAM	RR 
1967	1	-7	88 
1967	2	-2.8	206 
1967	3	1.4	204 
1967	4	1.9	64 
1967	5	5.8	181 
1967	6	11.5	62 
1967	7	12.5	80 
1967	8	13	198 
1967	9	9.6	145 
1967	10	5.5	275 
1967	11	2.4	157 
1967	12	-4	133 
1968	1	-6.3	140 
1968	2	-5.7	49 
1968	3	-0.1	109 
1968	4	2.7	42 
1968	5	6.4	64 
1968	6	13.1	111 
1968	7	13.7	50 
1968	8	13.8	41 
1968	9	10	372 
1968	10	4.8	176 
1968	11	-2.6	79 
1968	12	-5.6	48 
1969	1	-3.7	161 
1969	2	-8.9	41 
1969	3	-5.8	25 
1969	4	2.5	69 
1969	5	7.4	62 
1969	6	14.1	139 
1969	7	13.9	98 
1969	8	14.8	26 
1969	9	10.2	145 
1969	10	6.2	95 
1969	11	-2.7	175 
1969	12	-5.9	71 
1970	1	-7.9	74 
1970	2	-11	46 
1970	3	-2.7	36 
1970	4	-0.1	45 
1970	5	8.4	36 
1970	6	15.3	46 
1970	7	11.8	151 
1970	8	13.2	41 
1970	9	8	116 
1970	10	4	173 
1970	11	-1.3	241 
1970	12	-2	49 
1971	1	-3.2	83 
1971	2	-1	92 
1971	3	-2.8	60 
1971	4	2.7	34 
1971	5	7.8	60 
1971	6	11.4	33 
1971	7	14	66 
1971	8	12.1	83 
1971	9	9.3	45 
1971	10	5	137 
1971	11	-0.7	157 
1971	12	1.5	132 
1972	1	-7.3	52 
1972	2	-4.5	48 
1972	3	-0.6	73 
1972	4	3	122 
1972	5	8.4	75 
1972	6	10.9	169 
1972	7	15.4	93 
1972	8	11.9	160 
1972	9	7.6	40 
1972	10	4.7	46 
1972	11	0.1	96 
1972	12	0.1	185 
1973	1	-0.9	66 
1973	2	-1.8	98 
1973	3	1.8	40 
1973	4	1.3	43 
1973	5	7.1	130 
1973	6	11.9	85 
1973	7	15.3	67 
1973	8	11.3	65 
1973	9	8.3	107 
1973	10	2.3	18 
1973	11	-1.8	182 
1973	12	-4.1	148 
1974	1	-0.4	180 
1974	2	-1.1	103 
1974	3	-1	43 
1974	4	4	0 
1974	5	8	30 
1974	6	12.3	32 
1974	7	11.7	52 
1974	8	11.5	73 
1974	9	8.9	276 
1974	10	3.4	57 
1974	11	0.1	161 
1974	12	-0.7	148 
1975	1	-0.2	293 
1975	2	-3.2	23 
1975	3	-2.5	26 
1975	4	0.9	40 
1975	5	8.1	62 
1975	6	11.3	11 
1975	7	15.4	39 
1975	8	15.5	63 
1975	9	8.8	221 
1975	10	5.2	132 
1975	11	1.3	86 
1975	12	0.9	144 
1976	1	-5	172 
1976	2	-4	86 
1976	3	-4.3	65 
1976	4	2.5	46 
1976	5	8.1	78 
