Gridded monthly values for the period 1.1967 - 10.2014

UTM coordinates: 261313 E, 6589257 N

Elevation of grid point: 25 meters above sea level

Real elevation: NA meters above sea level

Elements:	Mean temperature in *C (TAM)
		Accumulated precipitation in mm (RR)


Year	Month	TAM	RR 
1967	1	-7.8	87 
1967	2	-3.9	104 
1967	3	2.2	88 
1967	4	3.8	37 
1967	5	8.4	119 
1967	6	13.8	88 
1967	7	15.5	53 
1967	8	14.7	122 
1967	9	11	98 
1967	10	7.4	299 
1967	11	4.2	116 
1967	12	-4	107 
1968	1	-7.4	57 
1968	2	-6.4	73 
1968	3	-0.6	53 
1968	4	4.4	47 
1968	5	8.3	70 
1968	6	15	129 
1968	7	14.9	48 
1968	8	15	42 
1968	9	11.1	83 
1968	10	5.2	155 
1968	11	-3	107 
1968	12	-4.3	56 
1969	1	-3.4	155 
1969	2	-8.4	39 
1969	3	-6	6 
1969	4	3	89 
1969	5	8.7	78 
1969	6	15.6	32 
1969	7	15.5	60 
1969	8	16.7	65 
1969	9	11	102 
1969	10	7	51 
1969	11	-1.3	119 
1969	12	-4.3	37 
1970	1	-7.5	46 
1970	2	-12.8	33 
1970	3	-2.9	46 
1970	4	0.9	73 
1970	5	10	7 
1970	6	16.6	61 
1970	7	13.6	127 
1970	8	14.5	30 
1970	9	9	109 
1970	10	6	153 
1970	11	-0.6	219 
1970	12	-1.5	39 
1971	1	-2.3	81 
1971	2	-0.9	60 
1971	3	-3.1	63 
1971	4	3.2	24 
1971	5	9.5	76 
1971	6	13.2	54 
1971	7	15.8	56 
1971	8	13.7	86 
1971	9	9.8	36 
1971	10	6	46 
1971	11	-0.1	93 
1971	12	2	40 
1972	1	-6.6	35 
1972	2	-4	53 
1972	3	-1.4	67 
1972	4	3.8	75 
1972	5	10	83 
1972	6	13.1	169 
1972	7	17.2	125 
1972	8	14	226 
1972	9	8.9	60 
1972	10	5.8	37 
1972	11	1.4	32 
1972	12	2.9	123 
1973	1	-0.7	67 
1973	2	-0.5	67 
1973	3	2	26 
1973	4	3.1	68 
1973	5	9.4	111 
1973	6	14.4	43 
1973	7	17.3	94 
1973	8	13.6	72 
1973	9	9.5	111 
1973	10	2.6	17 
1973	11	-0.7	74 
1973	12	-2.5	82 
1974	1	0.8	120 
1974	2	0.3	82 
1974	3	0.2	40 
1974	4	5.7	1 
1974	5	10.4	29 
1974	6	14.3	64 
1974	7	14.4	117 
1974	8	14.2	49 
