Gridded monthly values for the period 1.1967 - 10.2014

UTM coordinates: 230414 E, 6631902 N

Elevation of grid point: 2 meters above sea level

Real elevation: NA meters above sea level

Elements:	Mean temperature in *C (TAM)
		Accumulated precipitation in mm (RR)


Year	Month	TAM	RR 
1967	1	-9.1	83 
1967	2	-4.6	109 
1967	3	2	50 
1967	4	4	69 
1967	5	8.5	97 
1967	6	14.8	41 
1967	7	16.4	26 
1967	8	15.2	133 
1967	9	11.1	99 
1967	10	6.4	207 
1967	11	2.9	175 
1967	12	-4.5	94 
1968	1	-9.4	63 
1968	2	-8.1	91 
1968	3	-0.2	37 
1968	4	5.5	38 
1968	5	9.2	75 
1968	6	15.9	112 
1968	7	16.1	66 
1968	8	15.8	26 
1968	9	11.7	165 
1968	10	4.8	127 
1968	11	-3.7	71 
1968	12	-5.6	37 
1969	1	-3.7	180 
1969	2	-9.2	42 
1969	3	-5.5	4 
1969	4	3.8	108 
1969	5	9.3	66 
1969	6	16.7	27 
1969	7	17.2	70 
1969	8	17.2	74 
1969	9	11.3	72 
1969	10	6.7	30 
1969	11	-2.5	88 
1969	12	-5.9	37 
1970	1	-9.4	53 
1970	2	-13.2	44 
1970	3	-2.2	46 
1970	4	1.9	77 
1970	5	11	12 
1970	6	17.8	59 
1970	7	14.8	161 
1970	8	15.4	63 
1970	9	9.7	85 
1970	10	6	133 
1970	11	-2	255 
1970	12	-2.7	37 
1971	1	-3.9	74 
1971	2	-0.4	56 
1971	3	-2.8	63 
1971	4	4.2	29 
1971	5	10.9	57 
1971	6	13.8	61 
1971	7	16.5	124 
1971	8	14.4	66 
1971	9	10.5	25 
1971	10	6	42 
1971	11	-1.2	93 
1971	12	0.2	52 
1972	1	-7.3	41 
1972	2	-4.5	53 
1972	3	-1.1	99 
1972	4	4.3	79 
1972	5	10.6	63 
1972	6	13.3	125 
1972	7	18.2	73 
1972	8	14	112 
1972	9	9.3	66 
1972	10	5.9	18 
1972	11	0.8	11 
1972	12	0.5	74 
1973	1	-0.5	39 
1973	2	-0.7	40 
1973	3	2.9	17 
1973	4	3.7	53 
1973	5	10	86 
1973	6	15.2	35 
1973	7	18.1	82 
1973	8	14.5	67 
1973	9	10	120 
1973	10	2.7	12 
1973	11	-2	62 
1973	12	-4.1	75 
1974	1	-0.5	112 
1974	2	-0.5	44 
1974	3	-0.2	43 
1974	4	6.4	0 
1974	5	10.7	33 
1974	6	14.5	48 
1974	7	15.3	78 
1974	8	14.9	35 
1974	9	11.1	202 
1974	10	4.9	161 
1974	11	1	169 
1974	12	-2.2	55 
1975	1	-0.2	166 
1975	2	-5.7	18 
1975	3	-0.3	39 
1975	4	3.6	25 
1975	5	10.7	33 
1975	6	14	28 
1975	7	18.2	31 
1975	8	18.3	124 
1975	9	11.4	114 
1975	10	6.1	79 
1975	11	2.3	76 
1975	12	0.6	42 
1976	1	-6.1	29 
1976	2	-4	61 
1976	3	-1.8	8 
1976	4	5	17 
1976	5	10.8	48 
1976	6	15.4	24 
1976	7	18.3	27 
1976	8	16.9	14 
1976	9	9.1	72 
1976	10	4.6	282 
1976	11	0.4	122 
1976	12	-5.9	75 
1977	1	-5.5	125 
1977	2	-8.4	96 
1977	3	-0.6	96 
1977	4	1.9	105 
1977	5	11	27 
1977	6	15.3	123 
1977	7	16.3	68 
1977	8	15.1	56 
1977	9	8.9	71 
1977	10	6.4	81 
1977	11	1.2	140 
1977	12	-3	89 
1978	1	-3.7	95 
1978	2	-8.6	65 
1978	3	-2.4	114 
1978	4	3	25 
1978	5	10.7	29 
1978	6	16.1	42 
1978	7	15	187 
1978	8	14.7	107 
1978	9	8.6	89 
1978	10	5.4	38 
1978	11	3.7	33 
