Gridded monthly values for the period 1.1967 - 10.2014

UTM coordinates: 195698 E, 6567898 N

Elevation of grid point: 20 meters above sea level

Real elevation: NA meters above sea level

Elements:	Mean temperature in *C (TAM)
		Accumulated precipitation in mm (RR)


Year	Month	TAM	RR 
1967	1	-8.2	85 
1967	2	-3.9	130 
1967	3	2.3	73 
1967	4	3.7	87 
1967	5	8.1	146 
1967	6	13.9	67 
1967	7	15.5	34 
1967	8	14.7	141 
1967	9	10.9	120 
1967	10	6.6	263 
1967	11	3.8	224 
1967	12	-3.5	110 
1968	1	-7.7	74 
1968	2	-6.5	81 
1968	3	0	48 
1968	4	4.7	43 
1968	5	8.6	75 
1968	6	15.1	149 
1968	7	15.1	57 
1968	8	15.2	32 
1968	9	11.4	224 
1968	10	5.2	168 
1968	11	-1.7	78 
1968	12	-4.5	42 
1969	1	-3.3	199 
1969	2	-8	48 
1969	3	-5.4	7 
1969	4	3.2	89 
1969	5	8.9	65 
1969	6	15.9	79 
1969	7	16.1	77 
1969	8	16.6	98 
1969	9	11.5	79 
1969	10	7	42 
1969	11	-1.1	111 
1969	12	-4.5	73 
1970	1	-8.2	57 
1970	2	-12.1	58 
1970	3	-2.7	49 
1970	4	1	70 
1970	5	10.3	10 
1970	6	17.2	55 
1970	7	14.2	135 
1970	8	15.1	94 
1970	9	9.5	154 
1970	10	5.7	158 
1970	11	-0.5	293 
1970	12	-1.7	28 
1971	1	-2.8	84 
1971	2	-0.6	79 
1971	3	-2.6	57 
1971	4	3.6	33 
1971	5	9.8	54 
1971	6	13.7	57 
1971	7	16.5	80 
1971	8	14.1	71 
1971	9	10.5	33 
1971	10	6.2	42 
1971	11	0	108 
1971	12	1.6	56 
1972	1	-6.2	45 
1972	2	-3.7	59 
1972	3	-1.1	121 
1972	4	4	97 
1972	5	10.3	68 
1972	6	13.1	102 
1972	7	17.1	80 
1972	8	14.2	132 
1972	9	9.3	74 
1972	10	6.2	27 
1972	11	1.4	17 
1972	12	2.1	105 
1973	1	-0.5	61 
1973	2	-0.4	31 
1973	3	2.6	29 
1973	4	3.8	35 
1973	5	9.2	89 
1973	6	14.3	67 
1973	7	17.5	99 
1973	8	14	72 
1973	9	10.1	114 
