Gridded monthly values for the period 1.1967 - 10.2014

UTM coordinates: 256024 E, 6650584 N

Elevation of grid point: 40 meters above sea level

Real elevation: NA meters above sea level

Elements:	Mean temperature in *C (TAM)
		Accumulated precipitation in mm (RR)


Year	Month	TAM	RR 
1967	1	-8.1	58 
1967	2	-4	56 
1967	3	1.9	53 
1967	4	4.2	43 
1967	5	8.7	90 
1967	6	14.9	66 
1967	7	16.3	46 
1967	8	15.9	130 
1967	9	11.8	69 
1967	10	6.8	137 
1967	11	3.2	103 
1967	12	-4.2	62 
1968	1	-7.8	42 
1968	2	-6.5	44 
1968	3	-0.5	29 
1968	4	5.5	18 
1968	5	9.3	54 
1968	6	16.4	94 
1968	7	16	96 
1968	8	16.5	27 
1968	9	11.9	78 
1968	10	4.8	104 
1968	11	-2.8	55 
1968	12	-4.2	22 
1969	1	-3.6	104 
1969	2	-8.4	26 
1969	3	-5.2	5 
1969	4	3.9	71 
1969	5	9.9	56 
1969	6	17.5	46 
1969	7	17.1	62 
1969	8	18.4	33 
1969	9	11.8	70 
1969	10	6.9	24 
1969	11	-2	67 
1969	12	-5.2	39 
1970	1	-8.2	30 
1970	2	-12.7	22 
1970	3	-2.7	34 
1970	4	1.7	62 
1970	5	11.4	9 
1970	6	18.5	68 
1970	7	14.6	165 
1970	8	15.9	53 
1970	9	10.1	73 
1970	10	6.1	98 
1970	11	-1.1	187 
1970	12	-2.2	27 
1971	1	-3.1	66 
1971	2	-1.4	53 
1971	3	-3.2	74 
1971	4	4.1	23 
1971	5	10.9	59 
1971	6	14.4	53 
1971	7	17.1	73 
1971	8	14.7	50 
1971	9	10.5	39 
1971	10	6.2	40 
1971	11	-1.5	76 
1971	12	-0.1	39 
1972	1	-6.7	29 
1972	2	-4	37 
1972	3	-1.4	54 
1972	4	4.3	70 
1972	5	11	70 
1972	6	14.1	106 
1972	7	18.3	71 
1972	8	14.7	115 
1972	9	9.3	32 
1972	10	5.7	26 
1972	11	0.8	12 
1972	12	1.1	67 
1973	1	-0.7	38 
1973	2	-1.5	53 
1973	3	1.9	14 
1973	4	3.5	61 
1973	5	10.1	68 
1973	6	15.5	39 
1973	7	18.5	111 
1973	8	14.6	58 
1973	9	9.6	70 
1973	10	2.5	11 
1973	11	-1.3	37 
1973	12	-3.5	66 
1974	1	-0.7	92 
1974	2	-0.6	48 
1974	3	0.2	32 
1974	4	6.9	0 
1974	5	11.4	30 
1974	6	15	64 
1974	7	15.4	117 
1974	8	15.1	61 
1974	9	11.4	182 
1974	10	4.6	69 
1974	11	1.1	96 
1974	12	-1.6	49 
1975	1	-0.4	122 
1975	2	-5.2	19 
1975	3	-0.5	36 
1975	4	3.4	27 
1975	5	11.2	33 
1975	6	14.1	42 
1975	7	18.2	65 
1975	8	18.2	74 
1975	9	11.6	106 
1975	10	6.4	66 
1975	11	2.5	82 
1975	12	0.2	30 
1976	1	-5.5	26 
1976	2	-3.6	50 
1976	3	-2.5	6 
1976	4	4.4	20 
1976	5	11.2	46 
1976	6	15.8	20 
1976	7	18.5	28 
1976	8	17.4	12 
1976	9	9.2	55 
1976	10	4.7	183 
1976	11	0.3	102 
1976	12	-4.6	46 
1977	1	-4.6	63 
1977	2	-7.2	25 
1977	3	-0.4	48 
1977	4	1.9	82 
1977	5	11.2	22 
1977	6	15.4	102 
1977	7	16.5	64 
1977	8	15.6	42 
1977	9	9.6	49 
1977	10	6.9	68 
1977	11	1.6	99 
1977	12	-2.4	58 
1978	1	-3.5	66 
1978	2	-8.3	41 
1978	3	-2.1	94 
1978	4	3.5	21 
1978	5	11.1	17 
1978	6	16.3	39 
1978	7	15.2	148 
1978	8	15	93 
1978	9	8.6	80 
1978	10	5.6	23 
1978	11	3.7	32 
1978	12	-8.1	24 
1979	1	-9.1	12 
1979	2	-8.3	16 
1979	3	-1	106 
1979	4	3.8	75 
1979	5	8.3	66 
1979	6	16.2	45 
1979	7	15.7	78 
1979	8	13.9	99 
1979	9	10.1	71 
1979	10	4.1	76 
1979	11	-0.8	107 
1979	12	-3.9	60 
1980	1	-7	25 
1980	2	-9	30 
1980	3	-3.3	35 
1980	4	4.6	6 
1980	5	12.1	63 
1980	6	16	130 
