Gridded monthly values for the period 1.1967 - 10.2014

UTM coordinates: 132105 E, 6801902 N

Elevation of grid point: 971 meters above sea level

Real elevation: NA meters above sea level

Elements:	Mean temperature in *C (TAM)
		Accumulated precipitation in mm (RR)


Year	Month	TAM	RR 
1967	1	-13.2	61 
1967	2	-7.3	115 
1967	3	-4.5	213 
1967	4	-3.9	51 
1967	5	0.7	84 
1967	6	6.3	47 
1967	7	8	67 
1967	8	9	81 
1967	9	6	51 
1967	10	0.2	141 
1967	11	-2.1	74 
1967	12	-8	119 
1968	1	-10.4	82 
1968	2	-10.1	79 
1968	3	-5.8	87 
1968	4	-3	21 
1968	5	1.2	41 
1968	6	8.3	73 
1968	7	9.6	53 
1968	8	10.4	18 
1968	9	6.1	110 
1968	10	-1.1	115 
1968	11	-7.5	20 
1968	12	-8.2	20 
1969	1	-8.3	64 
1969	2	-13.8	16 
1969	3	-10.3	43 
1969	4	-2.4	43 
1969	5	2.9	31 
1969	6	10	35 
1969	7	9	82 
1969	8	12.3	35 
1969	9	5.1	104 
1969	10	1.6	119 
1969	11	-7.3	91 
1969	12	-9.7	29 
1970	1	-11.3	26 
1970	2	-14	29 
1970	3	-8.4	36 
1970	4	-5.8	29 
1970	5	3.5	24 
1970	6	11.3	45 
1970	7	7.5	148 
1970	8	9.4	52 
1970	9	3.7	72 
1970	10	0.4	60 
1970	11	-6.4	104 
1970	12	-6.2	52 
1971	1	-6.3	62 
1971	2	-5.3	47 
1971	3	-8.8	71 
1971	4	-3	42 
1971	5	2.8	48 
1971	6	6.9	87 
1971	7	9	102 
1971	8	8.3	42 
1971	9	4.7	60 
1971	10	0	157 
1971	11	-5.4	120 
1971	12	-3.5	180 
1972	1	-11.5	9 
1972	2	-9.8	16 
1972	3	-5.8	77 
1972	4	-2.4	42 
1972	5	3.8	20 
1972	6	7.4	118 
1972	7	11.8	72 
1972	8	8.2	77 
1972	9	3.3	20 
1972	10	0.8	60 
1972	11	-4.1	143 
1972	12	-3.3	63 
1973	1	-4.2	43 
1973	2	-7.5	126 
1973	3	-2.6	29 
1973	4	-4.7	40 
1973	5	2	58 
1973	6	7.4	48 
1973	7	11.5	98 
1973	8	7.5	65 
1973	9	3.3	103 
1973	10	-1.5	50 
1973	11	-6.3	143 
1973	12	-7.3	104 
1974	1	-4.9	97 
1974	2	-5.6	59 
1974	3	-6.4	22 
1974	4	-0.4	3 
1974	5	3.6	33 
1974	6	7.7	57 
1974	7	7.5	110 
1974	8	8.1	76 
1974	9	4.5	125 
1974	10	-1.7	46 
1974	11	-6	86 
1974	12	-7	213 
1975	1	-6.4	310 
1975	2	-8.2	30 
1975	3	-7.6	21 
1975	4	-4.1	56 
1975	5	3.4	36 
1975	6	7	39 
1975	7	11.1	104 
1975	8	10.8	45 
1975	9	4.2	103 
1975	10	-0.2	98 
1975	11	-4.1	76 
1975	12	-5.5	432 
1976	1	-11.9	234 
1976	2	-9.8	141 
1976	3	-9.4	106 
1976	4	-2.5	65 
1976	5	4.3	48 
1976	6	7.9	80 
1976	7	10.4	90 
1976	8	9.5	25 
1976	9	2.2	55 
1976	10	-0.7	100 
1976	11	-5.4	115 
1976	12	-12.5	56 
1977	1	-12.4	73 
1977	2	-13.4	35 
1977	3	-5.3	52 
1977	4	-4.5	82 
1977	5	3.8	33 
1977	6	8.2	84 
1977	7	10	98 
1977	8	8.4	75 
1977	9	2.7	112 
1977	10	1.2	73 
1977	11	-5.4	119 
1977	12	-7.3	145 
1978	1	-9.1	135 
1978	2	-12.8	55 
1978	3	-6.7	90 
1978	4	-3.2	35 
1978	5	3.7	26 
1978	6	9.6	65 
1978	7	9.3	121 
1978	8	9.2	96 
1978	9	2.7	133 
1978	10	0.2	179 
1978	11	-3.1	327 
1978	12	-15.4	40 
1979	1	-17.2	88 
1979	2	-13.1	32 
1979	3	-7	141 
1979	4	-2.5	56 
1979	5	0.6	86 
1979	6	9.2	97 
1979	7	8.4	153 
1979	8	7.2	153 
1979	9	2.9	176 
1979	10	-2.3	64 
1979	11	-7.1	154 
1979	12	-11.5	166 
1980	1	-13.4	46 
1980	2	-13.2	49 
1980	3	-9	66 
1980	4	-2.3	32 
1980	5	4.4	38 
1980	6	9.9	114 
1980	7	11.1	66 
1980	8	8.9	88 
1980	9	4.6	127 
1980	10	-3	133 
1980	11	-10.9	222 
1980	12	-9.1	302 
1981	1	-11.3	185 
1981	2	-11.3	130 
1981	3	-9.1	95 
1981	4	-3.6	42 
1981	5	4.2	75 
1981	6	6.7	86 
1981	7	9.2	124 
1981	8	7.4	59 
1981	9	5.3	114 
1981	10	-1.6	103 
1981	11	-7.1	225 
1981	12	-17	71 
1982	1	-13.2	104 
1982	2	-9	37 
1982	3	-4.5	74 
1982	4	-1.8	103 
1982	5	2.7	57 
1982	6	7.9	24 
1982	7	10.9	63 
1982	8	9.3	72 
1982	9	4.1	139 
1982	10	0.2	99 
1982	11	-5	199 
1982	12	-8.9	125 
1983	1	-6.5	453 
1983	2	-11.6	47 
1983	3	-6.3	169 
1983	4	-2.5	101 
1983	5	3.6	138 
1983	6	7.1	38 
1983	7	10	61 
1983	8	8.1	117 
1983	9	4.5	142 
1983	10	-0.3	239 
1983	11	-5.3	219 
1983	12	-8.7	209 
1984	1	-13	262 
1984	2	-9.3	45 
1984	3	-9	78 
1984	4	-1.4	42 
1984	5	4.5	68 
1984	6	7.9	82 
1984	7	9.7	95 
1984	8	9	111 
1984	9	3.2	83 
1984	10	0.2	227 
1984	11	-3.6	116 
1984	12	-6.6	123 
1985	1	-14.2	146 
1985	2	-13.2	99 
1985	3	-7.5	83 
1985	4	-4	67 
1985	5	4.2	16 
1985	6	8.3	121 
1985	7	9.6	136 
1985	8	8	156 
1985	9	1.5	135 
1985	10	1.4	89 
1985	11	-10.5	76 
1985	12	-12.6	146 
1986	1	-15.3	81 
1986	2	-15.1	8 
1986	3	-5.1	69 
1986	4	-4.8	39 
1986	5	3.9	90 
1986	6	9.9	75 
1986	7	10	93 
1986	8	6.7	187 
1986	9	1.3	94 
1986	10	0.1	139 
1986	11	-3	165 
1986	12	-8.9	250 
1987	1	-17.6	75 
1987	2	-9.2	75 
1987	3	-10.7	37 
1987	4	-1.2	43 
1987	5	2.6	35 
1987	6	6.8	100 
1987	7	9.5	44 
1987	8	7.5	119 
1987	9	3	122 
1987	10	1.6	196 
1987	11	-5.4	92 
1987	12	-8.3	132 
1988	1	-6.7	103 
1988	2	-7.7	97 
1988	3	-8.9	56 
1988	4	-4.2	104 
