Gridded monthly values for the period 1.1967 - 10.2014

UTM coordinates: 299878 E, 6624918 N

Elevation of grid point: 180 meters above sea level

Real elevation: NA meters above sea level

Elements:	Mean temperature in *C (TAM)
		Accumulated precipitation in mm (RR)


Year	Month	TAM	RR 
1967	1	-10.8	51 
1967	2	-5.8	90 
1967	3	0.7	79 
1967	4	2.7	43 
1967	5	7.8	97 
1967	6	13	64 
1967	7	14.3	57 
1967	8	13.7	71 
1967	9	9.3	88 
1967	10	5.7	205 
1967	11	2.6	97 
1967	12	-6.4	64 
1968	1	-10.6	39 
1968	2	-9.3	52 
1968	3	-2.2	48 
1968	4	3.4	36 
1968	5	7.4	52 
1968	6	14.8	98 
1968	7	14.1	72 
1968	8	13.8	46 
1968	9	9.6	75 
1968	10	3.3	106 
1968	11	-5.4	94 
1968	12	-6.2	39 
1969	1	-5.2	96 
1969	2	-10.7	22 
1969	3	-8.7	10 
1969	4	1.9	71 
1969	5	8.4	53 
1969	6	15.5	20 
1969	7	15.3	60 
1969	8	15.9	46 
1969	9	9.3	97 
1969	10	5.6	43 
1969	11	-4.3	96 
1969	12	-6.7	32 
1970	1	-10.1	27 
1970	2	-14.9	19 
1970	3	-4.2	34 
1970	4	0	94 
1970	5	9.3	23 
1970	6	16.2	73 
1970	7	13	157 
1970	8	13.7	43 
1970	9	7.7	103 
1970	10	4.7	99 
1970	11	-2.8	110 
1970	12	-3.6	29 
1971	1	-4.2	54 
1971	2	-2.7	56 
1971	3	-4.9	56 
1971	4	2.7	38 
1971	5	9.9	66 
1971	6	13.5	46 
1971	7	15.8	58 
1971	8	13.5	62 
1971	9	9.3	56 
1971	10	5.3	44 
1971	11	-1.9	64 
1971	12	0.1	35 
1972	1	-7.8	30 
1972	2	-4.7	39 
1972	3	-1.5	30 
1972	4	3.4	68 
1972	5	10	86 
1972	6	13.4	123 
1972	7	16.3	48 
1972	8	12.8	148 
1972	9	7.4	52 
1972	10	4.5	33 
1972	11	-0.1	31 
1972	12	1.8	124 
1973	1	-2	43 
1973	2	-2.6	56 
1973	3	0.5	13 
1973	4	2	67 
1973	5	8.5	81 
1973	6	13.9	43 
1973	7	16.6	98 
1973	8	12.4	60 
1973	9	7.6	69 
1973	10	0.8	18 
1973	11	-3	47 
1973	12	-5.4	68 
1974	1	-0.6	78 
1974	2	-0.7	70 
1974	3	-0.7	40 
1974	4	4.5	0 
1974	5	9.3	26 
1974	6	12.7	56 
1974	7	13.5	81 
1974	8	13.2	78 
1974	9	10.2	172 
1974	10	3.3	89 
1974	11	1	126 
1974	12	-0.9	72 
1975	1	-0.2	115 
1975	2	-6.1	16 
1975	3	-1.3	19 
1975	4	2.2	26 
1975	5	9.7	44 
1975	6	12.4	16 
1975	7	16.2	62 
1975	8	16.5	63 
1975	9	10.5	135 
1975	10	5.5	99 
1975	11	1.7	97 
1975	12	-0.2	35 
1976	1	-8.2	30 
1976	2	-4.6	41 
1976	3	-4.3	5 
1976	4	2.7	25 
1976	5	9.2	47 
1976	6	13.5	31 
1976	7	15.9	44 
1976	8	14.1	29 
1976	9	6.8	73 
1976	10	4	153 
1976	11	0.1	98 
1976	12	-7.2	40 
1977	1	-6.5	79 
1977	2	-10.4	21 
1977	3	-1.7	61 
1977	4	0	78 
1977	5	9.5	36 
1977	6	14.2	75 
1977	7	14.1	80 
1977	8	13.1	32 
1977	9	7.2	75 
1977	10	6.2	87 
1977	11	-0.4	133 
1977	12	-3.5	43 
1978	1	-3.5	51 
1978	2	-10.9	40 
1978	3	-3.6	84 
1978	4	1.5	26 
1978	5	9.3	13 
1978	6	14	76 
1978	7	13.6	81 
1978	8	13	84 
1978	9	6.7	91 
1978	10	5	32 
1978	11	3.1	43 
1978	12	-10.5	23 
1979	1	-10.8	17 
