Gridded monthly values for the period 1.1967 - 10.2014

UTM coordinates: 136281 E, 6497725 N

Elevation of grid point: 60 meters above sea level

Real elevation: NA meters above sea level

Elements:	Mean temperature in *C (TAM)
		Accumulated precipitation in mm (RR)


Year	Month	TAM	RR 
1967	1	-3.5	118 
1967	2	-0.6	190 
1967	3	3.6	107 
1967	4	4	97 
1967	5	8.1	133 
1967	6	13	49 
1967	7	15.2	44 
1967	8	15.1	116 
1967	9	12.3	192 
1967	10	8.7	312 
1967	11	6.1	242 
1967	12	-0.4	113 
1968	1	-3.3	196 
1968	2	-2.3	116 
1968	3	1.8	78 
1968	4	5	57 
1968	5	8.4	91 
1968	6	14.2	155 
1968	7	15	66 
1968	8	15.8	47 
1968	9	12.6	311 
1968	10	7.6	153 
1968	11	1.2	101 
1968	12	-0.9	87 
1969	1	-1.1	274 
1969	2	-5.1	37 
1969	3	-2.5	15 
1969	4	3.7	110 
1969	5	8.4	115 
1969	6	15	72 
1969	7	15.6	78 
1969	8	17	30 
1969	9	12.9	96 
1969	10	8.8	66 
1969	11	1.8	190 
1969	12	-1.6	169 
1970	1	-5.1	119 
1970	2	-8.7	162 
1970	3	-1.5	81 
1970	4	1.6	77 
1970	5	9.7	12 
1970	6	16.7	39 
1970	7	13.9	155 
1970	8	15.6	87 
1970	9	11.1	162 
1970	10	7.7	172 
1970	11	2.7	305 
1970	12	1.5	53 
1971	1	0.3	113 
1971	2	1.3	146 
1971	3	-0.9	93 
1971	4	4	78 
1971	5	9.3	62 
1971	6	13.5	32 
1971	7	16.4	87 
1971	8	14.6	110 
1971	9	11.8	50 
1971	10	8.2	59 
1971	11	3.3	175 
1971	12	4.5	49 
1972	1	-2.7	94 
1972	2	-1.7	110 
1972	3	0.5	175 
1972	4	4.7	164 
1972	5	10.1	106 
1972	6	12.3	157 
1972	7	16.8	150 
1972	8	14.6	112 
1972	9	10.4	69 
1972	10	7.4	34 
1972	11	3.9	47 
1972	12	4.4	188 
1973	1	1.7	136 
1973	2	1.5	36 
1973	3	3.9	25 
1973	4	4.3	47 
1973	5	8.9	115 
1973	6	13.4	46 
1973	7	17.3	68 
1973	8	14.4	87 
1973	9	11.3	136 
1973	10	5.5	26 
1973	11	2.2	84 
1973	12	0.5	85 
1974	1	2.4	229 
1974	2	1.7	111 
1974	3	1.5	52 
1974	4	6.5	0 
1974	5	10.2	27 
1974	6	14.2	38 
1974	7	14.7	67 
1974	8	14.5	31 
1974	9	12.1	228 
1974	10	6	217 
1974	11	3.8	216 
1974	12	2.7	71 
1975	1	3.2	249 
1975	2	0.1	41 
1975	3	1.2	38 
1975	4	3.7	49 
1975	5	9.8	72 
1975	6	12.8	71 
1975	7	16.4	23 
1975	8	18	47 
1975	9	12.3	222 
1975	10	8.2	149 
