Gridded monthly values for the period 1.1967 - 10.2014

UTM coordinates: 88185 E, 6466351 N

Elevation of grid point: 10 meters above sea level

Real elevation: NA meters above sea level

Elements:	Mean temperature in *C (TAM)
		Accumulated precipitation in mm (RR)


Year	Month	TAM	RR 
1967	1	-2.8	133 
1967	2	0	189 
1967	3	3.8	138 
1967	4	4.7	91 
1967	5	8.5	141 
1967	6	12.9	65 
1967	7	14.8	111 
1967	8	14.6	176 
1967	9	12	191 
1967	10	8.3	356 
1967	11	5.8	298 
1967	12	-0.2	149 
1968	1	-3.3	157 
1968	2	-2.8	94 
1968	3	2.2	154 
1968	4	5.2	61 
1968	5	8.4	77 
1968	6	14.2	126 
1968	7	14.8	74 
1968	8	15.3	49 
1968	9	12.4	314 
1968	10	7.2	225 
1968	11	1.7	114 
1968	12	-0.9	83 
1969	1	-0.5	214 
1969	2	-4.7	30 
1969	3	-2.1	33 
1969	4	4.1	109 
1969	5	8.7	102 
1969	6	15	54 
1969	7	15.4	76 
1969	8	16.7	93 
1969	9	12.2	97 
1969	10	8.4	66 
1969	11	1.4	234 
1969	12	-1.4	182 
1970	1	-4.7	132 
1970	2	-8.6	205 
1970	3	-0.9	75 
1970	4	1.7	65 
1970	5	10.6	8 
1970	6	16.6	66 
1970	7	13.6	216 
1970	8	15.3	67 
1970	9	10.6	177 
1970	10	7.2	146 
1970	11	2.6	344 
1970	12	1.1	64 
1971	1	0.6	167 
1971	2	1.4	137 
1971	3	-0.4	88 
1971	4	4.6	43 
1971	5	9.7	96 
1971	6	13.4	25 
1971	7	16.2	64 
1971	8	14	111 
1971	9	11.1	55 
1971	10	7.7	89 
1971	11	3.1	188 
1971	12	4.2	69 
1972	1	-1.9	85 
1972	2	-1.2	97 
1972	3	1	127 
1972	4	5.1	179 
1972	5	10.6	126 
1972	6	12.4	140 
1972	7	16.6	85 
1972	8	13.9	141 
1972	9	9.6	53 
1972	10	6.6	35 
1972	11	3.4	108 
1972	12	4.3	216 
1973	1	1.5	160 
1973	2	1.4	71 
1973	3	4	29 
1973	4	4.7	84 
1973	5	9.1	183 
1973	6	13.4	58 
1973	7	17.1	89 
1973	8	13.6	121 
1973	9	10.9	150 
1973	10	4.8	22 
1973	11	2.1	131 
1973	12	0.5	140 
1974	1	2.6	269 
1974	2	2	144 
1974	3	2.2	58 
1974	4	6.9	0 
1974	5	10.1	39 
1974	6	14.4	57 
1974	7	14.3	71 
1974	8	14.3	55 
1974	9	11.8	342 
1974	10	5.8	174 
1974	11	3.8	294 
1974	12	2.9	166 
1975	1	3.4	319 
1975	2	-0.1	62 
1975	3	1.3	63 
1975	4	4.2	55 
1975	5	10.2	70 
1975	6	13	70 
1975	7	16	73 
1975	8	17.4	55 
1975	9	11.8	213 
1975	10	8.1	109 
1975	11	4.8	177 
1975	12	3.9	94 
1976	1	-0.3	129 
1976	2	-0.2	79 
1976	3	-1.4	41 
1976	4	4.7	34 
1976	5	9.5	83 
1976	6	13.9	25 
1976	7	17	65 
1976	8	15.7	5 
1976	9	10	187 
1976	10	7.6	543 
1976	11	4	214 
1976	12	-2.5	107 
1977	1	-1.8	188 
1977	2	-3.7	214 
1977	3	1.2	121 
1977	4	2.6	117 
1977	5	9.4	44 
1977	6	13.9	68 
1977	7	14.9	63 
1977	8	14.5	52 
1977	9	10.5	152 
1977	10	8.4	151 
1977	11	3.5	253 
1977	12	1.7	257 
1978	1	1.1	166 
1978	2	-4.2	108 
1978	3	-0.4	235 
1978	4	3.1	19 
1978	5	10	71 
1978	6	13.7	99 
1978	7	14	198 
1978	8	14.8	109 
1978	9	10.4	116 
1978	10	8.5	51 
1978	11	6.4	158 
1978	12	-3.4	97 
1979	1	-6.5	91 
1979	2	-5	33 
1979	3	0.4	205 
1979	4	3.3	78 
1979	5	6.7	127 
1979	6	13.5	84 
1979	7	14.3	37 
1979	8	13.6	195 
1979	9	11.1	58 
1979	10	7.1	138 
1979	11	2.9	298 
1979	12	-0.1	193 
1980	1	-3.6	104 
1980	2	-5.1	65 
1980	3	-1	77 
1980	4	4.4	12 
1980	5	10.4	44 
1980	6	14.3	146 
1980	7	16	47 
1980	8	14.8	129 
1980	9	12.1	116 
1980	10	6.3	219 
1980	11	2.1	113 
1980	12	2	130 
1981	1	-1	59 
1981	2	-0.2	48 
1981	3	-0.5	162 
1981	4	4	4 
1981	5	10.6	103 
1981	6	11.9	106 
1981	7	14.5	90 
1981	8	14.3	14 
1981	9	12.6	254 
1981	10	6.8	267 
1981	11	4.2	210 
1981	12	-6.4	101 
1982	1	-5.1	64 
1982	2	-1.5	72 
1982	3	2.3	163 
1982	4	5	17 
1982	5	8.7	139 
1982	6	13.5	51 
1982	7	16.3	46 
1982	8	15.1	131 
1982	9	12.1	177 
1982	10	8.5	210 
1982	11	5.8	279 
1982	12	2	209 
1983	1	4.5	150 
1983	2	-2.7	104 
1983	3	2.3	123 
1983	4	4.9	107 
1983	5	8.6	216 
1983	6	12.9	61 
1983	7	16.7	23 
1983	8	15.3	11 
1983	9	11.9	238 
1983	10	8.4	173 
1983	11	4.3	40 
1983	12	2	123 
1984	1	-0.8	234 
1984	2	-0.8	79 
1984	3	-0.5	89 
1984	4	3.8	37 
1984	5	10.7	73 
1984	6	14	66 
1984	7	15.5	14 
1984	8	15.7	34 
1984	9	10.8	152 
1984	10	9.3	277 
1984	11	6.1	215 
1984	12	3.7	209 
1985	1	-5.9	79 
1985	2	-4.7	25 
1985	3	0.1	164 
1985	4	2.9	111 
1985	5	10.3	50 
1985	6	12.8	60 
1985	7	14.6	147 
1985	8	14.1	246 
1985	9	10	132 
1985	10	8.8	75 
1985	11	0.9	102 
1985	12	-1.4	183 
1986	1	-3.4	154 
1986	2	-6.2	11 
1986	3	0.8	171 
1986	4	2.4	42 
1986	5	8.8	135 
1986	6	14.1	67 
1986	7	14.7	63 
1986	8	13.1	258 
1986	9	9.5	30 
1986	10	7.9	194 
1986	11	6.2	279 
1986	12	1.6	210 
1987	1	-6.1	56 
1987	2	-1.7	67 
1987	3	-2.8	235 
1987	4	4.1	49 
1987	5	8.3	40 
1987	6	10.9	109 
1987	7	14.9	179 
1987	8	13	194 
1987	9	10.2	105 
1987	10	8.8	323 
1987	11	3.9	162 
1987	12	1.9	43 
1988	1	3	366 
1988	2	1.3	197 
1988	3	0.1	172 
1988	4	3.4	95 
1988	5	10.9	35 
1988	6	16.4	24 
1988	7	15.5	308 
1988	8	14.7	191 
1988	9	12.8	140 
1988	10	7.5	188 
1988	11	3.7	55 
1988	12	2.4	135 
1989	1	5.6	58 
1989	2	4.6	162 
1989	3	4.2	171 
1989	4	5.3	107 
1989	5	10.1	31 
1989	6	13.6	79 
1989	7	16.2	23 
1989	8	14.1	105 
1989	9	11.8	69 
1989	10	8.4	135 
1989	11	4.8	192 
1989	12	1.8	136 
1990	1	3.9	283 
1990	2	5.2	256 
1990	3	5	90 
1990	4	6.3	73 
1990	5	11.2	39 
1990	6	13.9	132 
1990	7	15.7	114 
1990	8	15.5	193 
1990	9	10.9	223 
1990	10	8.5	212 
1990	11	2.8	103 
1990	12	2.4	134 
1991	1	1.5	171 
1991	2	-1.9	91 
1991	3	2.5	164 
1991	4	5.1	58 
1991	5	9.2	5 
1991	6	11.1	135 
1991	7	16.4	65 
1991	8	16.3	43 
1991	9	12.2	169 
1991	10	7.5	115 
1991	11	5.2	237 
1991	12	3.6	73 
1992	1	3	90 
1992	2	2.7	79 
1992	3	3.5	154 
1992	4	4.1	65 
1992	5	11.3	66 
1992	6	16.3	3 
1992	7	15	106 
1992	8	13.7	179 
1992	9	11.8	109 
1992	10	4.8	123 
1992	11	3.7	234 
1992	12	2.5	188 
1993	1	2.7	192 
1993	2	2.3	49 
1993	3	2.1	45 
1993	4	5.5	78 
1993	5	11.9	32 
1993	6	13	23 
1993	7	13.5	76 
1993	8	12.8	94 
1993	9	9.8	115 
1993	10	6	122 
1993	11	1.7	237 
1993	12	0	243 
1994	1	0.3	212 
1994	2	-3.7	97 
1994	3	1.3	183 
1994	4	5.1	111 
1994	5	9.7	31 
1994	6	12.1	61 
1994	7	17.6	22 
1994	8	16.2	156 
1994	9	10.6	197 
1994	10	6.9	128 
1994	11	5.4	148 
1994	12	3.9	237 
1995	1	0.6	148 
1995	2	2.2	236 
1995	3	2.3	110 
1995	4	5.2	32 
1995	5	8.3	81 
1995	6	14.3	92 
1995	7	15.5	47 
1995	8	17.7	11 
1995	9	12.3	278 
1995	10	9.7	151 
1995	11	3.4	50 
1995	12	-2.8	42 
1996	1	-2.2	132 
1996	2	-3.4	145 
1996	3	-0.2	17 
1996	4	3.9	21 
1996	5	7.8	121 
1996	6	13	40 
1996	7	14.3	44 
1996	8	16.3	169 
1996	9	11.3	94 
1996	10	9.2	156 
1996	11	3.4	159 
1996	12	-1.8	112 
1997	1	-1.9	30 
1997	2	2.4	240 
1997	3	3.2	80 
1997	4	5	38 
1997	5	8.6	89 
1997	6	14.8	65 
1997	7	17.9	39 
1997	8	19	115 
1997	9	12.6	117 
1997	10	6.9	127 
1997	11	4.5	146 
1997	12	1.3	152 
1998	1	1	138 
1998	2	4.7	62 
1998	3	2.2	96 
1998	4	4.1	212 
1998	5	10.7	60 
1998	6	12.6	184 
1998	7	14.2	158 
1998	8	14	81 
1998	9	12.8	156 
1998	10	7.5	215 
1998	11	1.4	122 
1998	12	2	104 
1999	1	0.9	237 
1999	2	0.7	81 
1999	3	2.2	207 
1999	4	6.2	105 
1999	5	8.4	58 
1999	6	12.7	230 
1999	7	16	40 
1999	8	15.7	140 
1999	9	14.5	194 
1999	10	8.5	195 
1999	11	6	86 
1999	12	1.2	194 
2000	1	2.8	151 
2000	2	2.5	157 
2000	3	2.8	77 
2000	4	5.9	127 
2000	5	11.6	106 
2000	6	12.6	72 
2000	7	15.6	174 
2000	8	14.8	113 
2000	9	12.5	181 
2000	10	10.8	285 
2000	11	6.9	480 
2000	12	3.5	208 
2001	1	0.4	279 
2001	2	-1.8	70 
2001	3	-0.7	90 
2001	4	4.2	140 
2001	5	10.6	52 
2001	6	13.1	79 
2001	7	16.8	79 
2001	8	15.8	161 
2001	9	12.5	106 
2001	10	11.4	322 
2001	11	5	95 
2001	12	-0.1	209 
2002	1	2.4	182 
2002	2	3.2	190 
2002	3	3.1	79 
2002	4	6.4	61 
2002	5	11.6	131 
2002	6	14.7	103 
2002	7	16.1	117 
2002	8	19.2	130 
2002	9	14.1	65 
2002	10	5.8	295 
2002	11	1.6	149 
2002	12	-1.4	132 
2003	1	-0.6	95 
2003	2	-0.5	57 
2003	3	2.1	144 
2003	4	6.2	91 
2003	5	9.3	195 
2003	6	15.2	67 
2003	7	18.1	76 
2003	8	17.5	35 
2003	9	13.5	93 
2003	10	6.3	110 
2003	11	5.6	163 
2003	12	3.7	163 
2004	1	-0.4	230 
2004	2	0.8	64 
2004	3	3	106 
2004	4	6.8	91 
2004	5	11.5	63 
2004	6	13.3	130 
2004	7	14.9	87 
2004	8	17.2	260 
2004	9	13	167 
2004	10	8.6	310 
2004	11	4	99 
2004	12	3.8	132 
2005	1	3	134 
2005	2	-0.1	47 
2005	3	-0.4	52 
2005	4	5.3	49 
2005	5	8.8	118 
2005	6	13.4	75 
2005	7	17.1	68 
2005	8	15	88 
2005	9	12.2	71 
2005	10	8.7	117 
2005	11	5.5	220 
2005	12	2.1	120 
2006	1	-0.1	168 
2006	2	-0.8	138 
2006	3	-1.9	99 
2006	4	4.4	112 
2006	5	10.6	137 
2006	6	14.2	41 
2006	7	18.8	76 
2006	8	17	217 
2006	9	15.3	127 
2006	10	10.9	240 
2006	11	7.4	194 
2006	12	6.2	255 
2007	1	3.7	212 
2007	2	0	111 
2007	3	4.7	127 
2007	4	8	52 
2007	5	9.9	98 
2007	6	15.5	84 
2007	7	15.1	249 
2007	8	16.2	84 
2007	9	12.3	81 
2007	10	8.4	70 
2007	11	4.6	88 
2007	12	1.6	211 
2008	1	3.1	392 
2008	2	4.5	131 
2008	3	2.4	164 
2008	4	5.9	117 
2008	5	11.3	25 
2008	6	14.4	94 
2008	7	17.3	113 
2008	8	16	189 
2008	9	12.2	163 
2008	10	8.7	248 
2008	11	4.6	117 
2008	12	1.3	96 
2009	1	1.3	186 
2009	2	-1.4	67 
2009	3	3	75 
2009	4	7.5	31 
2009	5	10.5	75 
2009	6	14.6	99 
2009	7	17	220 
2009	8	16	112 
2009	9	13.5	73 
2009	10	6.9	255 
2009	11	6.2	368 
2009	12	-0.6	218 
2010	1	-4.5	14 
2010	2	-5.2	21 
2010	3	1.8	52 
2010	4	6	47 
2010	5	9.8	38 
2010	6	14.5	23 
2010	7	16.8	77 
2010	8	15.9	86 
2010	9	12.2	109 
2010	10	7.7	131 
2010	11	0.7	122 
2010	12	-7.2	42 
2011	1	-0.8	102 
2011	2	-0.9	150 
2011	3	2.1	34 
2011	4	8.2	42 
2011	5	10.1	105 
2011	6	14.4	143 
2011	7	16.7	127 
2011	8	15.6	204 
2011	9	13.2	239 
2011	10	9.5	104 
2011	11	7	87 
2011	12	3.2	183 
2012	1	1.2	154 
2012	2	0.1	44 
2012	3	6.3	44 
