Gridded monthly values for the period 1.1967 - 10.2014

UTM coordinates: 369214 E, 7166695 N

Elevation of grid point: 173 meters above sea level

Real elevation: NA meters above sea level

Elements:	Mean temperature in *C (TAM)
		Accumulated precipitation in mm (RR)


Year	Month	TAM	RR 
1967	1	-11	145 
1967	2	-2.8	103 
1967	3	-0.2	209 
1967	4	-0.2	131 
1967	5	5.9	52 
1967	6	10.1	87 
1967	7	12.1	180 
1967	8	12.2	59 
1967	9	9.1	21 
1967	10	3	201 
1967	11	2.1	162 
1967	12	-9.1	181 
1968	1	-8.5	210 
1968	2	-7.4	172 
1968	3	-2.9	192 
1968	4	0.8	153 
1968	5	4.4	15 
1968	6	11.4	105 
1968	7	11.1	33 
1968	8	10.2	19 
1968	9	7.7	59 
1968	10	0.9	181 
1968	11	-8	57 
1968	12	-2	111 
1969	1	-7.5	94 
1969	2	-11.1	84 
1969	3	-7.9	94 
1969	4	1	140 
1969	5	6.1	25 
1969	6	13.5	29 
1969	7	12.6	170 
1969	8	15.8	31 
1969	9	6.7	187 
1969	10	4.1	245 
1969	11	-5	94 
1969	12	-8.6	124 
1970	1	-12.4	45 
1970	2	-13.7	65 
1970	3	-2.9	101 
1970	4	-1.3	59 
1970	5	6.9	65 
1970	6	13.3	52 
1970	7	13.1	136 
1970	8	12.7	82 
1970	9	7.2	171 
1970	10	4.6	157 
1970	11	-4.2	65 
1970	12	-1.4	207 
1971	1	-3.7	227 
1971	2	-5.2	165 
1971	3	-8.9	97 
1971	4	0.1	94 
1971	5	7	114 
1971	6	11.1	99 
1971	7	12	127 
1971	8	11.8	131 
1971	9	6.8	213 
1971	10	3	317 
1971	11	-3.8	312 
1971	12	0.2	331 
1972	1	-8.4	14 
1972	2	-5.2	30 
1972	3	-2.4	163 
1972	4	1	66 
1972	5	7.4	47 
1972	6	13.6	68 
1972	7	14.3	76 
1972	8	11.7	91 
1972	9	6.3	208 
1972	10	2.9	258 
1972	11	-1.3	285 
1972	12	0.6	164 
1973	1	1.4	273 
1973	2	-5.7	186 
1973	3	0.5	326 
1973	4	-0.3	80 
1973	5	6.3	85 
1973	6	11.3	150 
1973	7	14.7	118 
1973	8	10.4	206 
1973	9	6	174 
1973	10	0.9	259 
1973	11	-4.3	230 
1973	12	-6.6	317 
1974	1	-0.8	171 
1974	2	-3.5	138 
1974	3	-3.9	11 
1974	4	1.2	118 
1974	5	7.3	56 
1974	6	11.8	63 
1974	7	11.5	168 
1974	8	11.6	82 
1974	9	9.3	143 
1974	10	2.3	89 
1974	11	-3.9	39 
1974	12	-3.1	147 
1975	1	-3.2	241 
1975	2	-0.9	157 
1975	3	-1.5	53 
1975	4	-0.8	88 
1975	5	6.4	69 
1975	6	8.4	92 
1975	7	11.8	66 
1975	8	12	134 
1975	9	7.8	420 
1975	10	4.3	220 
1975	11	0.7	136 
1975	12	-1.4	556 
1976	1	-7.6	239 
1976	2	-3.2	201 
1976	3	-6.8	129 
1976	4	-0.2	192 
1976	5	6.2	48 
1976	6	10.2	162 
1976	7	12.2	92 
1976	8	11.4	77 
1976	9	4	172 
1976	10	3	81 
1976	11	-0.5	127 
1976	12	-8.8	68 
1977	1	-10.4	123 
1977	2	-13.4	26 
1977	3	-1.9	150 
1977	4	-2	90 
1977	5	4.3	38 
1977	6	9	90 
1977	7	12.7	95 
1977	8	11.6	85 
1977	9	6.7	152 
1977	10	4.6	203 
1977	11	-1	102 
1977	12	-0.8	211 
1978	1	-7.3	216 
1978	2	-12.3	69 
1978	3	-3.3	42 
1978	4	-0.4	109 
1978	5	6.1	26 
1978	6	12	101 
1978	7	13.8	67 
1978	8	11.4	45 
1978	9	6.3	159 
1978	10	2.8	292 
1978	11	-0.4	337 
1978	12	-13.2	73 
1979	1	-11.4	65 
1979	2	-6.1	159 
1979	3	-2.8	92 
1979	4	0.3	47 
1979	5	5.4	128 
1979	6	11.4	88 
1979	7	11.7	120 
1979	8	12.2	167 
1979	9	6.9	265 
1979	10	1.8	124 
1979	11	-0.1	92 
1979	12	-3.7	140 
1980	1	-10.5	144 
1980	2	-9.5	120 
1980	3	-5.1	87 
1980	4	1.7	121 
1980	5	6	40 
