Gridded monthly values for the period 1.1967 - 10.2014

UTM coordinates: 266048 E, 6641271 N

Elevation of grid point: 160 meters above sea level

Real elevation: NA meters above sea level

Elements:	Mean temperature in *C (TAM)
		Accumulated precipitation in mm (RR)


Year	Month	TAM	RR 
1967	1	-8.6	47 
1967	2	-4.3	62 
1967	3	1.5	62 
1967	4	3.5	36 
1967	5	8.1	104 
1967	6	14	79 
1967	7	15.3	56 
1967	8	14.9	109 
1967	9	10.5	82 
1967	10	6.2	192 
1967	11	3.1	114 
1967	12	-4.4	76 
1968	1	-8.2	46 
1968	2	-7.3	70 
1968	3	-1.1	45 
1968	4	4.5	31 
1968	5	8.4	64 
1968	6	15.4	104 
1968	7	15	76 
1968	8	15.3	36 
1968	9	10.8	70 
1968	10	4.1	112 
1968	11	-3.5	67 
1968	12	-4.7	29 
1969	1	-3.7	98 
1969	2	-8.6	27 
1969	3	-6.4	10 
1969	4	3	71 
1969	5	9.1	50 
1969	6	16.4	39 
1969	7	16.1	96 
1969	8	17.3	46 
1969	9	10.6	72 
1969	10	6.3	27 
1969	11	-2.7	83 
1969	12	-5.3	34 
1970	1	-8.3	26 
1970	2	-12.9	18 
1970	3	-3	35 
1970	4	0.9	73 
1970	5	10.6	10 
1970	6	17.3	58 
1970	7	13.8	178 
1970	8	15	44 
1970	9	9.3	91 
1970	10	5.7	102 
1970	11	-1.3	156 
1970	12	-2	28 
1971	1	-3	64 
1971	2	-1.2	38 
1971	3	-3.6	61 
1971	4	3.5	25 
1971	5	10.3	60 
1971	6	13.7	56 
1971	7	16.3	83 
1971	8	14.1	68 
1971	9	10	44 
1971	10	5.9	44 
1971	11	-1.5	63 
1971	12	0.6	34 
1972	1	-6.7	23 
1972	2	-4	33 
1972	3	-1.5	34 
1972	4	3.9	72 
1972	5	10.4	67 
1972	6	13.4	144 
1972	7	17.4	78 
1972	8	13.9	96 
1972	9	8.6	46 
1972	10	5.4	22 
1972	11	0.7	16 
1972	12	1.7	91 
1973	1	-0.6	33 
1973	2	-1.3	53 
1973	3	1.7	14 
1973	4	2.9	68 
1973	5	9.4	77 
1973	6	14.7	51 
1973	7	17.6	98 
1973	8	13.9	47 
1973	9	8.9	82 
1973	10	2.1	12 
1973	11	-1.4	34 
1973	12	-3.3	51 
1974	1	-0.2	81 
1974	2	-0.3	49 
1974	3	-0.1	44 
1974	4	6	0 
1974	5	10.6	26 
1974	6	14.2	61 
1974	7	14.6	93 
1974	8	14.4	76 
1974	9	11	218 
1974	10	4.2	92 
1974	11	1.2	112 
1974	12	-0.8	48 
1975	1	0.1	120 
1975	2	-5.1	19 
1975	3	-0.7	36 
1975	4	2.8	27 
1975	5	10.5	41 
1975	6	13.4	20 
1975	7	17.3	37 
1975	8	17.6	54 
1975	9	11.1	115 
1975	10	6.2	68 
1975	11	2.2	85 
1975	12	0.6	30 
1976	1	-5.5	34 
