Gridded monthly values for the period 1.1967 - 10.2014

UTM coordinates: 273191 E, 6575744 N

Elevation of grid point: 14 meters above sea level

Real elevation: NA meters above sea level

Elements:	Mean temperature in *C (TAM)
		Accumulated precipitation in mm (RR)


Year	Month	TAM	RR 
1967	1	-6.7	64 
1967	2	-3.1	85 
1967	3	2.6	90 
1967	4	4.2	31 
1967	5	8.9	100 
1967	6	14.2	73 
1967	7	16	68 
1967	8	15.4	76 
1967	9	12.2	91 
1967	10	8.2	284 
1967	11	4.8	112 
1967	12	-3.2	88 
1968	1	-7	47 
1968	2	-5.4	55 
1968	3	0.1	62 
1968	4	5.3	50 
1968	5	8.7	57 
1968	6	15.7	112 
1968	7	15.8	48 
1968	8	16	44 
1968	9	12.1	58 
1968	10	6.2	158 
1968	11	-1.6	96 
1968	12	-3.3	47 
1969	1	-2.8	106 
1969	2	-7.2	35 
1969	3	-4.6	7 
1969	4	4	69 
1969	5	9.4	63 
1969	6	16.5	60 
1969	7	16.4	44 
1969	8	18.1	57 
1969	9	12.2	89 
1969	10	8.1	46 
1969	11	-0.1	132 
1969	12	-3.7	53 
1970	1	-6.8	29 
1970	2	-11.6	23 
1970	3	-1.8	44 
1970	4	1.7	72 
1970	5	10.8	13 
1970	6	17.8	62 
1970	7	14.6	128 
1970	8	15.6	34 
1970	9	10.5	105 
1970	10	7.2	112 
1970	11	0.6	154 
1970	12	-0.5	33 
1971	1	-1.5	88 
1971	2	-0.5	56 
1971	3	-2.4	77 
1971	4	3.9	23 
1971	5	10.3	75 
1971	6	14	67 
1971	7	16.6	49 
1971	8	14.7	87 
1971	9	11.1	61 
1971	10	7.5	52 
1971	11	1.2	78 
1971	12	2.7	44 
1972	1	-5.4	37 
1972	2	-3	45 
1972	3	-0.5	41 
1972	4	4.5	68 
1972	5	10.7	82 
1972	6	13.6	133 
1972	7	17.9	100 
1972	8	14.8	148 
1972	9	10	60 
1972	10	6.5	41 
1972	11	2.4	39 
1972	12	3.6	135 
1973	1	-0.2	70 
1973	2	0.1	84 
1973	3	2.5	21 
1973	4	3.9	63 
1973	5	9.8	109 
1973	6	14.9	54 
1973	7	18.1	94 
1973	8	14.5	66 
1973	9	10.3	71 
1973	10	3.9	28 
1973	11	0.1	88 
1973	12	-1.8	67 
1974	1	1.2	114 
1974	2	0.8	83 
1974	3	1.3	21 
1974	4	6.6	0 
1974	5	11	38 
1974	6	15	47 
1974	7	15.1	64 
1974	8	15.1	42 
1974	9	12.3	219 
1974	10	5.1	76 
1974	11	3	153 
1974	12	1	87 
1975	1	1.6	130 
1975	2	-2.2	29 
1975	3	0.4	30 
1975	4	4	39 
1975	5	10.9	52 
1975	6	14.1	14 
1975	7	17.2	68 
1975	8	18.2	38 
1975	9	12.6	135 
1975	10	7.5	79 
1975	11	3.5	126 
1975	12	2.6	43 
1976	1	-4.2	42 
1976	2	-2.7	48 
1976	3	-2.3	6 
1976	4	4.3	31 
1976	5	10.7	38 
1976	6	15.1	28 
1976	7	18.4	21 
1976	8	17	17 
1976	9	10	87 
1976	10	6.1	207 
1976	11	2.5	149 
1976	12	-3.8	49 
1977	1	-3.9	117 
1977	2	-7.1	44 
1977	3	0.1	81 
1977	4	2.1	108 
1977	5	11	42 
1977	6	15.3	81 
1977	7	15.7	77 
1977	8	15.2	49 
1977	9	9.8	90 
1977	10	8	97 
1977	11	2.4	132 
1977	12	-0.6	75 
1978	1	-1.2	66 
1978	2	-7.3	45 
1978	3	-1.5	124 
1978	4	3.4	20 
1978	5	10.7	27 
1978	6	15.3	44 
1978	7	15.1	103 
1978	8	14.9	114 
1978	9	9.2	97 
1978	10	7.2	40 
1978	11	5.3	44 
1978	12	-7.4	30 
1979	1	-7.8	20 
1979	2	-8.2	14 
1979	3	-0.8	140 
1979	4	3.6	69 
1979	5	7.9	106 
1979	6	15.5	60 
1979	7	15	88 
1979	8	14.1	90 
1979	9	10.8	55 
1979	10	5	87 
1979	11	1.3	171 
1979	12	-2.2	111 
1980	1	-6.3	33 
1980	2	-8.5	57 
1980	3	-3.1	36 
1980	4	4.1	13 
1980	5	11.5	49 
1980	6	15.7	147 
1980	7	16.9	56 
1980	8	15.2	90 
1980	9	11.8	92 
1980	10	5.3	158 
1980	11	-0.8	73 
1980	12	-0.2	95 
1981	1	-3.1	31 
1981	2	-3.4	34 
1981	3	-2.4	96 
1981	4	3.8	12 
1981	5	11.5	81 
1981	6	12.8	144 
1981	7	16	70 
1981	8	14.7	26 
1981	9	12.3	77 
1981	10	5.7	176 
1981	11	2.1	171 
1981	12	-8.9	22 
1982	1	-9	35 
1982	2	-2.8	47 
1982	3	1.3	121 
1982	4	5	31 
1982	5	9.4	99 
1982	6	14.5	9 
1982	7	17.9	22 
1982	8	16.1	121 
1982	9	11.8	131 
1982	10	7.2	101 
1982	11	4.3	189 
1982	12	0.5	147 
1983	1	2.3	71 
1983	2	-4.6	15 
1983	3	1	68 
1983	4	5.1	64 
1983	5	10.1	94 
1983	6	13.7	33 
1983	7	17.3	52 
1983	8	15.7	23 
1983	9	11.7	121 
1983	10	7.4	114 
1983	11	2.5	29 
1983	12	-0.4	67 
1984	1	-3.9	115 
1984	2	-2.6	26 
1984	3	-1.8	29 
1984	4	4.3	27 
1984	5	11.8	54 
1984	6	14.5	92 
1984	7	15.2	59 
1984	8	16	52 
1984	9	9.6	112 
1984	10	8.4	188 
1984	11	3.8	84 
1984	12	1.7	109 
1985	1	-9.2	56 
1985	2	-10.5	40 
1985	3	-1.1	86 
1985	4	1.6	87 
1985	5	10.3	28 
1985	6	13.6	74 
1985	7	15	135 
1985	8	14.2	142 
1985	9	8.5	139 
1985	10	7.1	58 
1985	11	-1.4	85 
1985	12	-5.3	124 
1986	1	-7.6	92 
1986	2	-9.1	1 
1986	3	-0.4	120 
1986	4	1.7	32 
