Gridded monthly values for the period 1.1967 - 10.2014

UTM coordinates: -31881 E, 6561990 N

Elevation of grid point: 80 meters above sea level

Real elevation: NA meters above sea level

Elements:	Mean temperature in *C (TAM)
		Accumulated precipitation in mm (RR)


Year	Month	TAM	RR 
1967	1	-0.4	123 
1967	2	1.7	147 
1967	3	3.1	312 
1967	4	3.6	175 
1967	5	7.8	163 
1967	6	10.5	155 
1967	7	13.4	122 
1967	8	13.2	276 
1967	9	11.1	214 
1967	10	7.7	392 
1967	11	5.7	235 
1967	12	1.2	274 
1968	1	-1.4	186 
1968	2	-1.1	102 
1968	3	2.1	254 
1968	4	4.6	97 
1968	5	7.4	71 
1968	6	12.7	113 
1968	7	13.1	38 
1968	8	12.7	7 
1968	9	12.1	229 
1968	10	7.2	243 
1968	11	1.9	105 
1968	12	0	101 
1969	1	1.8	162 
1969	2	-5.3	129 
1969	3	-2.2	99 
1969	4	4.4	74 
1969	5	8.2	51 
1969	6	12.6	64 
1969	7	13.3	173 
1969	8	16.2	69 
1969	9	10.8	274 
1969	10	8.2	139 
1969	11	2.2	266 
1969	12	-0.6	61 
1970	1	-1.7	58 
1970	2	-4.5	63 
1970	3	-0.8	201 
1970	4	2	78 
1970	5	8.9	67 
1970	6	13.3	74 
1970	7	12.2	321 
1970	8	14	74 
1970	9	9.9	239 
1970	10	7.1	282 
1970	11	3.5	233 
1970	12	2	124 
1971	1	1.8	100 
1971	2	2.1	145 
1971	3	0	99 
1971	4	4.2	69 
1971	5	8.9	132 
1971	6	11.2	81 
1971	7	12.9	131 
1971	8	13.3	126 
1971	9	10.2	144 
1971	10	7.1	240 
1971	11	3	312 
1971	12	4.7	229 
1972	1	-1.5	61 
1972	2	0	38 
1972	3	2	84 
1972	4	4.2	130 
1972	5	9.6	81 
1972	6	10.9	202 
1972	7	13.8	132 
1972	8	12.2	199 
1972	9	8.6	110 
1972	10	6.9	100 
1972	11	3.9	264 
1972	12	4.8	202 
1973	1	2.7	90 
1973	2	0.8	195 
1973	3	3.5	124 
1973	4	3.2	120 
1973	5	8	147 
1973	6	11.4	85 
1973	7	14.8	75 
1973	8	12.1	119 
1973	9	10	155 
1973	10	4.6	139 
1973	11	2.6	296 
1973	12	1.1	242 
1974	1	3.6	156 
1974	2	3	144 
1974	3	2	32 
1974	4	4.9	6 
1974	5	9.3	59 
1974	6	12.3	95 
1974	7	11.8	222 
1974	8	12.8	91 
1974	9	11.1	448 
1974	10	5.6	90 
1974	11	3.7	184 
1974	12	4	279 
1975	1	4	357 
1975	2	1.2	46 
1975	3	1.1	53 
1975	4	3.3	62 
1975	5	8.5	73 
1975	6	10.8	65 
1975	7	13.5	96 
1975	8	16.1	91 
1975	9	10.7	371 
1975	10	7.2	124 
1975	11	4.7	170 
1975	12	4.1	253 
1976	1	0.1	219 
1976	2	-0.2	90 
1976	3	-1.5	66 
1976	4	3.6	124 
1976	5	8.9	102 
