Gridded monthly values for the period 1.1967 - 10.2014

UTM coordinates: 40417 E, 6609590 N

Elevation of grid point: 1013 meters above sea level

Real elevation: NA meters above sea level

Elements:	Mean temperature in *C (TAM)
		Accumulated precipitation in mm (RR)


Year	Month	TAM	RR 
1967	1	-9.4	242 
1967	2	-5.5	491 
1967	3	-3.2	1006 
1967	4	-2.9	240 
1967	5	1.6	262 
1967	6	7	293 
1967	7	8.1	280 
1967	8	8.5	326 
1967	9	5.4	359 
1967	10	1.5	860 
1967	11	-0.9	399 
1967	12	-6.5	489 
1968	1	-9.3	546 
1968	2	-8.9	284 
1968	3	-5.1	754 
1968	4	-2.3	152 
1968	5	1.9	125 
1968	6	8.2	259 
1968	7	9.2	83 
1968	8	9.7	25 
1968	9	6.1	402 
1968	10	0.7	518 
1968	11	-5.8	153 
1968	12	-8.1	61 
1969	1	-5.8	324 
1969	2	-11.7	105 
1969	3	-9.2	199 
1969	4	-2.3	171 
1969	5	3.2	86 
1969	6	9.5	214 
1969	7	9.1	317 
1969	8	11.2	68 
1969	9	5.5	551 
1969	10	2	403 
1969	11	-6	553 
1969	12	-8.6	159 
1970	1	-9.9	77 
1970	2	-12.8	48 
1970	3	-7.3	250 
1970	4	-4.9	190 
1970	5	3.8	138 
1970	6	10.4	78 
1970	7	7.6	446 
1970	8	9.4	96 
1970	9	3.8	389 
1970	10	0.5	532 
1970	11	-4.6	498 
1970	12	-5.6	413 
1971	1	-5.7	370 
1971	2	-4.2	316 
1971	3	-7	217 
1971	4	-1.8	156 
1971	5	3.5	183 
1971	6	7	107 
1971	7	9.4	193 
1971	8	8.3	178 
1971	9	4.8	268 
1971	10	0.9	588 
1971	11	-4.6	545 
1971	12	-1.9	624 
1972	1	-9	76 
1972	2	-6.7	72 
1972	3	-4.3	167 
1972	4	-1.6	166 
1972	5	4.4	139 
1972	6	6.7	252 
1972	7	11.2	143 
1972	8	7.7	324 
1972	9	3.1	125 
1972	10	0.7	276 
1972	11	-3.5	676 
1972	12	-2.2	411 
1973	1	-3.9	234 
1973	2	-5.5	478 
1973	3	-2.8	197 
1973	4	-3.6	321 
1973	5	2.5	320 
1973	6	7.2	257 
1973	7	11	167 
1973	8	6.9	196 
1973	9	4.1	321 
1973	10	-1.7	220 
1973	11	-5.1	704 
1973	12	-7	792 
1974	1	-2.9	332 
1974	2	-3.8	256 
1974	3	-4.3	87 
1974	4	-0.6	2 
1974	5	3.7	88 
1974	6	7.9	153 
1974	7	7.3	325 
1974	8	7.4	236 
1974	9	5	683 
1974	10	-0.4	74 
1974	11	-3.5	435 
1974	12	-4.2	963 
1975	1	-3.8	781 
1975	2	-6.8	87 
1975	3	-7	86 
1975	4	-4	104 
1975	5	3.3	113 
1975	6	6.6	84 
1975	7	10.6	177 
1975	8	12	235 
1975	9	5.1	659 
