Gridded monthly values for the period 1.1967 - 10.2014

UTM coordinates: 438246 E, 7147784 N

Elevation of grid point: 500 meters above sea level

Real elevation: NA meters above sea level

Elements:	Mean temperature in *C (TAM)
		Accumulated precipitation in mm (RR)


Year	Month	TAM	RR 
1967	1	-13.3	55 
1967	2	-6.1	67 
1967	3	-2.6	133 
1967	4	-1.8	36 
1967	5	4.7	64 
1967	6	9.1	66 
1967	7	10.7	124 
1967	8	11.1	76 
1967	9	8	10 
1967	10	2.3	53 
1967	11	0.9	64 
1967	12	-11.6	109 
1968	1	-11	108 
1968	2	-9.3	74 
1968	3	-4.2	84 
1968	4	-0.3	42 
1968	5	2.1	16 
1968	6	9.7	63 
1968	7	9.8	10 
1968	8	9.3	23 
1968	9	6.4	35 
1968	10	-0.9	83 
1968	11	-8	36 
1968	12	-4.7	50 
1969	1	-9.2	45 
1969	2	-13.2	45 
1969	3	-8.6	45 
1969	4	-0.3	60 
1969	5	4	23 
1969	6	11.8	17 
1969	7	11.1	98 
1969	8	15.1	76 
1969	9	5.3	97 
1969	10	2.4	88 
1969	11	-6	34 
1969	12	-10.3	45 
1970	1	-14	36 
1970	2	-14.7	24 
1970	3	-4.9	45 
1970	4	-2.9	38 
1970	5	5.5	19 
1970	6	12	24 
1970	7	11.5	115 
1970	8	10.8	38 
1970	9	5.5	94 
1970	10	2.6	81 
1970	11	-5.3	34 
1970	12	-3.3	70 
1971	1	-5.1	78 
1971	2	-7.2	109 
1971	3	-10.3	42 
1971	4	-1.8	51 
1971	5	4.1	74 
1971	6	8.9	85 
1971	7	10.4	56 
1971	8	10.1	56 
1971	9	5.4	65 
1971	10	1.5	128 
1971	11	-5.6	151 
1971	12	-2.1	157 
1972	1	-12.1	4 
1972	2	-7.4	13 
1972	3	-4.4	78 
1972	4	-1	27 
1972	5	5	32 
1972	6	11.3	80 
1972	7	13.3	73 
1972	8	10.1	71 
1972	9	4.9	106 
1972	10	2	90 
1972	11	-2.7	110 
1972	12	-1.4	57 
1973	1	-1.4	133 
1973	2	-7.7	92 
1973	3	-1.7	90 
1973	4	-2.5	44 
1973	5	3.8	34 
1973	6	9.6	79 
1973	7	14.1	96 
1973	8	9.1	117 
1973	9	4.1	82 
1973	10	-1.1	95 
1973	11	-5.4	87 
1973	12	-9.1	162 
1974	1	-4.2	86 
1974	2	-5.7	60 
1974	3	-5.4	7 
1974	4	0.2	34 
1974	5	5	27 
1974	6	9.7	56 
1974	7	10.3	142 
1974	8	9.9	105 
1974	9	7.4	42 
1974	10	0.6	60 
1974	11	-5.1	34 
1974	12	-6	74 
1975	1	-6	158 
1975	2	-2.9	61 
1975	3	-3.9	28 
1975	4	-2.5	29 
1975	5	4.2	55 
1975	6	7.1	39 
1975	7	10.5	74 
1975	8	10.7	76 
1975	9	6.6	163 
1975	10	2.7	90 
1975	11	-0.6	40 
1975	12	-4.5	286 
1976	1	-10.5	101 
1976	2	-6.2	103 
1976	3	-8.3	35 
1976	4	-2.6	43 
1976	5	5.6	13 
1976	6	8.2	69 
1976	7	11.1	79 
1976	8	10.4	41 
1976	9	2.7	109 
1976	10	0.8	33 
1976	11	-2.4	54 
1976	12	-10.2	45 
1977	1	-11.9	63 
1977	2	-14	10 
1977	3	-3.3	31 
1977	4	-3.8	32 
1977	5	2.8	17 
1977	6	7.5	43 
1977	7	11.2	105 
1977	8	10.2	39 
1977	9	4.8	77 
1977	10	2.8	65 
1977	11	-2.1	37 
1977	12	-4	90 
1978	1	-8.2	92 
1978	2	-14.1	18 
1978	3	-6.2	38 
1978	4	-2.8	61 
1978	5	3.6	25 
1978	6	10.7	102 
1978	7	11.4	60 
1978	8	10.2	94 
1978	9	5.2	93 
1978	10	1.2	77 
1978	11	-2.2	124 
1978	12	-14.7	35 
1979	1	-14.9	22 
1979	2	-10.6	55 
1979	3	-4.7	31 
1979	4	-1.5	22 
1979	5	3.7	68 
1979	6	10.5	73 
1979	7	10.5	169 
1979	8	10.6	100 
1979	9	5.4	100 
1979	10	0.3	57 
1979	11	-3.1	54 
1979	12	-7.4	67 
1980	1	-12.1	35 
1980	2	-11.1	47 
1980	3	-7.8	31 
1980	4	0.3	30 
1980	5	4	26 
1980	6	12.2	53 
1980	7	13.6	56 
1980	8	11.6	84 
1980	9	6.9	84 
1980	10	-0.1	53 
1980	11	-6.8	45 
1980	12	-9.4	116 
1981	1	-8.9	125 
1981	2	-8.9	59 
1981	3	-9.9	52 
1981	4	-1.6	40 
1981	5	6.5	11 
1981	6	7.2	48 
1981	7	11.3	118 
1981	8	9.5	54 
1981	9	7.1	35 
1981	10	1.4	55 
1981	11	-5.7	55 
1981	12	-15.3	25 
1982	1	-11.3	68 
1982	2	-6.1	28 
1982	3	-3.3	76 
1982	4	-0.8	53 
1982	5	3.5	58 
1982	6	6.6	11 
1982	7	11.4	38 
1982	8	11.2	77 
1982	9	5.8	111 
1982	10	2.4	44 
1982	11	-2.6	65 
1982	12	-3.3	50 
1983	1	-4.6	160 
1983	2	-7.2	30 
1983	3	-5.3	46 
1983	4	0.7	39 
1983	5	5.8	44 
1983	6	7.6	80 
1983	7	11.5	61 
1983	8	9.3	90 
1983	9	7	184 
1983	10	1.4	151 
1983	11	-4.5	136 
1983	12	-6.4	92 
1984	1	-10.9	71 
1984	2	-4.5	38 
1984	3	-6.9	42 
1984	4	0.6	30 
1984	5	7.9	11 
1984	6	9.3	105 
1984	7	10	38 
1984	8	10.3	84 
1984	9	5.5	67 
1984	10	2.5	178 
1984	11	-4	53 
1984	12	-5.4	55 
1985	1	-15.4	29 
1985	2	-18	45 
1985	3	-6.4	60 
1985	4	-3.8	56 
1985	5	3.3	47 
1985	6	10.2	71 
1985	7	12.4	92 
1985	8	10.8	154 
1985	9	4.5	142 
1985	10	4.1	167 
1985	11	-6.5	59 
1985	12	-13.7	58 
1986	1	-18.7	25 
1986	2	-10.4	22 
1986	3	-4.7	41 
1986	4	-4.1	32 
1986	5	6.2	90 
1986	6	12	22 
1986	7	11.4	122 
1986	8	8.8	36 
1986	9	3.5	139 
1986	10	2.8	100 
1986	11	-0.6	107 
