Gridded monthly values for the period 1.1967 - 10.2014

UTM coordinates: 326609 E, 7104351 N

Elevation of grid point: 30 meters above sea level

Real elevation: NA meters above sea level

Elements:	Mean temperature in *C (TAM)
		Accumulated precipitation in mm (RR)


Year	Month	TAM	RR 
1967	1	-5.1	80 
1967	2	-0.6	67 
1967	3	1.9	124 
1967	4	2.2	61 
1967	5	7.7	54 
1967	6	11.2	50 
1967	7	13.1	132 
1967	8	12.9	99 
1967	9	10.1	18 
1967	10	4.4	108 
1967	11	3.1	76 
1967	12	-5.8	149 
1968	1	-5.5	127 
1968	2	-3.8	91 
1968	3	-1	121 
1968	4	2.5	58 
1968	5	5.9	37 
1968	6	13	55 
1968	7	12.7	18 
1968	8	11.8	6 
1968	9	9.5	33 
1968	10	2.5	147 
1968	11	-5.2	39 
1968	12	-1.2	54 
1969	1	-4.4	58 
1969	2	-8.2	44 
1969	3	-4.9	47 
1969	4	3.3	76 
1969	5	7.9	22 
1969	6	14.5	12 
1969	7	13.6	135 
1969	8	17.2	30 
1969	9	8	122 
1969	10	5.3	145 
1969	11	-2.3	77 
1969	12	-5.6	78 
1970	1	-8.5	35 
1970	2	-9.6	25 
1970	3	-1.5	57 
1970	4	0.9	28 
1970	5	8.6	55 
1970	6	14.2	40 
1970	7	13.7	87 
1970	8	13.5	51 
1970	9	8.3	122 
1970	10	5.4	117 
1970	11	-2.6	35 
1970	12	0.3	107 
1971	1	-1.6	117 
1971	2	-2.1	91 
1971	3	-5.2	62 
1971	4	2.3	62 
1971	5	8.8	90 
1971	6	11.8	70 
1971	7	13.1	91 
1971	8	12.8	64 
1971	9	8.2	140 
1971	10	4.4	212 
1971	11	-1.3	194 
1971	12	1.7	256 
1972	1	-5.7	8 
1972	2	-2.7	14 
1972	3	-0.1	60 
1972	4	2.9	61 
1972	5	9.2	36 
1972	6	14.1	62 
1972	7	15.3	69 
1972	8	12.8	66 
1972	9	7.6	125 
1972	10	4.4	153 
1972	11	0.5	185 
1972	12	2	81 
1973	1	2.4	101 
1973	2	-3	123 
1973	3	2.4	164 
1973	4	1.5	97 
1973	5	7.5	71 
1973	6	12.3	94 
1973	7	15.1	121 
1973	8	11.7	113 
1973	9	7.2	133 
1973	10	2.6	174 
1973	11	-1.9	137 
1973	12	-3.4	184 
1974	1	0.8	83 
1974	2	-0.8	79 
1974	3	-1	6 
1974	4	3.9	65 
1974	5	9.5	28 
1974	6	12.9	57 
1974	7	12.6	113 
1974	8	12.5	73 
1974	9	10.2	82 
1974	10	3.1	73 
1974	11	-2	27 
1974	12	-0.4	113 
1975	1	-0.8	176 
1975	2	0.8	116 
1975	3	0	80 
1975	4	1.8	50 
1975	5	7.7	72 
1975	6	9.8	46 
1975	7	13.1	35 
1975	8	13.2	86 
1975	9	8.9	259 
1975	10	5.3	192 
1975	11	2.2	63 
1975	12	0.1	465 
1976	1	-4.5	231 
1976	2	-1.8	97 
1976	3	-3.7	57 
1976	4	1.6	84 
1976	5	9.2	35 
1976	6	11.3	88 
1976	7	13.2	66 
1976	8	12.4	63 
1976	9	5.1	144 
1976	10	4.2	28 
1976	11	0.8	99 
1976	12	-6.3	78 
1977	1	-7.4	49 
1977	2	-9	14 
1977	3	0	84 
1977	4	-0.2	75 
1977	5	6.3	43 
1977	6	10.2	69 
1977	7	13.1	59 
1977	8	12.4	64 
1977	9	7.6	105 
1977	10	5.9	96 
1977	11	0.8	74 
1977	12	0.6	123 
1978	1	-4.2	188 
1978	2	-9.1	52 
1978	3	-1.9	33 
1978	4	1.7	70 
1978	5	7.8	13 
1978	6	13	94 
1978	7	14.4	61 
1978	8	12.5	52 
1978	9	7.4	150 
1978	10	4.2	178 
1978	11	1.2	257 
1978	12	-10.4	51 
1979	1	-9	43 
1979	2	-5.7	102 
1979	3	-1	45 
1979	4	2.1	27 
1979	5	6.9	64 
1979	6	13.1	86 
1979	7	12.1	111 
1979	8	12.5	96 
1979	9	7.8	197 
1979	10	3	82 
1979	11	-0.3	101 
1979	12	-4.4	105 
1980	1	-7.4	77 
1980	2	-6	90 
1980	3	-2.7	63 
1980	4	3.5	86 
1980	5	7.3	55 
1980	6	14.5	52 
1980	7	15.7	51 
1980	8	13.9	58 
1980	9	9.4	120 
1980	10	2.4	84 
1980	11	-3.8	85 
1980	12	-5.4	200 
1981	1	-4.7	252 
1981	2	-4.5	137 
1981	3	-5	37 
1981	4	2	72 
1981	5	10.1	20 
1981	6	9.4	57 
1981	7	12.8	60 
1981	8	11.8	94 
1981	9	9.6	44 
1981	10	3.7	60 
1981	11	-2	82 
1981	12	-11.2	70 
1982	1	-7.1	118 
1982	2	-1.7	76 
1982	3	1.6	117 
1982	4	3.3	131 
1982	5	7.5	76 
1982	6	9.6	31 
1982	7	14.1	70 
1982	8	13.2	70 
1982	9	8.7	218 
1982	10	5.2	61 
1982	11	0.1	112 
1982	12	-1	119 
1983	1	-0.4	268 
1983	2	-3.2	73 
1983	3	-1.2	75 
1983	4	3.6	57 
1983	5	9.2	56 
1983	6	10.1	46 
1983	7	13.5	112 
1983	8	11.3	151 
1983	9	9.8	172 
1983	10	4.8	296 
1983	11	0	300 
1983	12	-2.3	168 
1984	1	-6.6	102 
1984	2	-1.1	66 
1984	3	-2.8	77 
1984	4	3.4	65 
1984	5	10.6	45 
1984	6	11.3	93 
1984	7	12.2	54 
1984	8	12.7	95 
1984	9	8	69 
1984	10	6	201 
1984	11	1.9	62 
1984	12	0.3	80 
1985	1	-7.7	54 
1985	2	-10.3	88 
1985	3	-1.1	94 
1985	4	0.9	74 
1985	5	7.1	39 
1985	6	12.4	47 
1985	7	14.5	129 
1985	8	13.3	122 
1985	9	7.6	148 
1985	10	7.1	221 
1985	11	-1.9	105 
1985	12	-6	107 
1986	1	-10.7	40 
1986	2	-5.7	44 
1986	3	0.8	53 
1986	4	1.2	34 
1986	5	9.9	108 
1986	6	14	29 
1986	7	13.1	105 
1986	8	11.6	44 
1986	9	6.5	176 
1986	10	5.5	174 
1986	11	2.7	141 
1986	12	-5.5	85 
1987	1	-10.6	132 
1987	2	-3.6	197 
1987	3	-4.8	27 
1987	4	3.5	170 
1987	5	6.5	58 
1987	6	11.3	67 
1987	7	13.3	73 
1987	8	10.5	85 
1987	9	8.4	79 
1987	10	7.4	56 
1987	11	1.1	62 
1987	12	-0.3	244 
1988	1	-1.6	39 
1988	2	-3.5	75 
1988	3	-3.6	36 
1988	4	0.3	109 
1988	5	9	49 
1988	6	12.6	30 
1988	7	16.1	118 
1988	8	13.4	76 
1988	9	10.6	187 
1988	10	4.6	103 
1988	11	-0.1	188 
1988	12	-1.5	214 
1989	1	2.6	319 
1989	2	1.2	179 
1989	3	1.9	50 
1989	4	4.1	12 
1989	5	7.6	145 
1989	6	12.2	58 
1989	7	12.4	72 
1989	8	12.7	169 
1989	9	9.1	124 
1989	10	5.3	177 
1989	11	1.7	88 
1989	12	-1.9	171 
1990	1	-1.5	120 
1990	2	3.2	110 
1990	3	1.5	237 
1990	4	4	107 
1990	5	7.6	46 
1990	6	13.5	43 
1990	7	13.6	121 
1990	8	13.4	89 
1990	9	9.1	100 
1990	10	5.5	79 
1990	11	1.4	90 
1990	12	1.3	156 
1991	1	-1.1	86 
1991	2	-4.2	62 
1991	3	1.2	52 
1991	4	4.1	61 
1991	5	6.1	76 
1991	6	10.7	128 
1991	7	14.5	58 
1991	8	14.3	63 
1991	9	8.4	195 
1991	10	4.4	59 
1991	11	2	123 
1991	12	1.1	136 
1992	1	1.4	235 
1992	2	0.4	131 
1992	3	1.9	113 
1992	4	0.6	41 
1992	5	9.1	84 
1992	6	14.4	82 
1992	7	11.7	95 
1992	8	11.8	117 
1992	9	9.4	24 
1992	10	-1.3	93 
1992	11	-0.9	108 
1992	12	0.7	140 
1993	1	0.2	125 
1993	2	-0.5	144 
1993	3	0	119 
1993	4	3.7	49 
1993	5	9.1	66 
1993	6	8.5	46 
1993	7	13.6	85 
1993	8	11.8	114 
1993	9	7.3	74 
1993	10	3.1	135 
1993	11	-0.9	13 
1993	12	-3.9	72 
1994	1	-5.5	85 
1994	2	-8.6	14 
1994	3	-1.2	66 
1994	4	4.2	30 
1994	5	6.5	27 
1994	6	9.5	120 
1994	7	15.4	61 
1994	8	14.1	94 
1994	9	8.4	83 
1994	10	2.8	156 
1994	11	0.8	179 
1994	12	1.1	93 
1995	1	-1.8	92 
1995	2	-0.2	146 
1995	3	0.1	89 
1995	4	1.5	89 
1995	5	6.6	60 
1995	6	11.4	102 
1995	7	12	83 
1995	8	12.3	63 
1995	9	9.6	55 
1995	10	6.5	141 
1995	11	-1.7	111 
1995	12	-3	143 
1996	1	-3.7	10 
1996	2	-5.5	69 
1996	3	-0.9	42 
1996	4	2.9	32 
1996	5	6.1	33 
1996	6	10.8	73 
1996	7	12.3	61 
1996	8	16.6	29 
1996	9	7.8	45 
1996	10	5.9	94 
1996	11	-1.9	88 
1996	12	-3.4	95 
1997	1	0.2	158 
1997	2	-1.4	110 
1997	3	-0.1	168 
1997	4	1.1	131 
1997	5	6	57 
1997	6	13.5	39 
1997	7	16.7	58 
1997	8	16	59 
1997	9	10.3	191 
1997	10	3.4	135 
1997	11	-0.4	33 
1997	12	-1.8	37 
1998	1	-0.6	105 
1998	2	-0.4	226 
1998	3	-0.7	96 
1998	4	2	39 
1998	5	7	41 
1998	6	11.5	65 
1998	7	13.9	79 
1998	8	12.3	109 
1998	9	10.7	48 
1998	10	4.7	101 
1998	11	-2.2	51 
1998	12	-1.6	138 
1999	1	-4	60 
1999	2	-2.2	161 
1999	3	-0.5	42 
1999	4	4.2	68 
1999	5	7.3	37 
1999	6	12.6	119 
1999	7	13.6	146 
1999	8	11.9	37 
1999	9	12.6	50 
1999	10	4.7	100 
1999	11	4.7	103 
1999	12	-4.8	67 
2000	1	0.3	154 
2000	2	-0.2	127 
2000	3	-1	157 
2000	4	3.3	43 
2000	5	9.5	25 
2000	6	9.7	117 
2000	7	13.1	56 
2000	8	12.2	114 
2000	9	10.1	56 
2000	10	8.3	35 
2000	11	3.2	8 
2000	12	-0.3	62 
2001	1	-0.1	25 
2001	2	-5.2	102 
2001	3	-4.5	50 
2001	4	3.2	70 
2001	5	7.6	68 
2001	6	11.5	70 
2001	7	14.5	161 
2001	8	13.3	96 
2001	9	10.4	45 
2001	10	6.4	74 
2001	11	2.2	187 
2001	12	-1.4	87 
