Gridded monthly values for the period 1.1967 - 10.2014

UTM coordinates: 352812 E, 6802233 N

Elevation of grid point: 420 meters above sea level

Real elevation: NA meters above sea level

Elements:	Mean temperature in *C (TAM)
		Accumulated precipitation in mm (RR)


Year	Month	TAM	RR 
1967	1	-14.9	35 
1967	2	-7.7	31 
1967	3	-1.9	48 
1967	4	-0.3	12 
1967	5	5.3	88 
1967	6	11.3	56 
1967	7	13.2	47 
1967	8	12.1	81 
1967	9	7.2	45 
1967	10	3	94 
1967	11	-0.4	58 
1967	12	-10.6	62 
1968	1	-16.3	30 
1968	2	-14	32 
1968	3	-5.3	22 
1968	4	-0.1	24 
1968	5	5.3	52 
1968	6	13.6	71 
1968	7	13.3	47 
1968	8	12.6	23 
1968	9	7.5	50 
1968	10	0.2	92 
1968	11	-10.4	40 
1968	12	-10.5	28 
1969	1	-8.6	71 
1969	2	-15.3	20 
1969	3	-11.3	16 
1969	4	0	50 
1969	5	6.6	32 
1969	6	14.7	19 
1969	7	13.9	91 
1969	8	14.6	44 
1969	9	6.9	96 
1969	10	3.2	25 
1969	11	-8.6	61 
1969	12	-12.3	26 
1970	1	-15.9	26 
1970	2	-18.5	16 
1970	3	-6.7	36 
1970	4	-1.8	32 
1970	5	7.2	43 
1970	6	15	36 
1970	7	11.8	160 
1970	8	12.1	25 
1970	9	6.6	96 
1970	10	3.2	106 
1970	11	-5.3	77 
1970	12	-7.3	21 
1971	1	-9	39 
1971	2	-5.7	43 
1971	3	-8.4	38 
1971	4	-0.1	28 
1971	5	6.7	60 
1971	6	11.1	48 
1971	7	13.1	87 
1971	8	11.7	43 
1971	9	6.1	53 
1971	10	1.9	42 
1971	11	-6.9	41 
1971	12	-6.7	39 
1972	1	-13.2	19 
1972	2	-7.7	30 
1972	3	-4.1	27 
1972	4	0.2	44 
1972	5	7.1	71 
1972	6	11.8	147 
1972	7	15.7	61 
1972	8	11.5	67 
1972	9	6.7	44 
1972	10	2.2	26 
1972	11	-3.2	43 
1972	12	-2.9	68 
1973	1	-2.8	20 
1973	2	-7.2	33 
1973	3	-1.7	8 
1973	4	-0.1	36 
1973	5	6.6	95 
1973	6	13.1	38 
1973	7	15.2	184 
1973	8	10.6	48 
1973	9	5.8	73 
1973	10	-1.6	13 
1973	11	-7.2	37 
1973	12	-10	68 
1974	1	-5.1	71 
1974	2	-4.6	60 
1974	3	-5.1	22 
1974	4	2.2	1 
1974	5	8.3	36 
1974	6	11.5	66 
1974	7	12.6	99 
1974	8	11.3	84 
1974	9	8	170 
1974	10	2	42 
1974	11	-3.2	97 
1974	12	-6.5	59 
1975	1	-5.9	118 
1975	2	-11.4	22 
1975	3	-5.1	21 
1975	4	-1.8	15 
1975	5	7.8	31 
1975	6	11.1	35 
1975	7	15.8	62 
1975	8	14.4	37 
1975	9	8.1	143 
1975	10	2.9	58 
1975	11	-0.9	83 
1975	12	-5.9	17 
1976	1	-13	35 
1976	2	-7.7	31 
1976	3	-8.2	6 
1976	4	0.3	19 
1976	5	8.5	47 
1976	6	12.5	47 
1976	7	14.8	62 
1976	8	12.7	57 
1976	9	4.2	51 
1976	10	1.1	111 
1976	11	-4.5	94 
1976	12	-10.9	47 
1977	1	-9.4	74 
1977	2	-11.9	21 
1977	3	-3.5	30 
1977	4	-2.1	65 
1977	5	6.9	70 
1977	6	11.6	116 
1977	7	12.9	65 
1977	8	11.8	88 
1977	9	5.7	60 
1977	10	3.3	68 
1977	11	-2.5	99 
1977	12	-7.2	40 
1978	1	-8.2	48 
1978	2	-14.5	44 
1978	3	-5.1	63 
1978	4	-0.7	27 
1978	5	7.3	27 
1978	6	13.2	58 
1978	7	12.9	75 
1978	8	11.3	104 
1978	9	5.6	93 
1978	10	1.6	37 
1978	11	-1.9	50 
1978	12	-14.9	20 
1979	1	-15.4	23 
1979	2	-13.6	13 
1979	3	-4.4	106 
1979	4	0.5	64 
1979	5	5.8	88 
1979	6	13.8	79 
1979	7	12.1	135 
1979	8	10.9	105 
1979	9	6.3	83 
1979	10	0.2	68 
1979	11	-5.1	76 
1979	12	-11.2	61 
1980	1	-14.2	22 
1980	2	-16.1	17 
1980	3	-8.6	23 
1980	4	1.4	8 
1980	5	8.3	73 
1980	6	13.6	139 
1980	7	14.1	73 
1980	8	11.8	85 
1980	9	7.5	67 
1980	10	-1	143 
1980	11	-10.4	52 
1980	12	-9.7	50 
