Gridded monthly values for the period 1.1967 - 10.2014

UTM coordinates: 256284 E, 6784678 N

Elevation of grid point: 336 meters above sea level

Real elevation: NA meters above sea level

Elements:	Mean temperature in *C (TAM)
		Accumulated precipitation in mm (RR)


Year	Month	TAM	RR 
1967	1	-12	55 
1967	2	-6.7	56 
1967	3	-0.7	52 
1967	4	1.3	36 
1967	5	6.3	100 
1967	6	12	54 
1967	7	13.6	61 
1967	8	13.1	113 
1967	9	8.2	75 
1967	10	3.7	160 
1967	11	0	123 
1967	12	-8.2	75 
1968	1	-12.4	45 
1968	2	-10.9	58 
1968	3	-3.7	43 
1968	4	2.2	23 
1968	5	6.4	80 
1968	6	14.3	90 
1968	7	13.8	49 
1968	8	13.7	25 
1968	9	9	80 
1968	10	1.6	127 
1968	11	-8.3	58 
1968	12	-8.5	17 
1969	1	-7.8	143 
1969	2	-13.5	18 
1969	3	-9.1	24 
1969	4	1.5	97 
1969	5	7.8	50 
1969	6	15.1	16 
1969	7	14.3	85 
1969	8	15.3	34 
1969	9	8.1	55 
1969	10	4.1	41 
1969	11	-6.4	71 
1969	12	-9.9	48 
1970	1	-12.8	45 
1970	2	-14.4	26 
1970	3	-4.6	34 
1970	4	0.2	41 
1970	5	8.8	6 
1970	6	16.3	40 
1970	7	12.4	136 
1970	8	13.7	38 
1970	9	7.2	85 
1970	10	3.8	91 
1970	11	-4.8	75 
1970	12	-5.7	15 
1971	1	-6.5	58 
1971	2	-3.9	62 
1971	3	-5.7	58 
1971	4	1.6	43 
1971	5	8.4	65 
1971	6	11.6	93 
1971	7	14.1	106 
1971	8	12.9	16 
1971	9	8	67 
1971	10	2.8	58 
1971	11	-3.9	55 
1971	12	-3.8	49 
1972	1	-12.2	36 
1972	2	-7.7	39 
1972	3	-3.2	66 
1972	4	2.1	51 
1972	5	9.2	92 
1972	6	12.3	150 
1972	7	16.8	55 
1972	8	12.8	100 
1972	9	7.2	30 
1972	10	3.3	24 
1972	11	-2.3	28 
