Gridded monthly values for the period 1.1967 - 10.2014

UTM coordinates: -32148 E, 6572293 N

Elevation of grid point: 20 meters above sea level

Real elevation: NA meters above sea level

Elements:	Mean temperature in *C (TAM)
		Accumulated precipitation in mm (RR)


Year	Month	TAM	RR 
1967	1	0.5	79 
1967	2	2	96 
1967	3	3.4	219 
1967	4	4.3	120 
1967	5	8.4	120 
1967	6	11.4	110 
1967	7	14	89 
1967	8	13.9	259 
1967	9	12.1	146 
1967	10	8.1	295 
1967	11	6	196 
1967	12	1.6	204 
1968	1	-0.3	117 
1968	2	-0.3	63 
1968	3	2.8	159 
1968	4	5.8	56 
1968	5	8.3	50 
1968	6	13.6	91 
1968	7	14	39 
1968	8	14	5 
1968	9	13.4	198 
1968	10	8	220 
1968	11	3	80 
1968	12	1	68 
1969	1	2.2	124 
1969	2	-3.6	96 
1969	3	-0.6	63 
1969	4	5.3	53 
1969	5	9.3	43 
1969	6	13.6	53 
1969	7	14	155 
1969	8	17.7	44 
1969	9	11.7	244 
1969	10	8.9	122 
1969	11	2.7	222 
1969	12	0.2	54 
1970	1	-0.8	55 
1970	2	-3	37 
1970	3	0.2	146 
1970	4	3.3	62 
1970	5	9.9	54 
1970	6	14.4	110 
1970	7	13	267 
1970	8	15	59 
1970	9	11	206 
1970	10	8	226 
1970	11	4.4	208 
1970	12	2.6	99 
1971	1	2.6	78 
1971	2	2.8	100 
1971	3	0.8	78 
1971	4	5.3	63 
1971	5	9.8	122 
1971	6	12.1	67 
1971	7	13.5	100 
1971	8	14.3	104 
1971	9	11.2	123 
1971	10	7.5	191 
1971	11	3.4	264 
1971	12	4.8	150 
1972	1	-0.8	52 
1972	2	0.8	31 
1972	3	2.9	56 
1972	4	5.2	106 
1972	5	10.6	70 
1972	6	11.5	183 
1972	7	14.5	113 
1972	8	13	158 
1972	9	9.6	102 
1972	10	7.5	87 
1972	11	4.4	234 
1972	12	5.1	167 
1973	1	3.1	68 
1973	2	1.5	146 
1973	3	4.1	90 
1973	4	4.1	85 
1973	5	8.8	122 
1973	6	12.3	80 
1973	7	15.6	55 
1973	8	13	89 
1973	9	11.1	125 
1973	10	5.7	107 
1973	11	3.2	219 
1973	12	1.8	161 
1974	1	3.9	105 
1974	2	3.7	97 
