Gridded monthly values for the period 1.1967 - 10.2014

UTM coordinates: -2184 E, 6669759 N

Elevation of grid point: 200 meters above sea level

Real elevation: NA meters above sea level

Elements:	Mean temperature in *C (TAM)
		Accumulated precipitation in mm (RR)


Year	Month	TAM	RR 
1967	1	-0.2	178 
1967	2	2.5	447 
1967	3	3.5	907 
1967	4	4.5	252 
1967	5	8.7	207 
1967	6	11.5	356 
1967	7	13.3	285 
1967	8	12.5	292 
1967	9	11.4	304 
1967	10	8.2	732 
1967	11	6.3	443 
1967	12	1.5	508 
1968	1	-0.7	438 
1968	2	-0.8	183 
1968	3	2	588 
1968	4	5.4	96 
1968	5	8.7	116 
1968	6	13.6	230 
1968	7	14.4	47 
1968	8	13.8	15 
1968	9	12.6	205 
1968	10	7.4	559 
1968	11	2.4	112 
1968	12	0.9	82 
1969	1	2.4	276 
1969	2	-3.4	150 
1969	3	-1	203 
1969	4	5.1	194 
1969	5	9.7	49 
1969	6	14.1	132 
1969	7	13.4	416 
1969	8	16.7	70 
1969	9	10.8	711 
1969	10	8.4	525 
1969	11	2	459 
1969	12	0.1	100 
1970	1	-0.3	90 
1970	2	-2.4	36 
1970	3	0.1	272 
1970	4	2.8	209 
1970	5	10	200 
1970	6	15.1	102 
1970	7	12.5	477 
1970	8	14.3	106 
1970	9	9.8	360 
1970	10	7.6	402 
1970	11	4.1	355 
1970	12	2	414 
1971	1	2.4	328 
1971	2	1.7	198 
1971	3	0.8	204 
1971	4	5.4	143 
1971	5	9.7	155 
1971	6	11.8	121 
1971	7	13.4	193 
1971	8	13.1	196 
1971	9	10.3	243 
1971	10	6.6	426 
1971	11	1.6	457 
1971	12	3.7	490 
1972	1	-1.7	52 
1972	2	-0.1	37 
1972	3	2.4	147 
1972	4	5.1	105 
1972	5	10.9	66 
1972	6	12.2	197 
1972	7	15.8	117 
1972	8	12.8	238 
1972	9	8.8	136 
1972	10	6.9	226 
1972	11	3	499 
1972	12	4	243 
1973	1	2.3	256 
1973	2	0.3	343 
1973	3	3.5	228 
1973	4	3.3	185 
1973	5	8.8	238 
1973	6	12.4	211 
1973	7	16.3	72 
1973	8	12.2	193 
1973	9	10	219 
1973	10	4.3	198 
1973	11	1.7	408 
1973	12	-0.4	379 
1974	1	3.6	198 
1974	2	2.5	177 
1974	3	2.8	37 
1974	4	6.4	3 
1974	5	10.2	90 
