Gridded monthly values for the period 1.1967 - 10.2014

UTM coordinates: 256412 E, 6951857 N

Elevation of grid point: 793 meters above sea level

Real elevation: NA meters above sea level

Elements:	Mean temperature in *C (TAM)
		Accumulated precipitation in mm (RR)


Year	Month	TAM	RR 
1967	1	-10.4	59 
1967	2	-6.2	50 
1967	3	-2.6	39 
1967	4	-1.9	53 
1967	5	3.7	29 
1967	6	8.5	77 
1967	7	10.5	59 
1967	8	10	62 
1967	9	6.4	23 
1967	10	1.3	87 
1967	11	-0.8	54 
1967	12	-8.5	109 
1968	1	-10.3	57 
1968	2	-9.1	42 
1968	3	-4.7	58 
1968	4	-1.4	43 
1968	5	2.9	58 
1968	6	10.4	40 
1968	7	10.5	38 
1968	8	9.1	31 
1968	9	6.3	30 
1968	10	0.3	65 
1968	11	-9.1	24 
1968	12	-9.1	27 
1969	1	-7.6	14 
1969	2	-12.5	11 
1969	3	-9	15 
1969	4	0.5	23 
1969	5	5.5	28 
1969	6	11.7	26 
1969	7	11.5	79 
1969	8	13	44 
1969	9	5.1	76 
1969	10	2.7	90 
1969	11	-7.8	92 
1969	12	-9.1	19 
1970	1	-11.7	28 
1970	2	-14.2	31 
1970	3	-6.9	35 
1970	4	-4.1	31 
1970	5	5.7	15 
1970	6	11.9	48 
1970	7	9.8	151 
1970	8	10.2	24 
1970	9	5.5	86 
1970	10	2.4	114 
1970	11	-6.2	34 
1970	12	-4.4	47 
1971	1	-6.1	21 
1971	2	-4.9	41 
1971	3	-7.1	33 
1971	4	-1.1	15 
1971	5	6	24 
1971	6	8.2	129 
1971	7	10.4	116 
1971	8	9.7	32 
1971	9	5.1	94 
1971	10	1.4	63 
1971	11	-4.5	76 
1971	12	-2.1	54 
1972	1	-11.7	1 
1972	2	-8.5	1 
1972	3	-3.1	20 
1972	4	-0.7	35 
1972	5	5.9	40 
1972	6	10.1	140 
1972	7	12.8	29 
1972	8	9.7	60 
1972	9	3.9	73 
1972	10	1.7	45 
1972	11	-2.8	42 
1972	12	-2.6	10 
1973	1	-1.6	11 
1973	2	-7.3	55 
1973	3	-1.2	66 
