Gridded monthly values for the period 1.1967 - 10.2014

UTM coordinates: 273092 E, 7039406 N

Elevation of grid point: 147 meters above sea level

Real elevation: NA meters above sea level

Elements:	Mean temperature in *C (TAM)
		Accumulated precipitation in mm (RR)


Year	Month	TAM	RR 
1967	1	-5.2	84 
1967	2	-1.1	74 
1967	3	1.6	87 
1967	4	2	108 
1967	5	7.8	34 
1967	6	10.5	99 
1967	7	12.3	109 
1967	8	12.7	72 
1967	9	10.4	22 
1967	10	4.9	110 
1967	11	3.5	74 
1967	12	-3.2	198 
1968	1	-4.1	120 
1968	2	-2.8	124 
1968	3	-0.5	89 
1968	4	2.9	49 
1968	5	6.2	33 
1968	6	12.7	43 
1968	7	12.8	16 
1968	8	12.4	12 
1968	9	10.2	33 
1968	10	3.5	161 
1968	11	-3.7	34 
1968	12	-1.5	36 
1969	1	-2.3	35 
1969	2	-6.6	38 
1969	3	-3.6	38 
1969	4	4	68 
1969	5	8.3	24 
1969	6	13.9	16 
1969	7	13.3	128 
1969	8	16.9	58 
1969	9	8.2	113 
1969	10	5.8	147 
1969	11	-1.9	80 
1969	12	-3.4	52 
1970	1	-5.8	49 
1970	2	-7.9	30 
1970	3	-1.4	48 
1970	4	1	25 
1970	5	8.7	39 
1970	6	14.1	46 
1970	7	12.9	109 
1970	8	13.5	38 
1970	9	8.6	136 
1970	10	5.9	101 
1970	11	-1.4	41 
1970	12	0.5	88 
1971	1	-1.5	61 
1971	2	-0.5	82 
1971	3	-3.1	130 
1971	4	2.5	39 
1971	5	8.9	81 
1971	6	11	115 
1971	7	12.7	112 
1971	8	12.7	74 
1971	9	8.4	164 
1971	10	4.6	187 
1971	11	-0.4	188 
1971	12	1.8	205 
1972	1	-4.8	1 
1972	2	-2.2	2 
1972	3	1.1	43 
1972	4	3.2	75 
1972	5	9.2	65 
1972	6	13.4	79 
1972	7	14.9	31 
1972	8	12.5	60 
1972	9	7.6	104 
1972	10	4.7	150 
1972	11	1	130 
1972	12	2.3	25 
1973	1	2.7	106 
1973	2	-2.3	120 
1973	3	2.6	90 
1973	4	1.2	100 
1973	5	7.2	81 
1973	6	11.8	80 
1973	7	14.2	116 
1973	8	11.3	96 
1973	9	7.9	151 
1973	10	3	199 
1973	11	-1	144 
1973	12	-1.9	143 
1974	1	1.3	55 
1974	2	0	34 
1974	3	0.2	3 
1974	4	3.9	87 
1974	5	9.3	40 
1974	6	12.3	69 
1974	7	12.2	129 
1974	8	12.2	94 
1974	9	10.6	57 
1974	10	3.3	83 
1974	11	-0.3	36 
1974	12	0.3	94 
1975	1	0.3	116 
1975	2	0.6	56 
1975	3	0.7	44 
1975	4	2	64 
1975	5	7.2	108 
1975	6	9.6	41 
1975	7	13	37 
1975	8	13.7	85 
1975	9	8.9	194 
1975	10	5.9	191 
1975	11	2.9	51 
1975	12	0.4	372 
1976	1	-3.7	164 
1976	2	-1.5	79 
1976	3	-2.7	58 
1976	4	1.5	77 
1976	5	9.6	21 
1976	6	10.8	75 
1976	7	13.3	72 
1976	8	12.6	54 
1976	9	5.7	141 
1976	10	5.3	14 
1976	11	1.7	90 
1976	12	-4.4	75 
1977	1	-5.9	42 
1977	2	-6.1	15 
1977	3	0.6	40 
1977	4	0.4	61 
1977	5	6.4	34 
1977	6	10	70 
1977	7	12.5	56 
1977	8	13	48 
1977	9	7.4	99 
1977	10	6.5	55 
1977	11	1.5	54 
1977	12	0.6	73 
1978	1	-2.6	105 
1978	2	-6.7	60 
1978	3	-0.9	48 
1978	4	1.9	85 
1978	5	8.1	6 
1978	6	12.9	79 
1978	7	14	76 
1978	8	12.8	58 
1978	9	8	134 
1978	10	4.4	168 
1978	11	1.6	166 
1978	12	-7.2	39 
1979	1	-7.4	25 
1979	2	-4.1	79 
1979	3	-0.3	38 
1979	4	2.8	29 
1979	5	7	33 
1979	6	12.8	76 
1979	7	11.6	124 
1979	8	12.9	74 
1979	9	8	157 
1979	10	3.9	90 
1979	11	-0.1	78 
1979	12	-3	39 
1980	1	-5.4	44 
1980	2	-4	56 
1980	3	-1.5	55 
1980	4	3.3	63 
1980	5	7.9	65 
1980	6	14.4	49 
1980	7	15.4	36 
1980	8	14.2	77 
1980	9	9.8	111 
1980	10	3.1	99 
1980	11	-2.4	66 
1980	12	-3.3	151 
1981	1	-3.4	157 
1981	2	-3.6	70 
1981	3	-2.6	23 
1981	4	2.1	76 
